No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7455,1.84,36,255,3.29
2,that,11526,2.84,40,252,2.82
3,in,24258,5.98,82,267,2.78
4,i,7604,1.87,15,257,2.00
5,is,13420,3.31,23,262,1.80
6,which,10632,2.62,17,255,1.70
7,is,13420,3.31,19,262,1.52
8,be,10548,2.60,12,258,1.21
9,the,97053,23.91,98,272,1.03
10,it,11166,2.75,11,254,1.00
11,a,22014,5.42,21,272,0.95
12,and,25792,6.35,15,270,0.24
13,the,97053,23.91,53,272,0.15
14,in,24258,5.98,13,267,0.12
15,of,61917,15.26,29,270,-0.07
16,to,24031,5.92,10,265,-0.24
17,of,61917,15.26,13,270,-1.23
