No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,31203,14.64,736,272,4.65
2,in,82700,38.80,481,281,2.63
3,this,22192,10.41,124,278,2.57
4,by,27821,13.05,121,279,2.21
5,from,19675,9.23,74,278,2.00
6,it,23922,11.22,65,276,1.53
7,we,13709,6.43,37,227,1.52
8,the,334593,157.00,830,281,1.40
9,to,66275,31.10,148,280,1.25
10,is,53972,25.32,97,279,0.94
11,is,53972,25.32,83,279,0.71
12,which,24181,11.35,37,279,0.71
13,the,334593,157.00,473,281,0.59
14,in,82700,38.80,111,281,0.52
15,a,69026,32.39,72,279,0.15
16,a,69026,32.39,70,279,0.11
17,to,66275,31.10,53,280,-0.23
18,and,88368,41.46,55,280,-0.59
19,of,180756,84.81,102,281,-0.73
20,of,180756,84.81,89,281,-0.93
