No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,9018,0.98,72,243,4.19
2,have,12068,1.32,21,242,2.00
3,are,23269,2.54,40,243,1.98
4,that,33518,3.65,46,243,1.65
5,with,24461,2.67,29,245,1.44
6,which,24082,2.63,27,244,1.36
7,be,27068,2.95,26,246,1.14
8,from,21025,2.29,20,245,1.12
9,to,69282,7.55,60,246,0.99
10,with,24461,2.67,21,245,0.98
11,it,24303,2.65,20,243,0.92
12,the,336955,36.74,277,245,0.91
13,of,186712,20.36,129,247,0.66
14,on,25788,2.81,17,247,0.60
15,as,27742,3.02,17,245,0.49
16,in,90338,9.85,51,247,0.37
17,to,69282,7.55,36,246,0.25
18,and,85678,9.34,38,247,0.02
19,the,336955,36.74,147,245,0.00
20,is,52746,5.75,20,245,-0.20
21,in,90338,9.85,28,247,-0.49
22,of,186712,20.36,55,247,-0.57
23,and,85678,9.34,20,247,-0.90
