No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6745,1.11,65,234,3.87
2,been,5349,0.88,16,240,2.18
3,have,8596,1.42,25,241,2.14
4,which,20880,3.44,51,245,1.89
5,i,10675,1.76,24,234,1.77
6,from,15408,2.54,31,246,1.61
7,are,12470,2.05,24,243,1.55
8,that,21142,3.48,36,245,1.37
9,as,18777,3.09,26,244,1.07
10,by,21126,3.48,28,248,1.01
11,to,48462,7.98,63,247,0.98
12,with,17155,2.82,20,246,0.82
13,the,223002,36.71,231,249,0.65
14,or,11494,1.89,11,243,0.54
15,by,21126,3.48,20,248,0.52
16,this,12768,2.10,12,242,0.51
17,to,48462,7.98,44,247,0.46
18,in,58322,9.60,52,248,0.44
19,with,17155,2.82,14,246,0.31
20,of,136885,22.53,105,249,0.22
21,on,15659,2.58,12,248,0.22
22,be,19980,3.29,13,245,-0.02
23,it,19287,3.17,12,244,-0.08
24,be,19980,3.29,12,245,-0.13
25,and,57353,9.44,34,249,-0.15
26,as,18777,3.09,11,244,-0.17
27,a,43960,7.24,25,246,-0.21
28,the,223002,36.71,118,249,-0.32
29,that,21142,3.48,11,245,-0.34
30,and,57353,9.44,27,249,-0.48
31,of,136885,22.53,62,249,-0.54
32,in,58322,9.60,25,248,-0.62
33,a,43960,7.24,16,246,-0.86
