No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8119,1.06,69,283,4.03
2,have,11172,1.46,44,295,2.92
3,been,6708,0.88,19,281,2.44
4,from,18808,2.45,36,300,1.87
5,which,25784,3.36,45,300,1.74
6,we,9893,1.29,17,263,1.72
7,that,27503,3.59,47,296,1.71
8,i,12695,1.66,17,289,1.36
9,are,17272,2.25,22,294,1.29
10,to,61416,8.01,65,301,1.02
11,the,283287,36.96,238,304,0.69
12,be,25626,3.34,21,299,0.65
13,with,22576,2.95,16,300,0.44
14,it,22899,2.99,16,296,0.42
15,as,23326,3.04,16,298,0.39
16,to,61416,8.01,42,301,0.39
17,in,74291,9.69,50,303,0.37
18,by,27351,3.57,17,304,0.25
19,with,22576,2.95,14,300,0.25
20,of,178809,23.33,102,304,0.13
21,that,27503,3.59,14,296,-0.04
22,the,283287,36.96,123,304,-0.27
23,is,37158,4.85,16,297,-0.28
24,and,74498,9.72,32,304,-0.28
25,and,74498,9.72,31,304,-0.33
26,of,178809,23.33,64,304,-0.54
27,a,59270,7.73,18,301,-0.78
28,in,74291,9.69,15,303,-1.37
