No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,11,19,9.23
2,certainty,45,0.01,10,26,8.24
3,curious,126,0.02,10,72,6.76
4,detailed,115,0.02,7,56,6.37
5,respecting,156,0.03,9,84,6.30
6,stated,273,0.05,8,102,5.32
7,new,472,0.09,11,144,4.99
8,many,628,0.12,11,186,4.58
9,following,1001,0.18,13,217,4.14
10,these,3275,0.60,36,271,3.90
11,might,784,0.14,6,198,3.38
12,some,1938,0.36,14,265,3.30
13,have,5326,0.98,27,292,2.79
14,my,1415,0.26,7,242,2.75
15,such,1279,0.23,6,239,2.68
16,observed,1525,0.28,7,181,2.64
17,there,1610,0.30,6,242,2.34
18,i,8467,1.55,30,293,2.27
19,from,8934,1.64,30,305,2.19
20,which,10846,1.99,36,295,2.18
21,all,2129,0.39,7,254,2.16
22,been,3476,0.64,11,290,2.11
23,may,3266,0.60,10,274,2.06
24,are,5526,1.01,16,291,1.98
25,had,2549,0.47,7,265,1.90
26,other,2677,0.49,7,273,1.83
27,or,5636,1.03,14,284,1.76
28,will,3133,0.58,7,259,1.61
29,that,12890,2.37,28,294,1.56
30,were,3939,0.72,8,274,1.47
31,we,3340,0.61,6,219,1.29
32,not,5071,0.93,9,283,1.27
33,be,10936,2.01,18,301,1.16
34,as,9166,1.68,12,300,0.83
35,but,4613,0.85,6,296,0.82
36,are,5526,1.01,7,291,0.79
37,the,122597,22.51,149,318,0.73
38,to,28961,5.32,34,311,0.68
39,with,9379,1.72,11,306,0.68
40,this,8042,1.48,9,295,0.61
41,i,8467,1.55,9,293,0.53
42,by,12595,2.31,13,315,0.49
43,of,73443,13.49,69,317,0.36
44,in,29524,5.42,24,316,0.15
45,by,12595,2.31,10,315,0.11
46,on,9398,1.73,7,306,0.02
47,to,28961,5.32,20,311,-0.09
48,and,33531,6.16,23,318,-0.10
49,with,9379,1.72,6,306,-0.20
50,on,9398,1.73,6,306,-0.20
51,that,12890,2.37,8,294,-0.24
52,the,122597,22.51,68,318,-0.41
53,of,73443,13.49,37,317,-0.54
54,and,33531,6.16,15,318,-0.72
55,a,24621,4.52,11,315,-0.72
56,a,24621,4.52,7,315,-1.37
57,in,29524,5.42,7,316,-1.63
