No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,prove,205,0.03,9,62,6.08
2,stated,186,0.03,6,56,5.64
3,new,608,0.10,9,120,4.52
4,number,633,0.10,6,134,3.87
5,many,866,0.14,8,155,3.84
6,these,3351,0.54,26,184,3.58
7,some,2497,0.40,18,195,3.48
8,me,977,0.16,6,155,3.25
9,have,5721,0.93,25,201,2.76
10,other,3025,0.49,10,195,2.35
11,been,4034,0.65,12,197,2.20
12,are,6056,0.98,17,199,2.12
13,which,13326,2.15,36,209,2.06
14,i,9234,1.49,21,207,1.81
15,that,14244,2.30,30,209,1.70
16,from,9255,1.50,13,211,1.12
17,or,5671,0.92,7,209,0.93
18,have,5721,0.93,7,201,0.92
19,to,29506,4.77,36,217,0.92
20,it,14289,2.31,17,210,0.88
21,with,9374,1.52,11,207,0.86
22,but,5834,0.94,6,205,0.67
23,of,70652,11.42,72,227,0.66
24,as,9849,1.59,10,209,0.65
25,this,8967,1.45,9,206,0.63
26,to,29506,4.77,29,217,0.60
27,in,27504,4.45,27,220,0.60
28,not,6207,1.00,6,197,0.58
29,with,9374,1.52,9,207,0.57
30,the,110415,17.85,99,227,0.47
31,on,8100,1.31,7,221,0.42
32,i,9234,1.49,7,207,0.23
33,and,31055,5.02,23,223,0.20
34,as,9849,1.59,7,209,0.14
35,by,12555,2.03,8,218,-0.02
36,a,25947,4.20,15,224,-0.16
37,by,12555,2.03,7,218,-0.21
38,the,110415,17.85,54,227,-0.40
39,of,70652,11.42,34,227,-0.43
40,is,14708,2.38,7,212,-0.44
41,be,12879,2.08,6,211,-0.47
42,and,31055,5.02,13,223,-0.63
43,in,27504,4.45,8,220,-1.15
