No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,17,0.00,7,16,8.78
2,recorded,95,0.02,14,29,7.30
3,certainty,64,0.01,7,33,6.87
4,foregoing,91,0.02,8,32,6.55
5,detailed,85,0.02,7,35,6.46
6,respecting,86,0.02,7,44,6.44
7,known,401,0.09,11,106,4.87
8,stated,338,0.08,9,96,4.83
9,important,300,0.07,7,98,4.64
10,appear,629,0.15,10,134,4.09
11,these,4862,1.14,52,188,3.51
12,many,867,0.20,9,146,3.47
13,number,948,0.22,9,140,3.34
14,new,759,0.18,7,115,3.30
15,observed,1360,0.32,11,130,3.11
16,me,883,0.21,7,156,3.08
17,now,1568,0.37,12,174,3.03
18,some,2239,0.52,16,186,2.93
19,i,8441,1.98,39,196,2.30
20,made,1830,0.43,8,167,2.22
21,have,6280,1.47,24,195,2.03
22,will,2987,0.70,11,182,1.98
23,any,2478,0.58,8,185,1.79
24,which,14211,3.33,45,203,1.76
25,all,2625,0.61,7,181,1.51
26,but,5118,1.20,13,195,1.44
27,from,10671,2.50,27,199,1.43
28,are,7593,1.78,18,203,1.34
29,that,14710,3.44,31,197,1.17
30,not,5686,1.33,11,196,1.05
31,were,4359,1.02,8,190,0.97
32,it,13100,3.07,24,203,0.97
33,be,12039,2.82,22,205,0.97
34,to,32946,7.71,59,209,0.94
35,this,9313,2.18,16,198,0.88
36,with,11830,2.77,19,207,0.78
37,in,39028,9.13,62,210,0.76
38,or,7392,1.73,11,200,0.67
39,are,7593,1.78,11,203,0.63
40,the,148170,34.67,211,210,0.61
41,with,11830,2.77,16,207,0.53
42,to,32946,7.71,43,209,0.48
43,by,17110,4.00,22,209,0.46
44,have,6280,1.47,8,195,0.44
45,as,12629,2.96,15,208,0.34
46,and,37046,8.67,42,210,0.28
47,of,86531,20.25,98,210,0.27
48,on,11684,2.73,12,208,0.13
49,for,7022,1.64,7,209,0.09
50,by,17110,4.00,14,209,-0.19
51,as,12629,2.96,10,208,-0.24
52,a,27703,6.48,21,209,-0.30
53,and,37046,8.67,28,210,-0.31
54,be,12039,2.82,9,205,-0.32
55,on,11684,2.73,8,208,-0.45
56,the,148170,34.67,101,210,-0.46
57,in,39028,9.13,26,210,-0.49
58,that,14710,3.44,9,197,-0.61
59,a,27703,6.48,16,209,-0.70
60,is,16993,3.98,9,209,-0.82
61,is,16993,3.98,9,209,-0.82
62,of,86531,20.25,44,210,-0.88
