No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,3038,0.17,12,359,4.18
2,i,11658,0.63,10,459,1.98
3,which,11866,0.64,10,443,1.96
4,as,10505,0.57,7,444,1.62
5,to,28365,1.54,16,475,1.38
6,that,14937,0.81,7,453,1.11
7,a,24350,1.32,9,489,0.77
8,to,28365,1.54,10,475,0.70
9,of,61820,3.36,18,482,0.42
10,a,24350,1.32,7,489,0.40
11,the,106658,5.80,28,485,0.27
12,in,27059,1.47,6,484,0.03
13,and,30615,1.66,6,475,-0.15
14,of,61820,3.36,10,482,-0.43
15,the,106658,5.80,10,485,-1.21
