No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,27,0.01,6,19,7.60
2,adduced,32,0.01,6,11,7.36
3,certainty,43,0.01,6,25,6.93
4,prove,171,0.05,9,70,5.52
5,stated,213,0.06,10,59,5.36
6,curious,109,0.03,5,46,5.32
7,seem,157,0.04,6,65,5.06
8,respecting,164,0.05,6,78,5.00
9,chemical,377,0.11,8,72,4.21
10,appear,501,0.14,10,154,4.12
11,new,664,0.19,13,135,4.10
12,preceding,366,0.10,7,95,4.06
13,many,683,0.20,13,166,4.05
14,general,580,0.17,11,133,4.05
15,ascertained,275,0.08,5,96,3.99
16,few,358,0.10,6,134,3.87
17,am,382,0.11,6,120,3.78
18,these,2718,0.78,41,205,3.72
19,number,617,0.18,7,137,3.31
20,observed,543,0.16,5,120,3.01
21,series,696,0.20,6,71,2.91
22,me,720,0.21,6,157,2.86
23,been,3400,0.97,27,218,2.79
24,however,672,0.19,5,97,2.70
25,above,693,0.20,5,151,2.66
26,have,5054,1.45,35,221,2.60
27,some,2007,0.57,12,211,2.38
28,observations,874,0.25,5,121,2.32
29,other,2380,0.68,13,213,2.25
30,are,4525,1.30,22,216,2.09
31,all,1723,0.49,8,192,2.02
32,such,1083,0.31,5,187,2.01
33,which,10778,3.09,48,224,1.96
34,they,2137,0.61,8,201,1.71
35,that,11601,3.32,43,224,1.69
36,from,7084,2.03,24,227,1.56
37,upon,1936,0.55,6,169,1.44
38,i,7401,2.12,22,225,1.38
39,experiments,1719,0.49,5,125,1.34
40,to,22861,6.54,56,238,1.10
41,may,2938,0.84,7,211,1.06
42,will,2607,0.75,6,192,1.01
43,are,4525,1.30,10,216,0.95
44,not,4681,1.34,10,215,0.90
45,with,7660,2.19,16,226,0.87
46,by,10813,3.10,22,239,0.83
47,or,4298,1.23,8,223,0.70
48,the,88639,25.38,160,242,0.66
49,were,2871,0.82,5,206,0.60
50,as,7591,2.17,13,226,0.58
51,this,7097,2.03,12,225,0.56
52,in,22970,6.58,37,240,0.49
53,acid,3207,0.92,5,81,0.45
54,to,22861,6.54,35,238,0.42
55,it,11437,3.27,17,228,0.38
56,of,60066,17.20,83,243,0.27
57,but,4568,1.31,6,224,0.20
58,with,7660,2.19,10,226,0.19
59,be,9956,2.85,12,231,0.07
60,by,10813,3.10,13,239,0.07
61,have,5054,1.45,6,221,0.05
62,and,25589,7.33,30,240,0.03
63,and,25589,7.33,25,240,-0.23
64,as,7591,2.17,7,226,-0.31
65,on,6606,1.89,6,236,-0.33
66,be,9956,2.85,9,231,-0.34
67,a,20609,5.90,18,243,-0.39
68,from,7084,2.03,6,227,-0.44
69,the,88639,25.38,70,242,-0.54
70,is,11872,3.40,9,232,-0.60
71,i,7401,2.12,5,225,-0.76
72,of,60066,17.20,40,243,-0.78
73,that,11601,3.32,6,224,-1.15
74,a,20609,5.90,8,243,-1.56
75,in,22970,6.58,8,240,-1.72
