No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,408,0.08,11,132,5.10
2,already,825,0.16,10,159,3.94
3,these,6365,1.25,76,227,3.92
4,described,1081,0.21,12,158,3.82
5,following,1638,0.32,12,208,3.22
6,now,1974,0.39,14,203,3.17
7,some,2723,0.54,14,226,2.71
8,have,8235,1.62,28,235,2.11
9,i,10318,2.03,35,227,2.11
10,which,19322,3.81,64,238,2.07
11,been,5127,1.01,16,234,1.98
12,will,4205,0.83,12,220,1.86
13,are,11441,2.25,29,236,1.68
14,from,14735,2.90,36,238,1.63
15,that,19467,3.84,37,239,1.27
16,not,7663,1.51,13,233,1.11
17,to,44432,8.76,66,240,0.91
18,as,17416,3.43,25,237,0.86
19,by,21106,4.16,29,240,0.80
20,this,11868,2.34,15,236,0.68
21,the,208386,41.07,256,242,0.64
22,or,10809,2.13,13,234,0.61
23,with,15718,3.10,18,239,0.54
24,are,11441,2.25,13,236,0.53
25,it,17885,3.53,20,237,0.50
26,to,44432,8.76,48,240,0.45
27,by,21106,4.16,22,240,0.40
28,in,53781,10.60,56,242,0.40
29,with,15718,3.10,16,239,0.37
30,on,14899,2.94,15,241,0.35
31,of,124419,24.52,120,242,0.29
32,a,38908,7.67,32,239,0.06
33,and,53427,10.53,43,242,0.03
34,be,17200,3.39,13,237,-0.06
35,be,17200,3.39,12,237,-0.18
36,as,17416,3.43,10,237,-0.46
37,that,19467,3.84,11,239,-0.48
38,and,53427,10.53,30,242,-0.49
39,it,17885,3.53,10,237,-0.50
40,the,208386,41.07,115,242,-0.51
41,of,124419,24.52,66,242,-0.57
42,in,53781,10.60,28,242,-0.60
43,a,38908,7.67,19,239,-0.69
44,is,25327,4.99,11,239,-0.86
