No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,180,0.04,9,61,5.93
2,respecting,197,0.04,7,105,5.43
3,ascertained,267,0.05,7,95,4.99
4,few,349,0.07,8,156,4.80
5,new,872,0.18,12,147,4.06
6,these,2758,0.57,35,240,3.95
7,many,657,0.14,8,191,3.89
8,appear,526,0.11,6,168,3.79
9,series,543,0.11,5,94,3.48
10,observed,572,0.12,5,127,3.41
11,number,843,0.17,7,142,3.34
12,me,745,0.15,6,185,3.29
13,general,762,0.16,5,153,3.00
14,state,780,0.16,5,165,2.96
15,some,1928,0.40,11,242,2.79
16,have,5335,1.10,26,258,2.57
17,been,3207,0.66,15,253,2.51
18,can,1408,0.29,6,186,2.37
19,which,11049,2.27,47,261,2.37
20,all,1990,0.41,8,223,2.29
21,other,2524,0.52,8,244,1.95
22,from,7378,1.52,19,265,1.65
23,were,2814,0.58,7,229,1.60
24,that,11994,2.47,29,258,1.56
25,are,5096,1.05,12,250,1.52
26,i,7764,1.60,17,264,1.41
27,not,4695,0.97,10,251,1.37
28,if,2508,0.52,5,216,1.28
29,other,2524,0.52,5,244,1.27
30,two,2629,0.54,5,227,1.21
31,same,2827,0.58,5,248,1.10
32,to,24729,5.08,39,271,0.94
33,are,5096,1.05,8,250,0.93
34,with,7720,1.59,11,261,0.79
35,it,11808,2.43,16,260,0.72
36,or,4591,0.94,6,259,0.67
37,of,63678,13.09,78,275,0.57
38,as,8177,1.68,10,261,0.57
39,the,98395,20.23,114,277,0.49
40,by,11644,2.39,12,272,0.33
41,in,24862,5.11,24,274,0.23
42,be,11116,2.29,10,262,0.13
43,and,26656,5.48,21,275,-0.06
44,this,7627,1.57,6,261,-0.06
45,with,7720,1.59,6,261,-0.08
46,by,11644,2.39,9,272,-0.09
47,to,24729,5.08,19,271,-0.10
48,and,26656,5.48,20,275,-0.13
49,a,22851,4.70,17,277,-0.14
50,that,11994,2.47,8,258,-0.30
51,the,98395,20.23,61,277,-0.41
52,is,13697,2.82,8,266,-0.49
53,of,63678,13.09,35,275,-0.58
54,a,22851,4.70,10,277,-0.91
55,it,11808,2.43,5,260,-0.96
56,in,24862,5.11,9,274,-1.18
