No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,already,998,0.14,13,200,4.51
2,these,8095,1.16,72,270,3.96
3,have,10869,1.56,38,279,2.61
4,been,6567,0.94,18,267,2.26
5,which,25206,3.61,51,283,1.82
6,from,18149,2.60,36,283,1.79
7,that,26157,3.75,45,282,1.59
8,i,12308,1.76,21,273,1.57
9,are,16072,2.30,22,280,1.26
10,to,58867,8.43,78,286,1.21
11,with,21011,3.01,21,285,0.80
12,the,274657,39.34,247,288,0.65
13,be,24760,3.55,22,283,0.63
14,this,15562,2.23,13,282,0.54
15,by,26152,3.75,21,287,0.49
16,by,26152,3.75,21,287,0.49
17,in,70749,10.13,51,287,0.33
18,to,58867,8.43,42,286,0.32
19,of,170852,24.47,107,288,0.13
20,with,21011,3.01,13,285,0.11
21,as,22812,3.27,13,282,-0.01
22,as,22812,3.27,13,282,-0.01
23,that,26157,3.75,13,282,-0.21
24,and,71219,10.20,33,288,-0.31
25,the,274657,39.34,126,288,-0.32
26,and,71219,10.20,29,288,-0.49
27,is,36036,5.16,14,282,-0.56
28,a,55973,8.02,21,285,-0.61
29,of,170852,24.47,63,288,-0.64
30,a,55973,8.02,17,285,-0.92
31,in,70749,10.13,21,287,-0.95
