No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,10,19,9.10
2,certainty,49,0.01,9,30,7.98
3,curious,135,0.02,9,78,6.52
4,respecting,155,0.03,9,83,6.32
5,stated,298,0.05,10,108,5.53
6,new,498,0.09,11,147,4.93
7,many,675,0.12,10,189,4.35
8,following,1051,0.19,13,225,4.09
9,these,3437,0.62,40,276,4.00
10,some,2013,0.37,16,267,3.45
11,might,840,0.15,6,205,3.30
12,have,5510,1.00,29,295,2.86
13,observed,1542,0.28,7,188,2.64
14,such,1341,0.24,6,239,2.62
15,there,1628,0.30,7,243,2.56
16,my,1449,0.26,6,241,2.51
17,from,9433,1.71,34,310,2.31
18,i,8770,1.59,29,294,2.19
19,all,2244,0.41,7,258,2.10
20,which,11396,2.07,34,299,2.04
21,been,3700,0.67,11,292,2.03
22,may,3377,0.61,10,278,2.03
23,other,2778,0.50,8,275,1.99
24,are,5806,1.06,16,299,1.92
25,had,2603,0.47,6,266,1.67
26,or,5935,1.08,13,285,1.59
27,will,3218,0.58,7,264,1.58
28,we,3312,0.60,7,225,1.54
29,that,13268,2.41,27,298,1.49
30,were,4055,0.74,8,275,1.44
31,not,5249,0.95,9,288,1.24
32,be,11489,2.09,18,304,1.11
33,but,4806,0.87,6,298,0.78
34,are,5806,1.06,7,299,0.73
35,to,30203,5.49,36,317,0.71
36,as,9493,1.73,11,303,0.67
37,the,126786,23.04,143,321,0.63
38,with,9756,1.77,11,312,0.63
39,this,8175,1.49,9,299,0.60
40,i,8770,1.59,9,294,0.50
41,by,13093,2.38,13,318,0.45
42,of,76412,13.89,73,321,0.39
43,in,30632,5.57,28,320,0.33
44,by,13093,2.38,11,318,0.21
45,to,30203,5.49,23,317,0.07
46,and,34933,6.35,25,321,-0.02
47,that,13268,2.41,9,298,-0.10
48,on,9526,1.73,6,311,-0.21
49,on,9526,1.73,6,311,-0.21
50,with,9756,1.77,6,312,-0.24
51,a,25446,4.62,14,318,-0.40
52,the,126786,23.04,68,321,-0.44
53,of,76412,13.89,37,321,-0.59
54,and,34933,6.35,16,321,-0.67
55,a,25446,4.62,7,318,-1.40
56,in,30632,5.57,7,320,-1.67
