No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,9,19,8.95
2,certainty,46,0.01,8,30,7.90
3,curious,134,0.02,9,71,6.53
4,respecting,154,0.03,10,82,6.48
5,detailed,127,0.02,7,56,6.24
6,stated,321,0.06,11,115,5.56
7,new,534,0.10,11,157,4.82
8,many,687,0.13,12,186,4.58
9,these,3699,0.67,43,268,4.00
10,following,1130,0.21,11,228,3.74
11,some,1996,0.36,15,256,3.37
12,have,5669,1.03,29,285,2.81
13,there,1715,0.31,7,235,2.49
14,all,2436,0.44,9,255,2.34
15,i,9307,1.70,33,289,2.28
16,from,9983,1.82,33,299,2.18
17,which,12147,2.21,35,289,1.98
18,been,3689,0.67,10,283,1.89
19,are,6399,1.17,17,295,1.87
20,other,3012,0.55,8,268,1.87
21,that,13765,2.51,36,290,1.84
22,may,3580,0.65,9,273,1.79
23,were,4091,0.75,10,263,1.75
24,will,3628,0.66,8,254,1.60
25,two,3230,0.59,7,248,1.57
26,or,6492,1.18,11,279,1.22
27,with,10470,1.91,14,305,0.88
28,not,5453,0.99,7,280,0.82
29,by,13935,2.54,17,309,0.74
30,to,32456,5.91,37,311,0.65
31,the,138189,25.18,155,313,0.62
32,be,12621,2.30,14,294,0.61
33,of,79781,14.54,88,313,0.60
34,as,10193,1.86,11,295,0.57
35,in,32843,5.98,34,312,0.51
36,i,9307,1.70,9,289,0.41
37,this,8527,1.55,8,289,0.36
38,by,13935,2.54,13,309,0.36
39,and,36650,6.68,29,312,0.12
40,with,10470,1.91,8,305,0.07
41,on,10072,1.84,7,304,-0.07
42,to,32456,5.91,22,311,-0.10
43,that,13765,2.51,9,290,-0.16
44,it,12529,2.28,7,289,-0.38
45,a,27889,5.08,15,310,-0.44
46,the,138189,25.18,72,313,-0.48
47,and,36650,6.68,18,312,-0.57
48,of,79781,14.54,38,313,-0.61
49,a,27889,5.08,7,310,-1.54
