No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,11337,1.60,104,267,4.02
2,all,7356,1.04,26,269,2.65
3,have,14897,2.10,38,270,2.18
4,we,15565,2.20,30,250,1.77
5,are,27111,3.82,52,268,1.77
6,which,32385,4.57,58,270,1.67
7,that,41704,5.88,62,270,1.40
8,with,31504,4.44,46,270,1.37
9,from,26147,3.69,37,270,1.33
10,to,86660,12.22,110,271,1.17
11,it,32365,4.56,41,270,1.17
12,as,37248,5.25,37,270,0.82
13,be,34725,4.90,34,270,0.80
14,the,432703,61.02,413,271,0.76
15,with,31504,4.44,28,270,0.66
16,from,26147,3.69,23,270,0.64
17,are,27111,3.82,22,268,0.52
18,by,37019,5.22,30,271,0.52
19,to,86660,12.22,68,271,0.48
20,in,105572,14.89,75,271,0.33
21,of,242086,34.14,161,272,0.24
22,that,41704,5.88,23,270,-0.03
23,and,103100,14.54,54,272,-0.11
24,the,432703,61.02,188,271,-0.38
25,of,242086,34.14,101,272,-0.44
26,is,68066,9.60,24,271,-0.68
27,and,103100,14.54,36,272,-0.69
28,in,105572,14.89,33,271,-0.85
29,a,96330,13.59,23,271,-1.24
