No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1933,0.25,22,197,4.48
2,these,8700,1.11,75,212,4.08
3,all,5176,0.66,17,209,2.68
4,have,10816,1.38,30,217,2.44
5,which,23366,2.99,45,219,1.91
6,we,11623,1.49,21,200,1.82
7,are,20003,2.56,35,217,1.77
8,that,28477,3.64,46,218,1.66
9,i,9497,1.21,15,211,1.63
10,with,23652,3.02,26,218,1.10
11,to,61475,7.86,63,221,1.00
12,be,23136,2.96,22,218,0.89
13,the,313765,40.11,287,222,0.84
14,it,22490,2.88,20,218,0.80
15,in,77729,9.94,68,222,0.77
16,as,26635,3.41,21,219,0.62
17,by,26129,3.34,18,220,0.43
18,to,61475,7.86,40,221,0.35
19,with,23652,3.02,15,218,0.31
20,by,26129,3.34,16,220,0.26
21,of,170122,21.75,104,222,0.26
22,of,170122,21.75,69,222,-0.33
23,the,313765,40.11,122,222,-0.40
24,and,79992,10.23,28,221,-0.55
25,a,64867,8.29,22,219,-0.59
26,and,79992,10.23,25,221,-0.71
27,in,77729,9.94,20,222,-0.99
