No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,17,0.00,8,16,9.00
2,recorded,100,0.02,14,33,7.25
3,certainty,67,0.02,8,36,7.02
4,foregoing,101,0.02,8,32,6.43
5,respecting,109,0.02,8,53,6.32
6,stated,344,0.08,9,95,4.83
7,known,416,0.10,9,108,4.56
8,appear,716,0.16,9,137,3.78
9,these,5103,1.17,50,189,3.42
10,number,931,0.21,9,143,3.40
11,many,908,0.21,8,146,3.26
12,me,924,0.21,8,157,3.24
13,observed,1409,0.32,11,132,3.09
14,some,2358,0.54,17,185,2.97
15,now,1706,0.39,12,176,2.94
16,i,8763,2.01,38,198,2.24
17,made,1962,0.45,8,171,2.15
18,have,6584,1.51,25,196,2.05
19,which,14970,3.43,48,205,1.81
20,all,2896,0.66,9,183,1.76
21,any,2578,0.59,8,188,1.76
22,will,3341,0.77,9,184,1.55
23,but,5388,1.24,14,197,1.50
24,from,10987,2.52,28,201,1.47
25,are,8017,1.84,20,208,1.44
26,that,15642,3.59,33,199,1.20
27,not,6113,1.40,12,199,1.10
28,it,14074,3.23,27,206,1.06
29,be,12917,2.96,23,209,0.96
30,to,34867,7.99,61,213,0.93
31,were,4611,1.06,8,195,0.92
32,in,41078,9.42,69,214,0.87
33,this,9669,2.22,16,200,0.85
34,with,12348,2.83,20,211,0.82
35,with,12348,2.83,20,211,0.82
36,or,8055,1.85,12,203,0.70
37,the,154417,35.40,217,214,0.62
38,are,8017,1.84,11,208,0.58
39,by,17672,4.05,22,213,0.44
40,have,6584,1.51,8,196,0.41
41,and,38761,8.89,47,214,0.40
42,of,89637,20.55,101,214,0.30
43,on,11885,2.72,13,212,0.25
44,to,34867,7.99,38,213,0.25
45,for,7458,1.71,8,213,0.23
46,as,13514,3.10,14,211,0.18
47,by,17672,4.05,15,213,-0.11
48,that,15642,3.59,12,199,-0.26
49,as,13514,3.10,10,211,-0.31
50,a,29268,6.71,21,213,-0.35
51,be,12917,2.96,9,209,-0.40
52,the,154417,35.40,106,214,-0.42
53,on,11885,2.72,8,212,-0.45
54,and,38761,8.89,26,214,-0.45
55,in,41078,9.42,27,214,-0.48
56,is,17826,4.09,10,213,-0.71
57,of,89637,20.55,44,214,-0.90
58,a,29268,6.71,14,213,-0.94
59,is,17826,4.09,8,213,-1.03
