No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8076,0.61,51,189,4.38
2,that,27481,2.09,44,190,2.40
3,are,23317,1.77,26,190,1.88
4,with,22492,1.71,25,190,1.87
5,as,21927,1.67,20,191,1.59
6,it,20843,1.58,18,189,1.51
7,be,22550,1.71,17,191,1.31
8,the,293095,22.27,145,191,0.70
9,in,80047,6.08,39,191,0.68
10,to,57473,4.37,27,191,0.63
11,to,57473,4.37,22,191,0.33
12,is,50373,3.83,15,191,-0.03
13,of,165436,12.57,43,191,-0.23
14,the,293095,22.27,70,191,-0.35
15,and,82621,6.28,19,191,-0.40
16,in,80047,6.08,17,191,-0.52
17,of,165436,12.57,29,191,-0.79
