Context,Collocate
"Years 1796-1800: body. This theory explains another fact respecting the colour of blood,",respecting
"Years 1796-1800: There is, however, a curious fact respecting them not altogether inapposite",respecting
"Years 1796-1800: letter, expressed doubts respecting the fact ; but, before his letter",respecting
"Years 1796-1800: fundamental sound. There is one fact respecting these secondary notes, which",respecting
"Years 1796-1800: body remain unknown, every new fact or occurrence ought to: be",new
