Context,Collocate
"Years 1794-1798: body. This theory explains another fact respecting the colour of blood,",respecting
"Years 1794-1798: There is, however, a curious fact respecting them not altogether inapposite",respecting
"Years 1794-1798: body remain unknown, every new fact or occurrence ought to: be",new
Years 1794-1798: the theory and matter of fact could scarcely be expected in,matter
"Years 1794-1798: thus contrary to matter of fact show, either that the principle",matter
