No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,50,0.05,9,25,7.43
2,spite,165,0.17,24,81,7.12
3,emerges,45,0.05,5,25,6.74
4,curious,94,0.10,9,47,6.52
5,supported,305,0.32,25,96,6.30
6,relating,81,0.08,5,45,5.89
7,complicated,219,0.23,13,99,5.83
8,attention,326,0.34,19,138,5.81
9,owing,772,0.80,42,161,5.71
10,accounted,115,0.12,6,69,5.65
11,inferred,104,0.11,5,48,5.53
12,remarkable,287,0.30,12,90,5.33
13,confirmed,239,0.25,9,102,5.18
14,due,2210,2.30,75,218,5.03
15,matter,508,0.53,17,137,5.00
16,significant,332,0.35,10,94,4.85
17,interesting,584,0.61,17,150,4.80
18,explanation,459,0.48,12,132,4.65
19,concerning,237,0.25,6,97,4.60
20,regarding,202,0.21,5,75,4.57
21,view,1981,2.06,49,206,4.57
22,correlated,216,0.23,5,66,4.47
23,striking,350,0.36,8,97,4.45
24,established,399,0.42,8,98,4.27
25,apart,489,0.51,9,130,4.14
26,arising,284,0.30,5,94,4.08
27,mere,292,0.30,5,60,4.04
28,account,1547,1.61,26,214,4.01
29,important,847,0.88,14,178,3.99
30,explained,312,0.33,5,105,3.94
31,arises,386,0.40,6,101,3.90
32,lie,1901,1.98,25,163,3.66
33,following,1470,1.53,17,218,3.47
34,experimental,971,1.01,10,144,3.30
35,remains,936,0.98,9,172,3.21
36,mentioned,631,0.66,6,146,3.19
37,suggested,633,0.66,6,167,3.19
38,consideration,537,0.56,5,126,3.16
39,drawn,662,0.69,6,184,3.12
40,already,1416,1.48,12,200,3.02
41,related,610,0.64,5,138,2.98
42,expected,618,0.64,5,149,2.96
43,known,1639,1.71,13,210,2.93
44,mentioned,631,0.66,5,146,2.93
45,recorded,638,0.66,5,123,2.91
46,seems,1284,1.34,10,170,2.90
47,chromosome,649,0.68,5,6,2.89
48,considerable,949,0.99,7,183,2.82
49,many,1765,1.84,13,199,2.82
50,together,1103,1.15,8,193,2.80
51,almost,1379,1.44,10,187,2.80
52,colour,703,0.73,5,61,2.77
53,observed,1997,2.08,14,186,2.75
54,indicated,737,0.77,5,166,2.70
55,far,1555,1.62,9,205,2.47
56,observed,1997,2.08,11,186,2.40
57,ridge,945,0.98,5,38,2.34
58,make,1138,1.19,6,193,2.34
59,shown,3871,4.03,20,223,2.31
60,presence,988,1.03,5,158,2.28
61,appears,1611,1.68,8,202,2.25
62,although,1535,1.60,7,182,2.13
63,strain,1097,1.14,5,52,2.13
64,made,3415,3.56,15,226,2.08
65,must,2741,2.86,12,219,2.07
66,known,1639,1.71,7,210,2.03
67,whole,1899,1.98,8,203,2.02
68,upon,1194,1.24,5,173,2.01
69,new,1542,1.61,6,199,1.90
70,probably,1843,1.92,7,184,1.87
71,centre,1336,1.39,5,145,1.84
72,wave,1342,1.40,5,57,1.84
73,appear,1644,1.71,6,205,1.81
74,however,3054,3.18,11,66,1.79
75,great,1399,1.46,5,201,1.78
76,another,1421,1.48,5,201,1.76
77,certain,1803,1.88,6,211,1.67
78,certain,1803,1.88,6,211,1.67
79,way,1603,1.67,5,199,1.58
80,observation,1964,2.05,6,114,1.55
81,could,1666,1.74,5,201,1.53
82,solution,2389,2.49,7,129,1.49
83,evidence,1741,1.81,5,167,1.46
84,may,8085,8.43,23,225,1.45
85,give,2623,2.73,7,208,1.36
86,case,4174,4.35,11,201,1.34
87,taken,1959,2.04,5,222,1.29
88,found,4747,4.95,12,225,1.28
89,show,4401,4.59,11,215,1.26
90,general,2436,2.54,6,214,1.24
91,possible,2446,2.55,6,220,1.23
92,would,3316,3.46,8,220,1.21
93,well,2095,2.18,5,207,1.20
94,first,5508,5.74,13,228,1.18
95,sulcus,2997,3.12,7,10,1.16
96,group,2597,2.71,6,153,1.15
97,see,2619,2.73,6,194,1.14
98,must,2741,2.86,6,219,1.07
99,system,2496,2.60,5,164,0.94
100,obtained,3076,3.21,6,215,0.90
101,also,5161,5.38,10,227,0.89
102,large,3629,3.78,7,223,0.89
103,described,3155,3.29,6,196,0.87
104,structure,3157,3.29,6,167,0.87
105,function,2675,2.79,5,130,0.84
106,specimen,3860,4.02,7,89,0.80
107,point,4585,4.78,8,209,0.74
108,type,3569,3.72,6,198,0.69
109,therefore,2979,3.10,5,216,0.69
110,case,4174,4.35,7,201,0.69
111,however,3054,3.18,5,66,0.65
112,time,3784,3.94,6,192,0.61
113,surface,5208,5.43,7,178,0.37
114,condition,3804,3.96,5,176,0.33
115,condition,3804,3.96,5,176,0.33
116,small,4631,4.83,6,223,0.31
117,result,4653,4.85,6,202,0.31
118,result,4653,4.85,6,202,0.31
119,given,4052,4.22,5,220,0.24
120,also,5161,5.38,6,227,0.16
121,value,8035,8.37,9,177,0.10
122,region,4467,4.66,5,175,0.10
123,first,5508,5.74,6,228,0.06
124,small,4631,4.83,5,223,0.05
125,found,4747,4.95,5,225,0.02
126,part,7635,7.96,8,223,0.01
127,form,6147,6.41,6,223,-0.09
128,surface,5208,5.43,5,178,-0.12
129,value,8035,8.37,7,177,-0.26
130,cell,6977,7.27,6,83,-0.28
131,fig,12031,12.54,8,17,-0.65
