No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,18,0.02,7,16,8.54
2,accounted,59,0.06,6,38,6.61
3,anatomical,65,0.07,6,21,6.47
4,curious,142,0.15,9,57,5.92
5,certainty,132,0.14,8,46,5.86
6,interesting,294,0.31,15,119,5.61
7,attention,316,0.33,14,113,5.41
8,demonstrated,118,0.12,5,38,5.34
9,infer,120,0.13,5,47,5.32
10,explained,204,0.21,7,88,5.04
11,accordance,149,0.16,5,77,5.01
12,owing,290,0.30,9,95,4.89
13,remarkable,562,0.59,17,125,4.86
14,bearing,203,0.21,6,83,4.82
15,established,173,0.18,5,76,4.79
16,account,678,0.71,19,163,4.75
17,additional,239,0.25,6,102,4.59
18,arises,241,0.25,6,61,4.58
19,explanation,297,0.31,7,108,4.50
20,important,526,0.55,12,130,4.45
21,due,900,0.94,16,151,4.09
22,stated,403,0.42,6,124,3.83
23,alone,366,0.38,5,98,3.71
24,known,882,0.92,12,157,3.70
25,expression,571,0.60,7,73,3.55
26,mentioned,451,0.47,5,112,3.41
27,new,1072,1.12,11,168,3.30
28,important,526,0.55,5,130,3.19
29,observed,1399,1.46,13,186,3.15
30,already,1021,1.07,9,178,3.08
31,connexion,580,0.61,5,127,3.05
32,considered,581,0.61,5,144,3.04
33,conic,622,0.65,5,14,2.95
34,known,882,0.92,7,157,2.93
35,follows,633,0.66,5,147,2.92
36,theory,737,0.77,5,94,2.70
37,observed,1399,1.46,8,186,2.45
38,yet,904,0.94,5,161,2.41
39,following,2147,2.24,11,219,2.30
40,appears,1195,1.25,6,192,2.27
41,shown,1395,1.46,7,190,2.27
42,certain,1007,1.05,5,185,2.25
43,must,1722,1.80,8,208,2.15
44,could,1096,1.14,5,174,2.13
45,upon,3071,3.20,13,198,2.02
46,observation,2020,2.11,8,108,1.92
47,point,4822,5.03,17,194,1.76
48,obtained,2026,2.11,7,203,1.73
49,light,1473,1.54,5,142,1.70
50,value,2563,2.67,8,151,1.58
51,table,1635,1.71,5,130,1.55
52,curve,2291,2.39,7,101,1.55
53,first,4061,4.24,12,232,1.50
54,found,3387,3.53,10,214,1.50
55,upon,3071,3.20,9,198,1.49
56,case,3659,3.82,10,202,1.39
57,show,1868,1.95,5,176,1.36
58,however,1891,1.97,5,65,1.34
59,may,6133,6.40,16,229,1.32
60,nearly,1995,2.08,5,189,1.26
61,specimen,2449,2.56,6,80,1.23
62,given,2909,3.04,7,224,1.21
63,value,2563,2.67,6,151,1.17
64,present,2362,2.46,5,207,1.02
65,made,2886,3.01,6,226,0.99
66,result,2919,3.05,6,173,0.98
67,also,3524,3.68,7,226,0.93
68,thus,2580,2.69,5,222,0.89
69,equation,3413,3.56,6,77,0.75
70,case,3659,3.82,6,202,0.65
71,surface,5125,5.35,7,169,0.39
72,point,4822,5.03,6,194,0.25
73,may,6133,6.40,7,229,0.13
74,line,6312,6.59,7,178,0.09
75,form,5235,5.46,5,213,-0.13
76,part,6765,7.06,5,208,-0.50
77,fig,12502,13.04,6,32,-1.12
