No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,10,0.01,5,10,8.73
2,confirmation,34,0.04,5,22,6.97
3,accounted,79,0.09,5,44,5.75
4,borne,96,0.11,6,61,5.73
5,certainty,110,0.13,6,47,5.54
6,detailed,111,0.13,6,55,5.52
7,additional,216,0.25,10,89,5.30
8,attention,366,0.43,16,114,5.22
9,confirmed,116,0.14,5,59,5.20
10,established,171,0.20,7,69,5.12
11,remarkable,500,0.59,19,131,5.01
12,interesting,323,0.38,12,123,4.98
13,explain,139,0.16,5,65,4.94
14,statement,229,0.27,8,61,4.89
15,arises,212,0.25,7,55,4.81
16,accordance,152,0.18,5,74,4.81
17,account,677,0.80,22,166,4.79
18,curious,155,0.18,5,63,4.78
19,bearing,209,0.25,6,85,4.61
20,noted,177,0.21,5,64,4.59
21,explained,219,0.26,6,81,4.54
22,important,585,0.69,16,132,4.54
23,owing,348,0.41,9,106,4.46
24,proved,349,0.41,8,94,4.29
25,due,1258,1.48,27,159,4.19
26,interest,289,0.34,6,93,4.14
27,mentioned,419,0.49,8,119,4.02
28,experimental,275,0.32,5,48,3.95
29,partly,322,0.38,5,82,3.72
30,alone,352,0.41,5,97,3.60
31,brought,510,0.60,7,137,3.55
32,seem,390,0.46,5,127,3.45
33,pointed,391,0.46,5,124,3.44
34,think,472,0.55,6,95,3.43
35,connexion,498,0.59,5,112,3.09
36,doubt,508,0.60,5,128,3.07
37,evidence,512,0.60,5,102,3.05
38,observed,1263,1.48,12,189,3.01
39,observed,1263,1.48,11,189,2.89
40,matter,1043,1.23,9,108,2.88
41,already,1046,1.23,9,168,2.87
42,shown,1501,1.76,12,177,2.77
43,known,775,0.91,6,155,2.72
44,new,1038,1.22,8,180,2.71
45,rest,673,0.79,5,124,2.66
46,lie,682,0.80,5,83,2.64
47,follows,697,0.82,5,144,2.61
48,another,1411,1.66,10,185,2.59
49,question,807,0.95,5,131,2.40
50,together,826,0.97,5,165,2.36
51,whilst,861,1.01,5,90,2.30
52,certain,1072,1.26,6,174,2.25
53,however,2067,2.43,11,78,2.18
54,following,1925,2.26,10,216,2.14
55,far,1248,1.47,6,191,2.03
56,latter,1541,1.81,7,178,1.95
57,great,2003,2.35,9,184,1.93
58,case,4079,4.79,18,189,1.91
59,could,1135,1.33,5,170,1.91
60,even,1144,1.34,5,180,1.89
61,many,1146,1.35,5,186,1.89
62,first,3685,4.33,16,230,1.89
63,difference,1966,2.31,8,178,1.79
64,upon,2368,2.78,9,197,1.69
65,relation,1323,1.56,5,130,1.68
66,curve,1645,1.93,6,91,1.63
67,point,4699,5.52,17,184,1.62
68,described,1751,2.06,6,180,1.54
69,obtained,1755,2.06,6,218,1.54
70,upon,2368,2.78,8,197,1.52
71,equation,3291,3.87,11,65,1.51
72,nearly,1855,2.18,6,205,1.46
73,value,2796,3.29,9,139,1.45
74,similar,1647,1.94,5,209,1.37
75,must,1999,2.35,6,206,1.35
76,may,5802,6.82,16,243,1.23
77,given,2578,3.03,7,209,1.21
78,value,2796,3.29,7,139,1.09
79,show,2009,2.36,5,176,1.08
80,therefore,2073,2.44,5,198,1.04
81,would,3061,3.60,7,211,0.96
82,case,4079,4.79,9,189,0.91
83,thus,2382,2.80,5,205,0.84
84,found,3461,4.07,7,228,0.78
85,much,2540,2.99,5,213,0.74
86,specimen,2589,3.04,5,101,0.72
87,form,4615,5.42,8,217,0.56
88,result,3126,3.67,5,156,0.44
89,found,3461,4.07,5,228,0.30
90,also,3547,4.17,5,238,0.26
91,also,3547,4.17,5,238,0.26
92,point,4699,5.52,6,184,0.12
93,may,5802,6.82,5,243,-0.45
94,fig,11447,13.45,5,24,-1.43
