No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,46,0.05,8,25,7.34
2,spite,184,0.20,27,85,7.09
3,recognition,42,0.05,6,28,7.06
4,supported,239,0.26,24,111,6.55
5,curious,111,0.12,11,52,6.53
6,reveals,78,0.08,6,43,6.16
7,attention,362,0.39,21,142,5.76
8,confirmed,251,0.27,12,112,5.48
9,matter,606,0.65,28,156,5.43
10,owing,740,0.79,33,175,5.38
11,complicated,203,0.22,9,97,5.37
12,remarkable,343,0.37,14,107,5.25
13,due,2074,2.23,81,236,5.19
14,revealed,132,0.14,5,69,5.14
15,revealed,132,0.14,5,69,5.14
16,injection,194,0.21,7,11,5.07
17,significant,292,0.31,10,82,5.00
18,secondly,148,0.16,5,20,4.98
19,interesting,628,0.67,21,170,4.96
20,explain,183,0.20,6,81,4.93
21,correlated,225,0.24,7,65,4.86
22,accounted,226,0.24,7,82,4.85
23,explanation,497,0.53,15,143,4.81
24,view,1999,2.15,59,226,4.78
25,regarding,204,0.22,6,90,4.78
26,apart,473,0.51,12,137,4.56
27,suggest,340,0.36,7,112,4.26
28,brought,392,0.42,8,130,4.25
29,concerning,245,0.26,5,98,4.25
30,none,408,0.44,8,135,4.19
31,explained,311,0.33,6,107,4.17
32,lie,1846,1.98,30,173,3.92
33,arises,432,0.46,7,102,3.92
34,majority,311,0.33,5,97,3.90
35,striking,333,0.36,5,102,3.81
36,account,1549,1.66,21,232,3.66
37,recorded,602,0.65,8,131,3.63
38,proved,395,0.42,5,137,3.56
39,important,877,0.94,11,187,3.55
40,seem,587,0.63,7,154,3.47
41,indicated,764,0.82,9,178,3.46
42,importance,548,0.59,6,152,3.35
43,following,1670,1.79,18,238,3.33
44,experimental,950,1.02,10,152,3.29
45,already,1426,1.53,15,217,3.29
46,suggested,605,0.65,6,173,3.21
47,expected,527,0.57,5,145,3.14
48,known,1736,1.86,16,230,3.10
49,observed,1954,2.10,18,200,3.10
50,interest,656,0.70,6,176,3.09
51,considerable,999,1.07,9,205,3.07
52,consideration,582,0.62,5,140,3.00
53,remains,883,0.95,7,186,2.88
54,drawn,700,0.75,5,183,2.73
55,using,840,0.90,6,166,2.73
56,many,1590,1.71,11,213,2.69
57,together,1165,1.25,8,210,2.68
58,ridge,745,0.80,5,37,2.64
59,colour,887,0.95,5,80,2.39
60,almost,1439,1.54,8,205,2.37
61,great,1265,1.36,7,223,2.37
62,seems,1296,1.39,7,201,2.33
63,although,1525,1.64,8,203,2.29
64,follows,1378,1.48,7,226,2.24
65,true,1037,1.11,5,189,2.17
66,clearly,1052,1.13,5,167,2.15
67,appears,1692,1.82,8,221,2.14
68,known,1736,1.86,8,230,2.10
69,observed,1954,2.10,9,200,2.10
70,far,1574,1.69,7,227,2.05
71,shown,3686,3.96,16,244,2.02
72,certain,1894,2.03,8,232,1.98
73,primary,1213,1.30,5,108,1.94
74,high,1260,1.35,5,167,1.89
75,another,1536,1.65,6,224,1.86
76,early,1286,1.38,5,149,1.86
77,group,2593,2.78,10,163,1.85
78,made,3472,3.73,13,251,1.80
79,observation,1870,2.01,7,105,1.80
80,coefficient,1346,1.44,5,86,1.79
81,certain,1894,2.03,7,232,1.78
82,could,1647,1.77,6,223,1.76
83,must,2767,2.97,10,238,1.75
84,general,2514,2.70,9,234,1.74
85,appears,1692,1.82,6,221,1.72
86,complete,1440,1.55,5,222,1.69
87,evidence,1461,1.57,5,180,1.67
88,however,3082,3.31,10,70,1.60
89,genus,1653,1.77,5,87,1.49
90,may,8142,8.74,24,250,1.46
91,new,1719,1.85,5,217,1.44
92,appear,1780,1.91,5,225,1.39
93,set,1780,1.91,5,196,1.39
94,corresponding,1787,1.92,5,224,1.38
95,well,2147,2.30,6,237,1.38
96,also,5566,5.97,15,253,1.33
97,whole,1928,2.07,5,227,1.27
