No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,elicited,12,0.01,5,9,8.59
2,propriety,24,0.03,8,20,8.27
3,curious,146,0.16,15,62,6.57
4,anatomical,76,0.08,7,26,6.41
5,certainty,123,0.13,8,52,5.91
6,interesting,340,0.37,21,137,5.83
7,illustration,144,0.16,7,50,5.49
8,establish,107,0.12,5,64,5.43
9,attention,368,0.40,17,136,5.41
10,founded,109,0.12,5,60,5.40
11,explanation,341,0.37,12,119,5.02
12,supported,150,0.16,5,68,4.94
13,established,216,0.23,7,89,4.90
14,explain,155,0.17,5,75,4.90
15,important,529,0.57,16,151,4.80
16,express,303,0.33,9,94,4.78
17,striking,193,0.21,5,81,4.58
18,evident,407,0.44,9,129,4.35
19,probable,482,0.52,10,137,4.26
20,explained,260,0.28,5,94,4.15
21,ascertained,283,0.31,5,87,4.03
22,physical,301,0.33,5,107,3.94
23,remarkable,621,0.67,10,152,3.89
24,evidence,467,0.51,7,103,3.79
25,recorded,338,0.37,5,78,3.77
26,account,785,0.85,11,194,3.69
27,brought,437,0.47,5,132,3.40
28,doubt,483,0.52,5,128,3.26
29,yet,871,0.94,9,170,3.25
30,taking,590,0.64,6,176,3.23
31,equivalent,505,0.55,5,112,3.19
32,already,1109,1.20,10,217,3.06
33,observed,2175,2.36,18,224,2.93
34,known,914,0.99,7,190,2.82
35,considered,787,0.85,6,187,2.82
36,appears,1250,1.35,9,217,2.73
37,function,1355,1.47,9,104,2.62
38,new,1209,1.31,8,189,2.61
39,known,914,0.99,6,190,2.60
40,drawn,782,0.85,5,155,2.56
41,shown,1271,1.38,8,218,2.54
42,connected,806,0.87,5,164,2.52
43,far,1299,1.41,8,211,2.51
44,due,993,1.08,6,169,2.48
45,regard,1003,1.09,6,167,2.47
46,tt,898,0.97,5,218,2.36
47,far,1299,1.41,7,211,2.31
48,almost,1137,1.23,6,178,2.28
49,together,985,1.07,5,187,2.23
50,take,1201,1.30,6,204,2.21
51,every,1219,1.32,6,200,2.18
52,must,2101,2.28,10,244,2.14
53,appear,1077,1.17,5,192,2.10
54,coefficient,1339,1.45,6,71,2.05
55,observation,2569,2.78,11,123,1.98
56,view,1220,1.32,5,164,1.92
57,following,2718,2.94,11,259,1.90
58,point,4938,5.35,19,225,1.83
59,certain,1326,1.44,5,212,1.80
60,certain,1326,1.44,5,212,1.80
61,observed,2175,2.36,8,224,1.76
62,could,1386,1.50,5,217,1.74
63,find,1387,1.50,5,204,1.73
64,general,2030,2.20,7,231,1.67
65,great,2378,2.58,8,233,1.64
66,equation,4765,5.16,16,112,1.63
67,latter,1640,1.78,5,193,1.49
68,upon,3620,3.92,11,233,1.49
69,specimen,1647,1.78,5,83,1.49
70,case,4333,4.69,13,246,1.47
71,give,2033,2.20,6,237,1.45
72,well,1696,1.84,5,235,1.44
73,value,3073,3.33,9,174,1.44
74,amount,1890,2.05,5,160,1.29
75,system,1919,2.08,5,131,1.27
76,made,3156,3.42,8,256,1.23
77,curve,1976,2.14,5,93,1.22
78,equation,4765,5.16,12,112,1.22
79,may,7699,8.34,19,273,1.19
80,present,2158,2.34,5,246,1.10
81,given,3086,3.34,7,261,1.07
82,much,2780,3.01,6,227,0.99
83,air,2827,3.06,6,110,0.97
84,however,2360,2.56,5,92,0.97
85,case,4333,4.69,9,246,0.94
86,length,2535,2.75,5,182,0.86
87,obtained,2568,2.78,5,244,0.85
88,therefore,2580,2.79,5,250,0.84
89,side,2731,2.96,5,178,0.76
90,body,2780,3.01,5,142,0.73
91,mean,4014,4.35,7,153,0.69
92,thus,2894,3.13,5,260,0.67
93,line,6347,6.87,10,186,0.54
94,may,7699,8.34,12,273,0.53
95,would,3406,3.69,5,256,0.44
96,time,4139,4.48,6,223,0.42
97,first,4195,4.54,6,275,0.40
98,point,4938,5.35,7,225,0.39
99,result,3587,3.88,5,213,0.36
100,result,3587,3.88,5,213,0.36
101,number,4522,4.90,6,238,0.29
102,fibre,3805,4.12,5,26,0.28
103,also,3846,4.17,5,274,0.26
104,found,3920,4.25,5,255,0.24
105,water,4572,4.95,5,139,0.01
106,surface,4659,5.05,5,169,-0.01
107,fig,8335,9.03,5,21,-0.85
