No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,spite,155,0.15,22,68,7.23
2,borne,120,0.11,9,52,6.31
3,arises,306,0.29,16,89,5.79
4,concerning,206,0.19,10,61,5.68
5,supported,152,0.14,7,67,5.61
6,confirmed,217,0.20,9,74,5.46
7,owing,533,0.50,16,124,4.99
8,exist,298,0.28,7,87,4.64
9,stele,217,0.20,5,4,4.61
10,view,1529,1.44,35,155,4.60
11,due,1981,1.87,42,187,4.49
12,account,999,0.94,21,150,4.48
13,matter,328,0.31,6,89,4.28
14,apart,472,0.45,8,122,4.17
15,differ,471,0.44,7,123,3.98
16,arise,404,0.38,6,99,3.98
17,apparent,466,0.44,6,113,3.77
18,mentioned,390,0.37,5,110,3.76
19,suggests,390,0.37,5,115,3.76
20,lie,1290,1.22,16,124,3.72
21,indicate,406,0.38,5,123,3.71
22,drawn,577,0.54,7,123,3.68
23,actual,442,0.42,5,129,3.58
24,using,1331,1.26,13,161,3.37
25,together,899,0.85,8,168,3.24
26,following,1500,1.42,13,193,3.20
27,observed,1642,1.55,13,149,3.07
28,provided,645,0.61,5,157,3.04
29,main,1088,1.03,8,149,2.96
30,occur,994,0.94,7,154,2.90
31,observed,1642,1.55,11,149,2.83
32,follows,1367,1.29,9,140,2.80
33,use,1454,1.37,8,177,2.54
34,initial,934,0.88,5,119,2.50
35,larva,1309,1.24,7,10,2.50
36,although,1444,1.36,7,163,2.36
37,several,1035,0.98,5,145,2.36
38,record,1048,0.99,5,69,2.34
39,far,1053,0.99,5,164,2.33
40,make,1056,1.00,5,167,2.33
41,lead,1072,1.01,5,107,2.30
42,usually,1077,1.02,5,136,2.30
43,appear,1125,1.06,5,164,2.23
44,many,1393,1.32,6,166,2.19
45,light,1198,1.13,5,114,2.14
46,theorem,1224,1.16,5,49,2.11
47,even,1506,1.42,6,184,2.08
48,certain,1275,1.20,5,180,2.05
49,follows,1367,1.29,5,140,1.95
50,known,1402,1.32,5,173,1.92
51,structure,1460,1.38,5,100,1.86
52,experiment,2054,1.94,7,65,1.85
53,development,1505,1.42,5,112,1.82
54,must,2190,2.07,7,196,1.76
55,however,2544,2.40,8,51,1.74
56,however,2544,2.40,8,51,1.74
57,normal,1625,1.53,5,148,1.70
58,used,2811,2.65,8,191,1.59
59,shown,3274,3.09,9,193,1.54
60,specimen,2666,2.52,7,60,1.48
61,much,2003,1.89,5,181,1.40
62,give,2493,2.35,6,190,1.35
63,change,2132,2.01,5,162,1.31
64,different,2168,2.05,5,194,1.29
65,possible,2181,2.06,5,190,1.28
66,case,4443,4.19,10,188,1.25
67,mean,2738,2.59,6,124,1.21
68,curve,2346,2.21,5,120,1.17
69,obtained,2895,2.73,6,191,1.13
70,term,2901,2.74,6,126,1.13
71,cell,3886,3.67,8,43,1.12
72,large,3086,2.91,6,191,1.04
73,found,3611,3.41,7,197,1.04
74,time,3804,3.59,7,174,0.96
75,type,3329,3.14,6,173,0.93
76,made,2868,2.71,5,194,0.88
77,also,4701,4.44,8,203,0.85
78,equation,5308,5.01,9,113,0.84
79,show,3163,2.99,5,184,0.74
80,show,3163,2.99,5,184,0.74
81,case,4443,4.19,7,188,0.74
82,figure,10303,9.73,16,177,0.72
83,shown,3274,3.09,5,193,0.69
84,also,4701,4.44,7,203,0.66
85,would,3425,3.23,5,199,0.63
86,would,3425,3.23,5,199,0.63
87,part,4985,4.71,7,199,0.57
88,table,3579,3.38,5,151,0.57
89,number,3581,3.38,5,187,0.56
90,result,4135,3.90,5,182,0.36
91,part,4985,4.71,6,199,0.35
92,value,6851,6.47,7,174,0.11
93,form,5925,5.59,6,197,0.10
94,value,6851,6.47,6,174,-0.11
95,form,5925,5.59,5,197,-0.16
96,may,7228,6.82,6,204,-0.19
97,may,7228,6.82,5,204,-0.45
