No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,17,0.02,6,14,8.14
2,reveals,30,0.04,5,18,7.06
3,spite,133,0.17,16,70,6.59
4,supported,182,0.23,17,87,6.22
5,owing,580,0.72,45,147,5.96
6,matter,489,0.61,36,136,5.88
7,attention,339,0.42,22,119,5.70
8,explain,159,0.20,9,80,5.50
9,remarkable,358,0.45,19,116,5.41
10,curious,116,0.14,6,56,5.37
11,complicated,121,0.15,5,56,5.05
12,brought,428,0.53,17,124,4.99
13,express,187,0.23,7,96,4.91
14,important,828,1.03,30,166,4.86
15,striking,230,0.29,8,88,4.80
16,due,2142,2.68,68,184,4.67
17,bearing,251,0.31,7,81,4.48
18,beyond,395,0.49,11,124,4.48
19,experimental,694,0.87,19,100,4.45
20,established,295,0.37,8,85,4.44
21,explained,284,0.35,7,107,4.30
22,arises,224,0.28,5,72,4.16
23,actual,829,1.04,18,156,4.12
24,led,262,0.33,5,123,3.93
25,view,1579,1.97,29,160,3.88
26,extremely,334,0.42,6,110,3.85
27,consideration,513,0.64,9,104,3.81
28,account,979,1.22,17,168,3.80
29,established,295,0.37,5,85,3.76
30,indicated,651,0.81,11,145,3.76
31,support,360,0.45,6,106,3.74
32,drawn,656,0.82,9,144,3.46
33,expected,372,0.46,5,106,3.43
34,seem,644,0.80,8,132,3.31
35,known,1092,1.36,13,163,3.25
36,lie,1252,1.56,14,132,3.16
37,explanation,453,0.57,5,123,3.14
38,interesting,474,0.59,5,138,3.08
39,following,1662,2.08,17,192,3.03
40,remains,563,0.70,5,133,2.83
41,important,828,1.03,7,166,2.76
42,although,891,1.11,7,153,2.65
43,correction,644,0.80,5,66,2.64
44,clear,805,1.01,6,141,2.58
45,shown,2738,3.42,20,191,2.55
46,already,1231,1.54,8,182,2.38
47,however,2778,3.47,18,72,2.37
48,clear,805,1.01,5,141,2.31
49,new,1159,1.45,7,152,2.27
50,primary,861,1.08,5,76,2.22
51,main,861,1.08,5,129,2.22
52,lateral,1073,1.34,6,66,2.16
53,follows,899,1.12,5,166,2.15
54,upon,1908,2.38,10,154,2.07
55,point,4202,5.25,22,191,2.07
56,must,2234,2.79,11,188,1.98
57,seems,1026,1.28,5,151,1.96
58,necessary,1042,1.30,5,173,1.94
59,individual,1053,1.32,5,113,1.93
60,many,1498,1.87,7,179,1.90
61,set,1290,1.61,6,150,1.90
62,branch,1336,1.67,6,70,1.85
63,observed,2015,2.52,9,159,1.84
64,observed,2015,2.52,8,159,1.67
65,appear,1274,1.59,5,175,1.65
66,great,1574,1.97,6,189,1.61
67,possible,1888,2.36,7,188,1.57
68,may,6700,8.37,24,198,1.52
69,whole,1686,2.11,6,184,1.51
70,spectrum,1406,1.76,5,32,1.51
71,certain,1411,1.76,5,180,1.50
72,latter,1483,1.85,5,174,1.43
73,method,2378,2.97,8,180,1.43
74,would,3753,4.69,12,198,1.36
75,described,1879,2.35,6,166,1.35
76,figure,1912,2.39,6,114,1.33
77,whole,1686,2.11,5,184,1.25
78,small,3860,4.82,11,196,1.19
79,line,5771,7.21,15,165,1.06
80,much,2399,3.00,6,189,1.00
81,general,2024,2.53,5,185,0.98
82,found,4054,5.06,10,198,0.98
83,specimen,2060,2.57,5,63,0.96
84,series,4535,5.67,11,180,0.96
85,show,3384,4.23,8,189,0.92
86,case,6348,7.93,15,195,0.92
87,observation,2544,3.18,6,101,0.92
88,also,4415,5.52,10,198,0.86
89,found,4054,5.06,9,198,0.83
90,made,3239,4.05,7,199,0.79
91,difference,2825,3.53,6,181,0.77
92,order,2399,3.00,5,179,0.74
93,first,4639,5.80,9,199,0.64
94,give,2605,3.25,5,189,0.62
95,line,5771,7.21,11,165,0.61
96,point,4202,5.25,8,191,0.61
97,obtained,2629,3.28,5,189,0.61
98,number,3817,4.77,7,189,0.55
99,shown,2738,3.42,5,191,0.55
100,also,4415,5.52,8,198,0.54
101,difference,2825,3.53,5,181,0.50
102,given,3459,4.32,6,196,0.47
103,result,4660,5.82,8,175,0.46
104,large,2944,3.68,5,190,0.44
105,present,2970,3.71,5,193,0.43
106,case,6348,7.93,10,195,0.33
107,number,3817,4.77,6,189,0.33
108,pressure,3331,4.16,5,99,0.26
109,value,7432,9.28,11,161,0.24
110,form,4917,6.14,7,191,0.19
111,curve,3957,4.94,5,115,0.02
112,curve,3957,4.94,5,115,0.02
113,mean,4025,5.03,5,116,-0.01
114,series,4535,5.67,5,180,-0.18
115,may,6700,8.37,5,198,-0.74
116,value,7432,9.28,5,161,-0.89
117,fig,9380,11.72,5,24,-1.23
