No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recognition,22,0.03,6,17,7.90
2,despite,34,0.04,7,16,7.50
3,notwithstanding,25,0.03,5,16,7.46
4,spite,112,0.13,20,55,7.29
5,reveals,56,0.06,5,33,6.29
6,supported,173,0.20,15,79,6.25
7,matter,421,0.48,27,120,5.82
8,owing,518,0.59,30,119,5.67
9,attention,245,0.28,14,85,5.65
10,significant,155,0.18,8,48,5.50
11,explain,126,0.14,5,64,5.12
12,confirmed,183,0.21,7,79,5.07
13,due,1489,1.70,56,164,5.05
14,apart,314,0.36,11,102,4.94
15,injection,237,0.27,7,12,4.70
16,view,1360,1.55,40,156,4.69
17,interesting,441,0.50,12,129,4.58
18,suggest,228,0.26,6,73,4.53
19,none,275,0.31,7,93,4.48
20,explanation,376,0.43,9,106,4.39
21,striking,219,0.25,5,68,4.33
22,remarkable,284,0.32,6,91,4.21
23,arises,340,0.39,7,74,4.18
24,actual,515,0.59,9,129,3.94
25,indicated,554,0.63,9,127,3.83
26,using,568,0.65,9,112,3.80
27,support,317,0.36,5,92,3.79
28,seem,483,0.55,7,113,3.67
29,lie,1451,1.65,20,120,3.60
30,based,388,0.44,5,105,3.50
31,account,1028,1.17,13,153,3.47
32,suggested,432,0.49,5,121,3.35
33,recorded,464,0.53,5,89,3.24
34,important,662,0.75,7,136,3.22
35,experimental,491,0.56,5,84,3.16
36,observed,1503,1.71,13,138,2.93
37,known,1115,1.27,9,157,2.83
38,conclusion,626,0.71,5,114,2.81
39,except,763,0.87,6,153,2.79
40,already,1078,1.23,8,154,2.70
41,observed,1503,1.71,10,138,2.55
42,although,986,1.12,6,143,2.42
43,great,1038,1.18,6,156,2.34
44,many,1213,1.38,7,142,2.34
45,high,886,1.01,5,120,2.31
46,following,1439,1.64,8,167,2.29
47,colour,1102,1.25,6,55,2.26
48,certain,1349,1.54,7,166,2.19
49,shown,2477,2.82,12,171,2.09
50,appears,1325,1.51,6,159,1.99
51,known,1115,1.27,5,157,1.98
52,must,1896,2.16,8,166,1.89
53,appear,1361,1.55,5,154,1.69
54,position,1655,1.88,6,144,1.67
55,group,1963,2.24,7,105,1.65
56,however,2248,2.56,8,52,1.64
57,latter,1429,1.63,5,156,1.62
58,also,3894,4.43,13,177,1.55
59,may,5763,6.56,18,177,1.46
60,experiment,1626,1.85,5,65,1.43
61,vessel,1626,1.85,5,41,1.43
62,line,3723,4.24,11,139,1.38
63,shown,2477,2.82,7,171,1.31
64,difference,1786,2.03,5,151,1.30
65,since,1812,2.06,5,166,1.28
66,found,3649,4.15,10,172,1.27
67,would,2576,2.93,7,171,1.25
68,condition,2617,2.98,7,129,1.23
69,curve,1994,2.27,5,88,1.14
70,point,3991,4.54,10,168,1.14
71,equation,2640,3.01,6,80,1.00
72,case,4459,5.08,10,173,0.98
73,made,2393,2.72,5,178,0.88
74,give,2411,2.75,5,167,0.87
75,equation,2640,3.01,5,80,0.73
76,given,3322,3.78,6,178,0.67
77,first,4067,4.63,7,176,0.60
78,value,5349,6.09,9,125,0.56
79,found,3649,4.15,6,172,0.53
80,form,5030,5.73,8,173,0.48
81,series,4065,4.63,6,163,0.37
82,small,3586,4.08,5,175,0.29
83,point,3991,4.54,5,168,0.14
84,section,4033,4.59,5,141,0.12
85,cell,4716,5.37,5,51,-0.10
86,part,5436,6.19,5,175,-0.31
