No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,12,0.01,6,12,8.65
2,accounted,71,0.09,7,39,6.31
3,certainty,116,0.14,7,50,5.60
4,detailed,113,0.14,6,55,5.41
5,established,155,0.19,8,69,5.37
6,additional,207,0.26,10,84,5.28
7,remarkable,478,0.59,22,112,5.21
8,interesting,285,0.35,12,112,5.08
9,curious,121,0.15,5,48,5.05
10,attention,342,0.43,14,105,5.04
11,accordance,127,0.16,5,69,4.98
12,account,636,0.79,23,152,4.86
13,statement,224,0.28,8,57,4.84
14,arises,216,0.27,7,54,4.70
15,explained,193,0.24,6,80,4.64
16,noted,167,0.21,5,61,4.59
17,important,537,0.67,15,124,4.49
18,owing,309,0.38,8,99,4.38
19,bearing,205,0.26,5,76,4.29
20,due,1033,1.29,25,145,4.28
21,proved,340,0.42,7,90,4.05
22,interest,263,0.33,5,84,3.93
23,alone,334,0.42,6,94,3.85
24,mentioned,393,0.49,7,102,3.84
25,think,410,0.51,6,80,3.56
26,partly,344,0.43,5,88,3.55
27,stated,351,0.44,5,106,3.52
28,brought,437,0.54,6,115,3.46
29,new,881,1.10,9,153,3.04
30,connexion,492,0.61,5,112,3.03
31,theory,545,0.68,5,79,2.88
32,matter,996,1.24,9,105,2.86
33,observed,1235,1.54,11,169,2.84
34,already,1037,1.29,9,161,2.80
35,drawn,582,0.72,5,129,2.79
36,known,704,0.88,6,138,2.78
37,rest,624,0.78,5,111,2.69
38,observed,1235,1.54,9,169,2.55
39,known,704,0.88,5,138,2.51
40,another,1286,1.60,9,159,2.49
41,appear,890,1.11,6,153,2.44
42,following,1822,2.27,12,196,2.40
43,question,789,0.98,5,130,2.35
44,whilst,844,1.05,5,82,2.25
45,however,1886,2.35,11,63,2.23
46,shown,1382,1.72,8,174,2.22
47,certain,894,1.11,5,160,2.17
48,case,3752,4.67,20,179,2.10
49,first,3561,4.43,18,204,2.02
50,many,1044,1.30,5,151,1.94
51,latter,1547,1.93,7,162,1.86
52,even,1107,1.38,5,160,1.86
53,far,1118,1.39,5,165,1.85
54,obtained,1603,2.00,7,183,1.81
55,upon,2311,2.88,9,176,1.65
56,upon,2311,2.88,9,176,1.65
57,relation,1317,1.64,5,132,1.61
58,point,4501,5.60,17,170,1.60
59,great,1869,2.33,7,172,1.59
60,described,1654,2.06,6,150,1.54
61,value,2307,2.87,8,132,1.48
62,must,1736,2.16,6,190,1.47
63,may,5370,6.68,18,204,1.43
64,similar,1518,1.89,5,178,1.40
65,fact,1553,1.93,5,158,1.37
66,show,1873,2.33,6,163,1.36
67,equation,3164,3.94,10,64,1.34
68,nearly,1628,2.03,5,170,1.30
69,value,2307,2.87,7,132,1.29
70,given,2394,2.98,7,198,1.23
71,specimen,2136,2.66,6,73,1.17
72,curve,1861,2.32,5,94,1.11
73,curve,1861,2.32,5,94,1.11
74,found,3043,3.79,8,193,1.08
75,would,2557,3.18,6,187,0.91
76,thus,2332,2.90,5,196,0.78
77,form,4201,5.23,9,182,0.78
78,case,3752,4.67,8,179,0.78
79,much,2369,2.95,5,173,0.76
80,water,2497,3.11,5,101,0.69
81,experiment,3598,4.48,6,73,0.42
82,time,3107,3.87,5,180,0.37
83,surface,5023,6.25,8,153,0.36
84,also,3214,4.00,5,201,0.32
85,may,5370,6.68,7,204,0.07
86,form,4201,5.23,5,182,-0.06
87,point,4501,5.60,5,170,-0.16
88,line,4994,6.22,5,155,-0.31
