No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,12,0.02,6,12,8.62
2,adduced,44,0.06,5,21,6.48
3,accounted,86,0.11,6,44,5.78
4,certainty,113,0.14,7,51,5.61
5,inference,115,0.15,7,41,5.58
6,detailed,120,0.15,7,57,5.52
7,explain,155,0.20,9,71,5.51
8,borne,104,0.13,6,60,5.50
9,interpretation,123,0.16,7,39,5.48
10,confirmed,116,0.15,6,58,5.35
11,attention,400,0.51,19,123,5.22
12,mind,187,0.24,8,71,5.07
13,additional,238,0.30,10,93,5.05
14,interesting,341,0.43,14,125,5.01
15,established,179,0.23,7,73,4.94
16,remarkable,518,0.66,19,132,4.85
17,statement,229,0.29,8,62,4.78
18,arises,207,0.26,7,55,4.73
19,bearing,237,0.30,8,88,4.73
20,explained,239,0.30,8,82,4.72
21,curious,151,0.19,5,64,4.70
22,account,712,0.91,23,171,4.67
23,accordance,164,0.21,5,78,4.58
24,experimental,236,0.30,7,50,4.54
25,supported,169,0.22,5,57,4.54
26,noted,176,0.22,5,66,4.48
27,established,179,0.23,5,73,4.46
28,owing,367,0.47,10,112,4.42
29,important,641,0.82,16,135,4.29
30,due,1454,1.85,33,165,4.16
31,interest,316,0.40,7,90,4.12
32,bearing,237,0.30,5,88,4.05
33,proved,369,0.47,7,97,3.90
34,mentioned,437,0.56,8,123,3.85
35,often,433,0.55,7,115,3.67
36,partly,324,0.41,5,84,3.60
37,evident,333,0.42,5,92,3.56
38,seem,413,0.53,6,131,3.51
39,pointed,422,0.54,6,130,3.48
40,think,510,0.65,7,99,3.43
41,alone,486,0.62,6,99,3.28
42,stated,424,0.54,5,121,3.21
43,brought,535,0.68,6,142,3.14
44,consists,474,0.60,5,124,3.05
45,matter,1147,1.46,12,113,3.04
46,already,1172,1.49,12,170,3.01
47,follows,741,0.94,7,149,2.89
48,observed,1380,1.76,13,192,2.89
49,observed,1380,1.76,13,192,2.89
50,able,568,0.72,5,148,2.79
51,known,817,1.04,7,159,2.75
52,seems,599,0.76,5,151,2.71
53,remains,643,0.82,5,130,2.61
54,shown,1680,2.14,13,190,2.60
55,rest,691,0.88,5,129,2.51
56,following,1973,2.51,14,219,2.48
57,together,848,1.08,6,170,2.48
58,lie,714,0.91,5,88,2.46
59,question,876,1.11,6,134,2.43
60,another,1494,1.90,10,190,2.40
61,new,1051,1.34,7,182,2.39
62,whether,816,1.04,5,159,2.27
63,known,817,1.04,5,159,2.27
64,every,866,1.10,5,166,2.18
65,relation,1045,1.33,6,129,2.17
66,function,1405,1.79,8,69,2.16
67,great,2139,2.72,12,190,2.14
68,certain,1104,1.40,6,178,2.09
69,regard,933,1.19,5,140,2.07
70,viz,948,1.21,5,4,2.05
71,whilst,964,1.23,5,89,2.03
72,latter,1650,2.10,8,183,1.93
73,almost,1073,1.37,5,178,1.87
74,u,1079,1.37,5,60,1.86
75,former,1093,1.39,5,185,1.85
76,even,1313,1.67,6,187,1.84
77,however,2229,2.84,10,81,1.82
78,difference,2278,2.90,10,183,1.79
79,case,4597,5.85,20,193,1.77
80,far,1384,1.76,6,193,1.77
81,function,1405,1.79,6,69,1.75
82,many,1184,1.51,5,188,1.73
83,could,1198,1.52,5,179,1.71
84,appears,1253,1.59,5,186,1.65
85,first,4034,5.13,16,231,1.64
86,given,2779,3.54,11,211,1.64
87,order,1354,1.72,5,172,1.54
88,upon,2473,3.15,9,197,1.52
89,value,3084,3.92,11,142,1.49
90,point,4805,6.11,17,185,1.48
91,nearly,1992,2.53,7,209,1.47
92,equation,3739,4.76,13,62,1.45
93,similar,1727,2.20,6,208,1.45
94,view,1731,2.20,6,155,1.45
95,described,1748,2.22,6,182,1.43
96,upon,2473,3.15,8,197,1.35
97,obtained,1968,2.50,6,221,1.26
98,much,2967,3.78,9,217,1.25
99,curve,1705,2.17,5,94,1.20
100,may,6126,7.80,17,242,1.12
101,must,2164,2.75,6,208,1.12
102,fact,1852,2.36,5,165,1.09
103,seen,2732,3.48,7,189,1.01
104,thus,2530,3.22,6,207,0.90
105,show,2170,2.76,5,178,0.86
106,show,2170,2.76,5,178,0.86
107,would,3483,4.43,8,214,0.85
108,case,4597,5.85,10,193,0.77
109,therefore,2376,3.02,5,198,0.73
110,value,3084,3.92,6,142,0.61
111,found,3624,4.61,7,230,0.60
112,specimen,2659,3.38,5,99,0.56
113,made,2965,3.77,5,222,0.41
114,form,4745,6.04,8,217,0.41
115,second,2989,3.80,5,196,0.39
116,found,3624,4.61,6,230,0.38
117,also,3774,4.80,6,239,0.32
118,result,3638,4.63,5,161,0.11
119,experiment,4404,5.60,6,77,0.10
120,equation,3739,4.76,5,62,0.07
121,also,3774,4.80,5,239,0.06
122,point,4805,6.11,6,185,-0.03
123,experiment,4404,5.60,5,77,-0.16
124,form,4745,6.04,5,217,-0.27
125,surface,4868,6.19,5,180,-0.31
126,fig,11736,14.93,5,29,-1.58
