No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,29,0.03,7,24,7.71
2,curious,155,0.18,19,66,6.73
3,adduced,63,0.07,6,29,6.37
4,certainty,126,0.15,7,58,5.59
5,establish,117,0.13,6,69,5.48
6,interesting,354,0.41,17,142,5.38
7,important,576,0.66,23,176,5.11
8,founded,134,0.15,5,69,5.02
9,explain,167,0.19,6,82,4.96
10,attention,420,0.48,15,148,4.95
11,established,280,0.32,10,108,4.95
12,illustration,160,0.18,5,53,4.76
13,demonstrated,165,0.19,5,54,4.72
14,mere,254,0.29,7,111,4.58
15,explanation,365,0.42,10,129,4.57
16,express,296,0.34,8,97,4.55
17,striking,233,0.27,6,91,4.48
18,accordance,240,0.28,6,106,4.44
19,established,280,0.32,6,108,4.22
20,remarkable,646,0.74,13,168,4.13
21,ascertained,323,0.37,6,99,4.01
22,probable,664,0.77,11,152,3.84
23,evident,484,0.56,8,148,3.84
24,brought,537,0.62,8,147,3.69
25,mentioned,555,0.64,8,122,3.64
26,seems,567,0.65,8,136,3.61
27,owing,357,0.41,5,120,3.60
28,foregoing,358,0.41,5,127,3.60
29,evidence,530,0.61,7,118,3.52
30,proved,457,0.53,6,153,3.51
31,already,1112,1.28,14,230,3.45
32,presented,416,0.48,5,141,3.38
33,consider,537,0.62,5,159,3.01
34,observed,2353,2.71,21,244,2.95
35,regard,934,1.08,8,174,2.89
36,quantic,597,0.69,5,9,2.86
37,account,960,1.11,8,207,2.85
38,yet,969,1.12,8,203,2.84
39,doubt,622,0.72,5,150,2.80
40,complete,843,0.97,6,205,2.63
41,far,1321,1.52,9,231,2.56
42,appears,1328,1.53,9,239,2.56
43,drawn,909,1.05,6,167,2.52
44,principal,767,0.88,5,134,2.50
45,considered,930,1.07,6,212,2.48
46,far,1321,1.52,8,231,2.39
47,always,1173,1.35,7,222,2.37
48,function,1857,2.14,11,118,2.36
49,new,1558,1.80,9,215,2.33
50,almost,1066,1.23,6,191,2.29
51,class,921,1.06,5,121,2.24
52,question,1110,1.28,6,180,2.23
53,although,935,1.08,5,199,2.21
54,equation,4961,5.72,26,125,2.18
55,tion,989,1.14,5,235,2.13
56,appear,1201,1.38,6,210,2.12
57,take,1249,1.44,6,232,2.06
58,shown,1304,1.50,6,231,2.00
59,together,1090,1.26,5,198,1.99
60,must,2431,2.80,11,267,1.97
61,however,2442,2.82,11,132,1.97
62,well,1630,1.88,7,259,1.90
63,observed,2353,2.71,10,244,1.88
64,following,3034,3.50,12,287,1.78
65,curve,1567,1.81,6,88,1.73
66,observation,2883,3.32,11,129,1.73
67,general,2182,2.52,8,255,1.67
68,value,3328,3.84,12,190,1.65
69,latter,1702,1.96,6,213,1.61
70,great,2559,2.95,9,254,1.61
71,root,1485,1.71,5,59,1.55
72,root,1485,1.71,5,59,1.55
73,every,1486,1.71,5,221,1.55
74,process,1525,1.76,5,197,1.51
75,system,2145,2.47,7,147,1.50
76,many,1538,1.77,5,225,1.50
77,made,3502,4.04,11,279,1.45
78,equal,2036,2.35,6,240,1.35
79,however,2442,2.82,7,132,1.31
80,specimen,1749,2.02,5,99,1.31
81,point,5353,6.17,15,250,1.28
82,may,8314,9.58,23,303,1.26
83,case,4707,5.43,13,273,1.26
84,show,1844,2.13,5,244,1.23
85,give,2285,2.63,6,259,1.19
86,equation,4961,5.72,13,125,1.18
87,amount,1934,2.23,5,173,1.17
88,body,2777,3.20,7,153,1.13
89,power,2017,2.33,5,171,1.10
90,order,2439,2.81,6,270,1.09
91,first,4537,5.23,11,301,1.07
92,time,4218,4.86,9,240,0.89
93,case,4707,5.43,10,273,0.88
94,less,2360,2.72,5,252,0.88
95,would,3798,4.38,8,274,0.87
96,great,2559,2.95,5,254,0.76
97,form,6235,7.19,12,275,0.74
98,much,2739,3.16,5,241,0.66
99,line,6056,6.98,11,204,0.66
100,tube,2923,3.37,5,100,0.57
101,therefore,2964,3.42,5,269,0.55
102,portion,3000,3.46,5,213,0.53
103,air,3101,3.58,5,115,0.48
104,also,3918,4.52,6,299,0.41
105,also,3918,4.52,6,299,0.41
106,upon,4071,4.69,6,266,0.35
107,upon,4071,4.69,6,266,0.35
108,may,8314,9.58,12,303,0.32
109,made,3502,4.04,5,279,0.31
110,result,3937,4.54,5,227,0.14
111,number,4421,5.10,5,264,-0.03
112,mean,4463,5.15,5,160,-0.04
113,surface,4657,5.37,5,186,-0.10
114,experiment,5217,6.01,5,126,-0.27
115,point,5353,6.17,5,250,-0.30
116,part,7102,8.19,5,266,-0.71
117,fig,8506,9.81,5,16,-0.97
