No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,17,0.02,5,13,7.86
2,notwithstanding,37,0.05,5,26,6.74
3,spite,144,0.18,19,72,6.70
4,supported,210,0.27,19,98,6.16
5,matter,580,0.73,47,149,6.00
6,owing,693,0.88,48,166,5.77
7,curious,110,0.14,7,58,5.65
8,attention,380,0.48,22,140,5.52
9,concerning,124,0.16,7,59,5.48
10,remarkable,388,0.49,21,129,5.42
11,significant,94,0.12,5,34,5.39
12,explain,196,0.25,10,86,5.33
13,accounted,112,0.14,5,67,5.14
14,arises,227,0.29,10,81,5.12
15,complicated,119,0.15,5,64,5.05
16,afforded,137,0.17,5,68,4.85
17,brought,522,0.66,18,150,4.77
18,due,2517,3.18,79,209,4.63
19,explained,361,0.46,11,127,4.59
20,express,220,0.28,6,107,4.43
21,bearing,295,0.37,8,90,4.42
22,accordance,199,0.25,5,88,4.31
23,important,842,1.07,20,185,4.23
24,indicated,726,0.92,16,164,4.12
25,beyond,461,0.58,10,133,4.10
26,established,337,0.43,7,90,4.04
27,view,1742,2.20,34,181,3.95
28,actual,843,1.07,16,168,3.91
29,experimental,751,0.95,13,113,3.77
30,lie,1100,1.39,19,137,3.77
31,support,408,0.52,7,114,3.76
32,extremely,351,0.44,6,123,3.76
33,account,1172,1.48,20,192,3.75
34,expected,418,0.53,7,115,3.73
35,statement,322,0.41,5,84,3.62
36,consideration,653,0.83,10,122,3.60
37,interesting,491,0.62,7,153,3.49
38,multiple,359,0.45,5,32,3.46
39,called,387,0.49,5,129,3.35
40,partly,395,0.50,5,115,3.32
41,support,408,0.52,5,114,3.28
42,apart,418,0.53,5,116,3.24
43,recorded,589,0.75,7,119,3.23
44,pointed,438,0.55,5,155,3.17
45,known,1228,1.55,13,188,3.06
46,agreement,568,0.72,6,133,3.06
47,explanation,518,0.66,5,142,2.93
48,importance,533,0.67,5,130,2.89
49,already,1410,1.78,12,205,2.75
50,following,1999,2.53,17,218,2.75
51,remains,595,0.75,5,148,2.73
52,drawn,756,0.96,6,170,2.65
53,important,842,1.07,6,185,2.49
54,seem,715,0.90,5,148,2.47
55,clear,871,1.10,6,158,2.44
56,clear,871,1.10,6,158,2.44
57,shown,3422,4.33,23,219,2.41
58,together,903,1.14,6,184,2.39
59,follows,1061,1.34,7,193,2.38
60,come,767,0.97,5,140,2.37
61,primary,776,0.98,5,78,2.35
62,new,1435,1.82,9,180,2.31
63,negative,1140,1.44,7,111,2.28
64,seems,1143,1.45,7,169,2.28
65,lateral,892,1.13,5,66,2.15
66,many,1638,2.07,9,205,2.12
67,however,3124,3.95,17,71,2.10
68,possible,2044,2.59,11,214,2.09
69,low,939,1.19,5,142,2.07
70,distribution,961,1.22,5,111,2.04
71,individual,971,1.23,5,118,2.03
72,conclusion,982,1.24,5,162,2.01
73,appears,1408,1.78,7,198,1.97
74,true,1007,1.27,5,181,1.97
75,although,1018,1.29,5,172,1.96
76,flow,1020,1.29,5,74,1.95
77,larger,1030,1.30,5,174,1.94
78,necessary,1259,1.59,6,197,1.91
79,observed,2348,2.97,11,186,1.89
80,even,1581,2.00,7,202,1.81
81,point,4746,6.00,21,219,1.81
82,upon,2272,2.87,10,177,1.80
83,great,1828,2.31,8,212,1.79
84,regard,1143,1.45,5,158,1.79
85,branch,1385,1.75,6,65,1.78
86,might,1189,1.50,5,198,1.73
87,must,2489,3.15,10,217,1.67
88,though,1520,1.92,6,161,1.64
89,certain,1565,1.98,6,206,1.60
90,certain,1565,1.98,6,206,1.60
91,hydrogen,1323,1.67,5,49,1.58
92,latter,1675,2.12,6,196,1.50
93,also,5113,6.47,18,226,1.48
94,method,2639,3.34,9,201,1.43
95,observed,2348,2.97,8,186,1.43
96,rate,1800,2.28,6,134,1.40
97,total,1507,1.91,5,159,1.39
98,high,1536,1.94,5,172,1.36
99,whole,1851,2.34,6,210,1.36
100,much,2601,3.29,8,211,1.28
101,error,1638,2.07,5,119,1.27
102,leaf,2033,2.57,6,34,1.22
103,may,7475,9.46,22,225,1.22
104,period,1732,2.19,5,132,1.19
105,obtained,3224,4.08,9,215,1.14
106,figure,2223,2.81,6,125,1.09
107,line,5993,7.58,16,182,1.08
108,case,7103,8.99,18,223,1.00
109,observation,3175,4.02,8,115,0.99
110,series,4428,5.60,11,203,0.97
111,second,2826,3.58,7,214,0.97
112,normal,2026,2.56,5,163,0.96
113,possible,2044,2.59,5,214,0.95
114,number,4517,5.71,11,217,0.94
115,water,3288,4.16,8,136,0.94
116,described,2124,2.69,5,188,0.90
117,would,4269,5.40,10,222,0.89
118,shown,3422,4.33,8,219,0.89
119,show,3899,4.93,9,214,0.87
120,term,2246,2.84,5,119,0.82
121,number,4517,5.71,10,217,0.81
122,order,2734,3.46,6,204,0.79
123,large,3201,4.05,7,213,0.79
124,first,5045,6.38,11,226,0.79
125,found,4804,6.08,10,225,0.72
126,specimen,2432,3.08,5,74,0.70
127,less,2509,3.17,5,217,0.66
128,given,4060,5.14,8,225,0.64
129,give,3118,3.94,6,216,0.60
130,function,2615,3.31,5,122,0.60
131,small,4269,5.40,8,221,0.57
132,found,4804,6.08,9,225,0.57
133,seen,3449,4.36,6,219,0.46
134,seen,3449,4.36,6,219,0.46
135,point,4746,6.00,8,219,0.41
136,present,3069,3.88,5,219,0.36
137,present,3069,3.88,5,219,0.36
138,value,8611,10.89,14,176,0.36
139,made,3915,4.95,6,226,0.28
140,difference,3341,4.23,5,202,0.24
141,result,5456,6.90,8,194,0.21
142,small,4269,5.40,6,221,0.15
143,also,5113,6.47,7,226,0.11
144,mean,4711,5.96,6,140,0.01
145,line,5993,7.58,7,182,-0.12
146,result,5456,6.90,6,194,-0.20
147,pressure,5603,7.09,6,125,-0.24
148,cell,5822,7.37,6,73,-0.30
149,cell,5822,7.37,6,73,-0.30
150,form,5151,6.52,5,217,-0.38
151,fig,10666,13.49,9,22,-0.58
152,may,7475,9.46,6,225,-0.66
