No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,fiction,14,0.01,5,5,9.81
2,stylized,17,0.01,6,7,9.79
3,compounded,31,0.01,5,29,8.67
4,despite,1102,0.44,52,519,6.89
5,spite,107,0.04,5,67,6.88
6,reflecting,236,0.09,9,169,6.58
7,motivated,152,0.06,5,112,6.37
8,complicated,262,0.10,8,169,6.26
9,explained,483,0.19,13,280,6.08
10,reflects,406,0.16,10,265,5.95
11,exploit,245,0.10,6,137,5.95
12,sheet,404,0.16,8,61,5.64
13,lie,405,0.16,8,134,5.64
14,reflect,665,0.26,13,334,5.62
15,highlighted,313,0.12,6,192,5.59
16,highlight,591,0.23,9,250,5.26
17,due,1812,0.72,25,591,5.12
18,matter,1014,0.40,12,284,4.90
19,illustrated,443,0.18,5,271,4.83
20,owing,1624,0.65,18,561,4.80
21,account,1853,0.74,16,546,4.44
22,certain,1104,0.44,8,520,4.19
23,supported,1021,0.41,7,567,4.11
24,advantage,904,0.36,6,311,4.06
25,together,1681,0.67,10,639,3.90
26,many,6452,2.56,35,1081,3.77
27,empirical,961,0.38,5,300,3.71
28,basic,1079,0.43,5,470,3.54
29,nonlinear,1099,0.44,5,230,3.52
30,even,3807,1.51,14,894,3.21
31,stem,1642,0.65,6,154,3.20
32,seen,1615,0.64,5,590,2.96
33,consequence,1776,0.71,5,308,2.82
34,simple,1934,0.77,5,591,2.70
35,based,4085,1.62,9,912,2.47
36,genetic,3703,1.47,8,425,2.44
37,several,3064,1.22,6,850,2.30
38,much,3232,1.28,6,885,2.22
39,whether,2807,1.12,5,746,2.16
40,component,2921,1.16,5,410,2.11
41,animal,4192,1.67,7,432,2.07
42,natural,3045,1.21,5,675,2.05
43,however,7044,2.80,10,107,1.84
44,different,8949,3.56,12,1042,1.75
45,given,3737,1.48,5,851,1.75
46,found,3785,1.50,5,820,1.73
47,individual,5533,2.20,7,708,1.67
48,information,4818,1.91,6,782,1.65
49,result,7563,3.01,9,751,1.58
50,use,6402,2.54,7,914,1.46
51,figure,13725,5.45,15,798,1.46
52,number,6704,2.66,7,953,1.39
53,case,5766,2.29,6,771,1.39
54,case,5766,2.29,6,771,1.39
55,important,4861,1.93,5,996,1.37
56,first,5882,2.34,6,1056,1.36
57,evolution,6205,2.47,6,547,1.28
58,result,7563,3.01,7,751,1.22
59,may,11343,4.51,10,1039,1.15
60,region,6044,2.40,5,535,1.06
61,state,6279,2.49,5,692,1.00
62,brain,6478,2.57,5,368,0.96
63,however,7044,2.80,5,107,0.84
64,used,7276,2.89,5,1001,0.79
65,time,11264,4.48,7,982,0.65
66,study,12323,4.90,7,914,0.52
67,system,14679,5.83,8,853,0.46
68,time,11264,4.48,6,982,0.42
69,may,11343,4.51,6,1039,0.41
70,effect,10047,3.99,5,733,0.32
71,change,14695,5.84,7,784,0.26
72,model,18393,7.31,8,862,0.13
73,cell,19097,7.59,8,458,0.08
74,model,18393,7.31,7,862,-0.06
75,also,13405,5.33,5,1162,-0.09
76,figure,13725,5.45,5,798,-0.13
77,system,14679,5.83,5,853,-0.22
