No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,emphasised,30,0.04,5,18,7.11
2,curious,111,0.13,12,55,6.49
3,spite,127,0.15,13,64,6.41
4,significant,69,0.08,7,32,6.40
5,revealed,58,0.07,5,33,6.16
6,struck,78,0.09,6,28,6.00
7,notwithstanding,67,0.08,5,36,5.96
8,matter,796,0.96,58,145,5.92
9,accounted,144,0.17,8,86,5.53
10,remarkable,400,0.48,22,128,5.52
11,attention,363,0.44,18,149,5.37
12,owing,784,0.94,36,178,5.26
13,supported,226,0.27,10,92,5.20
14,arises,206,0.25,9,86,5.18
15,explain,197,0.24,7,89,4.89
16,due,2669,3.21,85,223,4.73
17,explained,415,0.50,12,135,4.59
18,harmony,181,0.22,5,16,4.52
19,accordance,204,0.25,5,90,4.35
20,interesting,441,0.53,10,151,4.24
21,lie,979,1.18,22,132,4.22
22,account,1386,1.67,31,198,4.22
23,recorded,565,0.68,12,115,4.14
24,depends,356,0.43,7,126,4.03
25,established,257,0.31,5,84,4.02
26,explanation,465,0.56,9,148,4.01
27,view,1467,1.76,28,183,3.99
28,brought,485,0.58,9,150,3.95
29,partly,404,0.49,7,113,3.85
30,indicate,476,0.57,8,150,3.81
31,pointed,425,0.51,7,154,3.78
32,indicated,631,0.76,10,167,3.72
33,agreement,508,0.61,8,127,3.71
34,important,840,1.01,13,180,3.69
35,apart,338,0.41,5,106,3.62
36,bearing,352,0.42,5,106,3.56
37,support,363,0.44,5,106,3.52
38,expected,394,0.47,5,114,3.40
39,stated,492,0.59,6,136,3.34
40,already,1437,1.73,17,217,3.30
41,together,901,1.08,10,182,3.21
42,follows,1056,1.27,11,201,3.11
43,beyond,494,0.59,5,141,3.07
44,young,644,0.77,6,57,2.95
45,seems,1051,1.26,9,179,2.83
46,drawn,720,0.87,6,171,2.79
47,probable,857,1.03,7,166,2.76
48,observed,2169,2.61,15,198,2.52
49,observed,2169,2.61,15,198,2.52
50,appears,1305,1.57,9,204,2.52
51,known,1324,1.59,9,204,2.50
52,latter,1657,1.99,11,212,2.47
53,regard,1089,1.31,7,151,2.42
54,new,1291,1.55,8,190,2.37
55,many,1624,1.95,10,210,2.36
56,important,840,1.01,5,180,2.31
57,organ,841,1.01,5,37,2.31
58,shown,3262,3.92,19,233,2.28
59,together,901,1.08,5,182,2.21
60,however,2911,3.50,16,88,2.19
61,appears,1305,1.57,7,204,2.16
62,connection,959,1.15,5,162,2.12
63,connection,959,1.15,5,162,2.12
64,low,965,1.16,5,146,2.11
65,certain,1668,2.01,8,218,2.00
66,following,2145,2.58,10,230,1.96
67,even,2001,2.41,9,214,1.90
68,plant,1557,1.87,7,40,1.90
69,maximum,1358,1.63,6,156,1.88
70,considerable,1170,1.41,5,197,1.83
71,described,1877,2.26,8,191,1.83
72,true,1183,1.42,5,184,1.81
73,great,2189,2.63,9,220,1.77
74,another,1474,1.77,6,219,1.76
75,velocity,1231,1.48,5,73,1.76
76,almost,1237,1.49,5,204,1.75
77,point,5158,6.20,20,228,1.69
78,theory,1570,1.89,6,136,1.67
79,possible,1849,2.22,7,223,1.65
80,negative,1609,1.93,6,121,1.63
81,though,1341,1.61,5,171,1.63
82,must,2688,3.23,10,228,1.63
83,well,1925,2.31,7,224,1.60
84,first,4967,5.97,18,241,1.59
85,upon,1941,2.33,7,180,1.58
86,certain,1668,2.01,6,218,1.58
87,also,5075,6.10,18,241,1.56
88,period,1721,2.07,6,123,1.54
89,hydrogen,1739,2.09,6,73,1.52
90,rate,1526,1.83,5,152,1.45
91,case,7454,8.96,24,238,1.42
92,shown,3262,3.92,10,233,1.35
93,structure,1634,1.96,5,94,1.35
94,leaf,2321,2.79,7,33,1.33
95,stage,1771,2.13,5,108,1.23
96,figure,1772,2.13,5,123,1.23
97,wire,2241,2.69,6,78,1.15
98,light,3040,3.66,8,159,1.13
99,may,7677,9.23,20,241,1.12
100,number,4379,5.27,11,231,1.06
101,constant,2791,3.36,7,189,1.06
102,method,2488,2.99,6,197,1.00
103,value,8440,10.15,20,176,0.98
104,large,3082,3.71,7,227,0.92
105,found,4971,5.98,11,239,0.88
106,much,2776,3.34,6,225,0.85
107,less,2852,3.43,6,228,0.81
108,water,3977,4.78,8,146,0.74
109,second,3218,3.87,6,225,0.63
110,change,3249,3.91,6,196,0.62
111,taken,2722,3.27,5,230,0.61
112,may,7677,9.23,14,241,0.60
113,found,4971,5.98,9,239,0.59
114,point,5158,6.20,9,228,0.54
115,present,2959,3.56,5,230,0.49
116,curve,3614,4.35,6,128,0.47
117,experiment,5504,6.62,9,125,0.44
118,obtained,3678,4.42,6,225,0.44
119,number,4379,5.27,7,231,0.41
120,show,3810,4.58,6,224,0.39
121,condition,3224,3.88,5,165,0.37
122,equation,3264,3.92,5,110,0.35
123,seen,3334,4.01,5,230,0.32
124,cell,5373,6.46,8,67,0.31
125,temperature,8141,9.79,12,143,0.29
126,series,3463,4.16,5,220,0.26
127,series,3463,4.16,5,220,0.26
128,obtained,3678,4.42,5,225,0.18
129,function,3824,4.60,5,128,0.12
130,made,3953,4.75,5,238,0.07
131,form,4773,5.74,6,225,0.06
132,form,4773,5.74,6,225,0.06
133,time,4975,5.98,6,224,0.00
134,small,4154,4.99,5,228,0.00
135,would,4156,5.00,5,232,0.00
136,also,5075,6.10,6,241,-0.02
137,line,5956,7.16,7,187,-0.03
138,part,5417,6.51,6,232,-0.12
139,case,7454,8.96,8,238,-0.16
140,mean,4809,5.78,5,156,-0.21
141,result,5880,7.07,6,210,-0.24
142,temperature,8141,9.79,8,143,-0.29
