No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,28,0.03,6,22,7.50
2,curious,163,0.19,18,69,6.54
3,adduced,58,0.07,5,27,6.19
4,anatomical,73,0.09,5,26,5.86
5,interesting,369,0.44,20,143,5.52
6,establish,113,0.13,6,66,5.49
7,certainty,129,0.15,6,57,5.30
8,explain,168,0.20,7,80,5.14
9,attention,423,0.50,17,147,5.09
10,established,250,0.30,10,104,5.08
11,founded,126,0.15,5,67,5.07
12,important,611,0.72,21,169,4.86
13,demonstrated,149,0.18,5,54,4.83
14,illustration,156,0.18,5,53,4.76
15,supported,166,0.20,5,72,4.67
16,explanation,366,0.43,11,126,4.67
17,striking,240,0.28,6,91,4.40
18,express,329,0.39,8,99,4.36
19,mere,299,0.35,7,113,4.31
20,remarkable,670,0.79,15,170,4.24
21,established,250,0.30,5,104,4.08
22,ascertained,324,0.38,6,94,3.97
23,probable,555,0.66,10,151,3.93
24,explained,287,0.34,5,108,3.88
25,evident,488,0.58,8,145,3.79
26,brought,521,0.62,7,146,3.51
27,owing,380,0.45,5,120,3.48
28,seems,621,0.73,8,136,3.44
29,evidence,544,0.64,7,118,3.44
30,presented,389,0.46,5,137,3.44
31,mentioned,576,0.68,7,127,3.36
32,proved,459,0.54,5,151,3.20
33,quantic,481,0.57,5,7,3.14
34,already,1195,1.41,12,230,3.09
35,yet,1016,1.20,10,193,3.06
36,account,919,1.09,9,203,3.05
37,consider,517,0.61,5,152,3.03
38,observed,2303,2.72,22,237,3.01
39,existence,530,0.63,5,157,3.00
40,doubt,620,0.73,5,148,2.77
41,taking,622,0.74,5,182,2.76
42,appears,1391,1.65,11,237,2.74
43,easily,676,0.80,5,187,2.64
44,new,1438,1.70,10,209,2.56
45,regard,1020,1.21,7,172,2.54
46,known,1047,1.24,7,217,2.50
47,class,898,1.06,6,119,2.50
48,considered,911,1.08,6,202,2.48
49,matrix,765,0.91,5,31,2.47
50,far,1386,1.64,9,228,2.46
51,function,1762,2.08,11,116,2.40
52,almost,1147,1.36,7,190,2.37
53,far,1386,1.64,8,228,2.29
54,drawn,885,1.05,5,165,2.26
55,question,1126,1.33,6,181,2.17
56,shown,1318,1.56,7,234,2.17
57,equation,5095,6.03,26,125,2.11
58,expression,983,1.16,5,126,2.10
59,although,999,1.18,5,193,2.08
60,tion,999,1.18,5,233,2.08
61,must,2402,2.84,12,262,2.08
62,observed,2303,2.72,11,237,2.01
63,known,1047,1.24,5,217,2.01
64,take,1293,1.53,6,226,1.97
65,together,1092,1.29,5,199,1.95
66,however,2484,2.94,11,119,1.90
67,following,3008,3.56,13,279,1.87
68,appear,1221,1.44,5,208,1.79
69,latter,1742,2.06,7,208,1.76
70,well,1743,2.06,7,253,1.76
71,great,2617,3.10,10,248,1.69
72,shown,1318,1.56,5,234,1.68
73,curve,1596,1.89,6,90,1.67
74,value,3237,3.83,12,189,1.65
75,however,2484,2.94,9,119,1.61
76,view,1381,1.63,5,177,1.61
77,every,1385,1.64,5,213,1.61
78,observation,2810,3.32,10,128,1.59
79,could,1485,1.76,5,234,1.51
80,root,1488,1.76,5,60,1.51
81,root,1488,1.76,5,60,1.51
82,certain,1491,1.76,5,226,1.50
83,another,1554,1.84,5,230,1.44
84,general,2199,2.60,7,253,1.43
85,many,1583,1.87,5,215,1.42
86,system,2232,2.64,7,140,1.41
87,equal,1920,2.27,6,242,1.40
88,process,1694,2.00,5,192,1.32
89,specimen,1720,2.03,5,98,1.30
90,point,5300,6.27,15,245,1.26
91,upon,4261,5.04,12,258,1.25
92,give,2243,2.65,6,255,1.18
93,show,1870,2.21,5,237,1.18
94,made,3389,4.01,9,272,1.17
95,may,8361,9.89,22,298,1.15
96,equation,5095,6.03,13,125,1.11
97,amount,1972,2.33,5,172,1.10
98,power,2020,2.39,5,166,1.06
99,case,4689,5.55,11,268,0.99
100,air,2691,3.18,6,114,0.91
101,first,4584,5.42,10,294,0.88
102,would,3714,4.39,8,274,0.86
103,less,2336,2.76,5,244,0.86
104,present,2345,2.77,5,263,0.85
105,time,4278,5.06,9,234,0.83
106,body,2996,3.54,6,152,0.76
107,plane,2559,3.03,5,109,0.72
108,case,4689,5.55,9,268,0.70
109,form,6274,7.42,12,270,0.69
110,great,2617,3.10,5,248,0.69
111,much,2803,3.32,5,239,0.59
112,therefore,2815,3.33,5,262,0.59
113,line,6253,7.40,11,199,0.57
114,tube,2875,3.40,5,102,0.56
115,given,2880,3.41,5,279,0.55
116,also,4050,4.79,7,292,0.55
117,thus,3139,3.71,5,283,0.43
118,portion,3185,3.77,5,208,0.41
119,also,4050,4.79,6,292,0.32
120,made,3389,4.01,5,272,0.32
121,may,8361,9.89,12,298,0.28
122,mean,4225,5.00,6,160,0.26
123,upon,4261,5.04,6,258,0.25
124,number,4366,5.17,6,259,0.22
125,number,4366,5.17,5,259,-0.05
126,point,5300,6.27,5,245,-0.33
127,part,6847,8.10,5,262,-0.70
128,fig,8951,10.59,5,16,-1.08
