No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,spite,141,0.13,21,59,7.31
2,borne,91,0.09,9,42,6.72
3,arises,246,0.23,14,79,5.93
4,supported,140,0.13,7,59,5.74
5,concerning,192,0.18,9,55,5.65
6,confirmed,191,0.18,7,63,5.29
7,exist,236,0.22,6,70,4.76
8,view,1188,1.11,30,140,4.75
9,stele,217,0.20,5,4,4.62
10,due,1782,1.67,38,160,4.51
11,account,896,0.84,19,131,4.50
12,owing,478,0.45,10,107,4.48
13,matter,324,0.30,6,78,4.31
14,arise,380,0.36,6,89,4.08
15,suggests,318,0.30,5,99,4.07
16,lie,1129,1.06,17,105,4.01
17,apart,433,0.41,6,102,3.89
18,mentioned,363,0.34,5,91,3.88
19,apparent,434,0.41,5,98,3.62
20,actual,463,0.43,5,115,3.53
21,together,787,0.74,8,145,3.44
22,using,1113,1.04,11,137,3.40
23,drawn,538,0.50,5,105,3.31
24,provided,577,0.54,5,139,3.21
25,observed,1549,1.45,11,124,2.92
26,observed,1549,1.45,11,124,2.92
27,following,1300,1.22,9,162,2.89
28,main,958,0.90,6,128,2.74
29,follows,1139,1.07,7,119,2.71
30,occur,855,0.80,5,128,2.64
31,initial,856,0.80,5,105,2.64
32,although,1265,1.18,7,141,2.56
33,several,924,0.87,5,124,2.53
34,larva,1303,1.22,7,9,2.52
35,usually,931,0.87,5,123,2.52
36,make,944,0.88,5,141,2.50
37,far,959,0.90,5,144,2.48
38,record,1008,0.94,5,59,2.41
39,lead,1011,0.95,5,95,2.40
40,many,1247,1.17,6,143,2.36
41,known,1264,1.18,6,148,2.34
42,use,1292,1.21,6,150,2.31
43,even,1329,1.24,5,156,2.01
44,used,2544,2.38,8,163,1.75
45,must,2000,1.87,6,168,1.68
46,experiment,2020,1.89,6,56,1.67
47,made,2605,2.44,7,168,1.52
48,shown,2805,2.63,7,165,1.41
49,case,4143,3.88,10,160,1.37
50,different,2073,1.94,5,168,1.36
51,give,2148,2.01,5,163,1.31
52,curve,2161,2.02,5,103,1.30
53,however,2233,2.09,5,43,1.26
54,obtained,2739,2.56,6,162,1.23
55,method,2923,2.74,6,142,1.13
56,time,3444,3.23,7,149,1.12
57,cell,3724,3.49,7,38,1.01
58,found,3232,3.03,6,167,0.99
59,would,3237,3.03,6,170,0.99
60,type,3274,3.07,6,149,0.97
61,large,2735,2.56,5,159,0.97
62,part,4559,4.27,8,168,0.91
63,case,4143,3.88,7,160,0.85
64,table,3174,2.97,5,123,0.75
65,equation,4468,4.18,7,95,0.74
66,would,3237,3.03,5,170,0.72
67,number,3361,3.15,5,159,0.67
68,also,4165,3.90,6,173,0.62
69,figure,9031,8.46,12,155,0.50
70,also,4165,3.90,5,173,0.36
71,value,6679,6.25,8,149,0.36
72,value,6679,6.25,8,149,0.36
73,form,5451,5.10,6,168,0.23
74,form,5451,5.10,6,168,0.23
75,part,4559,4.27,5,168,0.23
