No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,emphasise,22,0.03,6,15,7.83
2,despite,31,0.04,6,13,7.33
3,spite,133,0.16,22,63,7.11
4,reveals,43,0.05,5,24,6.60
5,attention,242,0.29,17,90,5.87
6,significant,137,0.16,9,45,5.78
7,matter,491,0.59,31,112,5.72
8,supported,164,0.20,10,71,5.67
9,owing,591,0.71,34,123,5.58
10,accordance,141,0.17,7,64,5.37
11,explain,126,0.15,6,63,5.31
12,confirmed,176,0.21,6,76,4.83
13,due,1687,2.02,57,161,4.82
14,apart,314,0.38,10,106,4.73
15,injection,210,0.25,6,9,4.57
16,view,1372,1.65,37,146,4.49
17,striking,259,0.31,6,69,4.27
18,depends,221,0.27,5,76,4.24
19,fit,222,0.27,5,45,4.23
20,interesting,410,0.49,9,123,4.19
21,remarkable,306,0.37,6,89,4.03
22,actual,587,0.70,10,132,3.83
23,account,992,1.19,16,145,3.75
24,arises,318,0.38,5,71,3.71
25,based,390,0.47,6,101,3.68
26,using,627,0.75,9,106,3.58
27,experimental,494,0.59,7,77,3.56
28,seem,572,0.69,8,113,3.54
29,important,736,0.88,10,141,3.50
30,recorded,459,0.55,6,89,3.45
31,explanation,433,0.52,5,101,3.27
32,suggested,443,0.53,5,120,3.23
33,lie,1510,1.81,17,121,3.23
34,indicated,544,0.65,6,120,3.20
35,connected,637,0.76,6,115,2.97
36,known,1136,1.36,10,146,2.88
37,observed,1795,2.15,15,135,2.80
38,shown,2605,3.12,19,167,2.60
39,many,1372,1.65,10,146,2.60
40,observed,1795,2.15,13,135,2.59
41,presence,693,0.83,5,117,2.59
42,already,1134,1.36,8,151,2.56
43,particular,716,0.86,5,126,2.54
44,colour,908,1.09,6,40,2.46
45,except,761,0.91,5,142,2.45
46,somewhat,834,1.00,5,128,2.32
47,new,1072,1.29,6,145,2.22
48,certain,1441,1.73,8,161,2.21
49,known,1136,1.36,6,146,2.14
50,following,1349,1.62,7,159,2.11
51,great,1191,1.43,6,154,2.07
52,however,2431,2.92,12,59,2.04
53,scale,1050,1.26,5,76,1.99
54,must,1974,2.37,9,164,1.93
55,appears,1383,1.66,6,153,1.85
56,another,1219,1.46,5,153,1.77
57,found,3561,4.27,14,165,1.71
58,also,4023,4.83,15,168,1.64
59,far,1343,1.61,5,154,1.63
60,appear,1379,1.65,5,148,1.60
61,since,1657,1.99,6,153,1.59
62,appears,1383,1.66,5,153,1.59
63,certain,1441,1.73,5,161,1.53
64,upon,1463,1.75,5,119,1.51
65,made,2248,2.70,7,167,1.38
66,shown,2605,3.12,8,167,1.36
67,line,5000,6.00,15,142,1.32
68,vessel,1671,2.00,5,38,1.32
69,may,6215,7.45,18,168,1.27
70,position,1783,2.14,5,143,1.23
71,point,4092,4.91,11,159,1.16
72,difference,1895,2.27,5,148,1.14
73,equation,2757,3.31,7,77,1.08
74,must,1974,2.37,5,164,1.08
75,would,2981,3.58,7,166,0.97
76,condition,2561,3.07,6,132,0.97
77,case,4876,5.85,11,164,0.91
78,series,4392,5.27,9,151,0.77
79,give,2483,2.98,5,159,0.75
80,specimen,2989,3.58,6,77,0.74
81,structure,2660,3.19,5,91,0.65
82,number,3331,4.00,6,162,0.59
83,value,6195,7.43,11,125,0.57
84,form,5261,6.31,9,166,0.51
85,point,4092,4.91,7,159,0.51
86,found,3561,4.27,6,165,0.49
87,series,4392,5.27,7,151,0.41
88,result,3221,3.86,5,147,0.37
89,form,5261,6.31,8,166,0.34
90,show,3354,4.02,5,163,0.31
91,show,3354,4.02,5,163,0.31
92,first,4234,5.08,6,169,0.24
93,surface,3972,4.76,5,134,0.07
94,part,5268,6.32,6,165,-0.07
95,may,6215,7.45,7,168,-0.09
96,case,4876,5.85,5,164,-0.23
97,line,5000,6.00,5,142,-0.26
98,value,6195,7.43,5,125,-0.57
99,fig,10091,12.10,5,16,-1.28
