No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,15,0.02,7,15,8.67
2,adduced,27,0.03,5,16,7.33
3,revealed,50,0.06,6,26,6.71
4,interpretation,118,0.14,10,49,6.21
5,accounted,133,0.15,11,72,6.17
6,relating,119,0.14,9,41,6.04
7,certainty,109,0.13,8,62,6.00
8,attention,406,0.47,28,135,5.91
9,consistent,78,0.09,5,42,5.80
10,confirmed,142,0.16,9,72,5.79
11,explain,200,0.23,12,86,5.71
12,curious,206,0.24,9,77,5.25
13,arises,211,0.24,9,78,5.21
14,borne,118,0.14,5,65,5.21
15,supported,157,0.18,6,75,5.06
16,mind,180,0.21,6,77,4.86
17,fundamental,155,0.18,5,70,4.81
18,explained,318,0.37,10,106,4.77
19,due,2100,2.41,64,214,4.73
20,discovered,198,0.23,6,91,4.72
21,mere,300,0.34,9,92,4.71
22,interesting,416,0.48,12,150,4.65
23,established,212,0.24,6,82,4.62
24,important,825,0.95,23,174,4.60
25,accordance,184,0.21,5,86,4.56
26,mention,191,0.22,5,75,4.51
27,owing,556,0.64,14,160,4.45
28,teleostei,199,0.23,5,6,4.45
29,proved,439,0.50,10,141,4.31
30,remarkable,663,0.76,15,169,4.30
31,express,231,0.27,5,85,4.24
32,polyp,282,0.32,6,2,4.21
33,bearing,236,0.27,5,95,4.21
34,striking,287,0.33,6,103,4.19
35,explanation,478,0.55,9,139,4.03
36,matter,1384,1.59,26,156,4.03
37,indicated,461,0.53,7,157,3.72
38,experimental,571,0.66,8,89,3.61
39,main,608,0.70,8,103,3.52
40,known,996,1.14,13,213,3.51
41,account,936,1.08,12,206,3.48
42,merely,511,0.59,6,147,3.35
43,consideration,523,0.60,6,119,3.32
44,doubt,627,0.72,7,151,3.28
45,already,1482,1.70,16,209,3.23
46,owing,556,0.64,6,160,3.23
47,noticed,530,0.61,5,143,3.04
48,think,534,0.61,5,127,3.03
49,new,1090,1.25,10,217,3.00
50,following,2111,2.42,19,252,2.97
51,brought,570,0.65,5,172,2.93
52,observed,1917,2.20,16,201,2.86
53,seems,863,0.99,7,195,2.82
54,probable,646,0.74,5,163,2.75
55,regard,1043,1.20,8,168,2.74
56,considerable,1187,1.36,9,189,2.72
57,evidence,719,0.83,5,137,2.60
58,observed,1917,2.20,13,201,2.56
59,together,1049,1.20,7,199,2.54
60,rotation,906,1.04,6,53,2.53
61,clear,765,0.88,5,150,2.51
62,account,936,1.08,6,206,2.48
63,broad,827,0.95,5,106,2.40
64,shown,2628,3.02,15,236,2.31
65,film,1056,1.21,6,31,2.31
66,appears,1410,1.62,8,217,2.30
67,although,1304,1.50,7,190,2.22
68,many,1494,1.72,8,235,2.22
69,however,2993,3.44,16,118,2.22
70,lie,939,1.08,5,112,2.21
71,increased,1148,1.32,6,143,2.19
72,great,2524,2.90,13,234,2.16
73,far,2043,2.35,10,234,2.09
74,almost,1553,1.78,7,226,1.97
75,function,1837,2.11,8,96,1.92
76,becomes,1412,1.62,6,193,1.89
77,case,5814,6.68,24,231,1.85
78,several,1214,1.39,5,234,1.84
79,even,1702,1.96,7,225,1.84
80,view,2619,3.01,10,195,1.73
81,similar,2209,2.54,8,256,1.66
82,though,1411,1.62,5,198,1.63
83,tt,1697,1.95,6,237,1.62
84,certain,1482,1.70,5,215,1.55
85,another,1795,2.06,6,229,1.54
86,general,1885,2.17,6,226,1.47
87,find,1891,2.17,6,202,1.47
88,latter,1896,2.18,6,221,1.46
89,change,3178,3.65,10,181,1.45
90,nerve,1635,1.88,5,45,1.41
91,difference,3161,3.63,9,214,1.31
92,function,1837,2.11,5,96,1.24
93,may,7413,8.51,20,281,1.23
94,upon,3087,3.55,8,230,1.17
95,described,1932,2.22,5,221,1.17
96,light,1975,2.27,5,164,1.14
97,found,4391,5.04,11,273,1.12
98,ib,2013,2.31,5,186,1.11
99,must,2434,2.80,6,243,1.10
100,whole,2445,2.81,6,229,1.10
101,would,4495,5.16,11,256,1.09
102,given,3277,3.76,8,248,1.09
103,taken,2469,2.84,6,234,1.08
104,point,4575,5.26,11,229,1.07
105,air,2163,2.48,5,108,1.01
106,point,4575,5.26,10,229,0.93
107,less,3220,3.70,7,248,0.92
108,observation,2344,2.69,5,111,0.89
109,seen,3430,3.94,7,241,0.83
110,experiment,5545,6.37,11,97,0.79
111,first,5051,5.80,10,267,0.79
112,upon,3087,3.55,6,230,0.76
113,made,3655,4.20,7,251,0.74
114,nearly,2637,3.03,5,240,0.72
115,found,4391,5.04,8,273,0.67
116,region,2761,3.17,5,96,0.66
117,thus,3330,3.83,6,238,0.65
118,much,3973,4.56,7,264,0.62
119,show,3430,3.94,6,224,0.61
120,seen,3430,3.94,6,241,0.61
121,show,3430,3.94,6,224,0.61
122,value,4620,5.31,8,161,0.59
123,number,3703,4.25,6,243,0.50
124,mean,3469,3.98,5,129,0.33
125,effect,3534,4.06,5,161,0.30
126,also,5160,5.93,7,280,0.24
127,equation,3887,4.46,5,74,0.16
128,surface,4322,4.96,5,218,0.01
129,line,4728,5.43,5,219,-0.12
130,case,5814,6.68,6,231,-0.15
131,time,4880,5.61,5,242,-0.16
132,also,5160,5.93,5,280,-0.25
133,experiment,5545,6.37,5,97,-0.35
134,form,6023,6.92,5,258,-0.47
135,fig,13022,14.96,10,43,-0.58
