No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,48,0.05,10,27,7.61
2,notwithstanding,34,0.04,5,17,7.11
3,spite,181,0.19,25,87,7.02
4,curious,103,0.11,10,54,6.51
5,supported,317,0.34,28,109,6.38
6,recognition,57,0.06,5,31,6.37
7,emerges,60,0.06,5,31,6.29
8,reveals,73,0.08,5,42,6.01
9,relating,85,0.09,5,46,5.79
10,complicated,225,0.24,13,99,5.76
11,attention,379,0.40,21,148,5.70
12,owing,823,0.87,44,178,5.65
13,matter,574,0.61,28,161,5.52
14,inferred,117,0.12,5,54,5.33
15,revealed,125,0.13,5,65,5.23
16,remarkable,359,0.38,14,110,5.20
17,due,2378,2.53,90,241,5.15
18,confirmed,267,0.28,10,113,5.14
19,accounted,221,0.23,7,80,4.90
20,interesting,681,0.72,21,172,4.86
21,explanation,525,0.56,16,151,4.84
22,explain,197,0.21,6,86,4.84
23,regarding,248,0.26,7,89,4.73
24,presented,187,0.20,5,98,4.65
25,view,2184,2.32,58,234,4.64
26,significant,350,0.37,9,101,4.60
27,concerning,254,0.27,6,103,4.47
28,correlated,219,0.23,5,64,4.42
29,striking,361,0.38,8,112,4.38
30,mere,276,0.29,6,67,4.35
31,explained,341,0.36,7,116,4.27
32,apart,521,0.55,10,141,4.17
33,none,427,0.45,8,143,4.14
34,established,436,0.46,8,108,4.11
35,lie,1983,2.11,32,176,3.92
36,arising,319,0.34,5,112,3.88
37,arises,466,0.50,7,115,3.82
38,account,1731,1.84,26,237,3.82
39,depends,335,0.36,5,122,3.81
40,brought,457,0.49,6,145,3.63
41,suggest,381,0.41,5,120,3.63
42,important,920,0.98,12,193,3.62
43,beyond,494,0.53,6,149,3.51
44,indicated,825,0.88,10,186,3.51
45,following,1759,1.87,20,244,3.42
46,evident,505,0.54,5,138,3.22
47,experimental,1042,1.11,10,160,3.17
48,mentioned,675,0.72,6,162,3.06
49,already,1491,1.59,13,219,3.04
50,importance,584,0.62,5,158,3.01
51,known,1788,1.90,15,238,2.98
52,drawn,716,0.76,6,199,2.98
53,many,1793,1.91,15,216,2.98
54,consideration,598,0.64,5,143,2.98
55,seem,602,0.64,5,154,2.97
56,expected,614,0.65,5,156,2.94
57,related,638,0.68,5,151,2.88
58,remains,1061,1.13,8,187,2.83
59,suggested,671,0.71,5,184,2.81
60,recorded,672,0.71,5,136,2.81
61,mentioned,675,0.72,5,162,2.80
62,chromosome,681,0.72,5,15,2.79
63,observed,2067,2.20,15,204,2.77
64,represent,696,0.74,5,177,2.76
65,together,1270,1.35,9,219,2.74
66,interest,735,0.78,5,178,2.68
67,almost,1586,1.69,10,216,2.57
68,seems,1429,1.52,9,201,2.57
69,considerable,1113,1.18,7,208,2.56
70,although,1628,1.73,10,205,2.53
71,colour,833,0.89,5,81,2.50
72,primary,1069,1.14,6,116,2.40
73,presence,1089,1.16,6,179,2.37
74,far,1657,1.76,9,230,2.35
75,observed,2067,2.20,11,204,2.32
76,shown,4148,4.41,22,248,2.32
77,ridge,967,1.03,5,40,2.28
78,appears,1765,1.88,9,226,2.26
79,adult,1232,1.31,6,70,2.20
80,associated,1107,1.18,5,179,2.09
81,known,1788,1.90,8,238,2.07
82,great,1428,1.52,6,225,1.98
83,new,1747,1.86,7,220,1.91
84,make,1248,1.33,5,210,1.91
85,made,3851,4.09,15,256,1.87
86,must,2887,3.07,11,242,1.84
87,upon,1321,1.40,5,197,1.83
88,whole,2137,2.27,8,229,1.82
89,certain,1906,2.03,7,233,1.79
90,certain,1906,2.03,7,233,1.79
91,high,1391,1.48,5,170,1.76
92,probably,1948,2.07,7,211,1.76
93,follows,1397,1.49,5,231,1.75
94,wave,1398,1.49,5,59,1.75
95,appears,1765,1.88,6,226,1.68
96,maximum,1486,1.58,5,175,1.66
97,could,1806,1.92,6,222,1.64
98,strain,1512,1.61,5,70,1.64
99,strain,1512,1.61,5,70,1.64
100,appear,1815,1.93,6,229,1.64
101,group,3090,3.28,10,175,1.61
