No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,penetration,52,0.07,9,7,7.06
2,propriety,31,0.04,5,26,6.96
3,curious,153,0.20,16,69,6.33
4,adduced,67,0.09,7,30,6.33
5,anatomical,72,0.09,6,28,6.01
6,certainty,102,0.13,7,58,5.73
7,relating,96,0.12,5,40,5.33
8,interesting,306,0.40,15,136,5.24
9,establish,120,0.16,5,68,5.01
10,detailed,128,0.17,5,63,4.91
11,explain,135,0.17,5,76,4.84
12,established,270,0.35,9,98,4.68
13,important,598,0.78,18,179,4.54
14,proved,439,0.57,12,136,4.40
15,accordance,220,0.29,6,106,4.40
16,remarkable,700,0.91,19,170,4.39
17,striking,232,0.30,6,87,4.32
18,regarding,194,0.25,5,75,4.31
19,ascertained,284,0.37,7,106,4.25
20,express,332,0.43,8,88,4.22
21,stated,549,0.71,13,153,4.19
22,attention,393,0.51,9,140,4.14
23,explanation,351,0.45,8,126,4.14
24,established,270,0.35,6,98,4.10
25,explained,235,0.30,5,98,4.04
26,ascertained,284,0.37,6,106,4.03
27,foregoing,238,0.31,5,90,4.02
28,mere,291,0.38,6,116,3.99
29,already,1006,1.30,20,206,3.94
30,mentioned,519,0.67,10,114,3.89
31,pointed,265,0.34,5,101,3.86
32,capable,318,0.41,6,116,3.86
33,additional,285,0.37,5,115,3.76
34,existence,490,0.64,8,147,3.66
35,think,518,0.67,7,111,3.38
36,presented,378,0.49,5,128,3.35
37,proved,439,0.57,5,136,3.14
38,new,1248,1.62,14,190,3.11
39,observed,2001,2.59,22,232,3.08
40,evident,507,0.66,5,148,2.93
41,brought,509,0.66,5,148,2.92
42,connected,621,0.80,6,170,2.90
43,quantic,635,0.82,6,5,2.87
44,known,910,1.18,8,187,2.76
45,many,1271,1.65,11,211,2.74
46,regard,852,1.10,7,156,2.66
47,account,864,1.12,7,186,2.64
48,however,2246,2.91,18,165,2.63
49,seems,638,0.83,5,142,2.60
50,spermatozoon,648,0.84,5,6,2.57
51,drawn,668,0.87,5,157,2.53
52,appear,1217,1.58,9,201,2.51
53,well,1333,1.73,9,246,2.38
54,appears,1403,1.82,9,233,2.31
55,chemical,814,1.05,5,88,2.24
56,shown,1319,1.71,8,212,2.23
57,shown,1319,1.71,8,212,2.23
58,general,1840,2.38,11,236,2.21
59,due,851,1.10,5,172,2.18
60,regard,852,1.10,5,156,2.18
61,almost,1069,1.39,6,196,2.11
62,although,899,1.17,5,193,2.10
63,many,1271,1.65,7,211,2.09
64,observed,2001,2.59,11,232,2.08
65,known,910,1.18,5,187,2.08
66,far,1279,1.66,7,223,2.08
67,always,1108,1.44,6,209,2.06
68,latter,1756,2.28,9,214,1.98
69,system,1843,2.39,9,142,1.91
70,animal,1652,2.14,8,83,1.90
71,since,1054,1.37,5,212,1.87
72,become,1071,1.39,5,190,1.85
73,equation,3563,4.62,16,102,1.79
74,appears,1403,1.82,6,233,1.72
75,described,1433,1.86,6,202,1.69
76,equal,1924,2.49,8,214,1.68
77,long,1454,1.88,6,205,1.67
78,another,1469,1.90,6,223,1.66
79,following,2513,3.26,10,264,1.62
80,take,1306,1.69,5,202,1.56
81,certain,1315,1.70,5,220,1.55
82,made,3231,4.19,12,258,1.52
83,function,2191,2.84,8,113,1.49
84,similar,1651,2.14,6,241,1.49
85,similar,1651,2.14,6,241,1.49
86,manner,1379,1.79,5,220,1.48
87,great,2274,2.95,8,243,1.44
88,paper,1427,1.85,5,188,1.43
89,also,3455,4.48,12,277,1.42
90,last,1464,1.90,5,228,1.40
91,show,1507,1.95,5,216,1.36
92,order,1921,2.49,6,245,1.27
93,first,4486,5.81,14,275,1.27
94,would,3535,4.58,11,262,1.26
95,substance,2591,3.36,8,141,1.25
96,however,2246,2.91,6,165,1.04
97,may,8056,10.44,20,286,0.94
98,give,2063,2.67,5,222,0.90
99,value,3067,3.97,7,160,0.82
100,must,2202,2.85,5,249,0.81
101,tube,2215,2.87,5,95,0.80
102,equation,3563,4.62,8,102,0.79
103,case,4103,5.32,9,243,0.76
104,point,4281,5.55,9,230,0.70
105,place,2464,3.19,5,227,0.65
106,upon,4003,5.19,8,255,0.62
107,observation,3029,3.93,6,121,0.61
108,body,3075,3.99,6,159,0.59
109,side,3075,3.99,6,187,0.59
110,result,3619,4.69,7,211,0.58
111,form,5094,6.60,9,258,0.45
112,cell,2844,3.69,5,49,0.44
113,found,3439,4.46,6,268,0.43
114,also,3455,4.48,6,277,0.42
115,line,4133,5.36,7,194,0.39
116,time,3892,5.04,6,231,0.25
117,upon,4003,5.19,6,255,0.21
118,number,3578,4.64,5,242,0.11
119,experiment,4914,6.37,6,117,-0.09
120,case,4103,5.32,5,243,-0.09
121,may,8056,10.44,6,286,-0.80
