No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,22,0.03,7,12,7.96
2,emphasise,39,0.05,8,26,7.32
3,reveals,37,0.05,7,18,7.21
4,notwithstanding,34,0.04,5,26,6.84
5,spite,142,0.18,18,69,6.63
6,inferred,49,0.06,5,31,6.32
7,supported,189,0.24,17,78,6.13
8,owing,644,0.82,49,141,5.89
9,attention,324,0.41,24,108,5.85
10,matter,654,0.84,47,139,5.81
11,curious,122,0.16,7,58,5.49
12,significant,133,0.17,6,43,5.14
13,striking,246,0.32,11,88,5.13
14,affords,119,0.15,5,65,5.04
15,explain,166,0.21,6,79,4.82
16,brought,336,0.43,12,116,4.80
17,accordance,180,0.23,6,80,4.70
18,due,2252,2.88,74,179,4.68
19,established,226,0.29,7,83,4.60
20,express,211,0.27,6,94,4.47
21,remarkable,369,0.47,10,116,4.40
22,led,230,0.29,6,112,4.35
23,important,935,1.20,24,164,4.33
24,arises,220,0.28,5,71,4.15
25,beyond,484,0.62,11,124,4.15
26,explained,327,0.42,7,110,4.06
27,account,1074,1.38,21,161,3.93
28,experimental,734,0.94,14,103,3.90
29,actual,767,0.98,13,155,3.73
30,indicated,713,0.91,12,140,3.72
31,bearing,300,0.38,5,89,3.70
32,view,1508,1.93,25,157,3.69
33,lie,1227,1.57,20,125,3.67
34,depends,316,0.40,5,110,3.63
35,obvious,330,0.42,5,104,3.56
36,seem,654,0.84,9,128,3.43
37,interesting,462,0.59,6,131,3.34
38,multiple,438,0.56,5,41,3.16
39,known,1156,1.48,13,160,3.13
40,consideration,549,0.70,6,107,3.09
41,connected,554,0.71,6,126,3.08
42,remains,584,0.75,6,134,3.00
43,expected,511,0.65,5,116,2.93
44,drawn,659,0.84,6,143,2.83
45,new,1201,1.54,10,158,2.70
46,shown,2844,3.64,23,185,2.66
47,somewhat,769,0.98,6,139,2.61
48,important,935,1.20,7,164,2.55
49,main,817,1.05,6,132,2.52
50,fall,709,0.91,5,117,2.46
51,colour,884,1.13,6,40,2.41
52,necessary,1061,1.36,7,166,2.37
53,following,1668,2.14,11,183,2.36
54,many,1453,1.86,9,172,2.27
55,observed,2277,2.92,14,152,2.26
56,observed,2277,2.92,14,152,2.26
57,however,2766,3.54,17,73,2.26
58,point,4024,5.15,23,181,2.16
59,clear,877,1.12,5,152,2.15
60,although,1053,1.35,6,141,2.15
61,individual,908,1.16,5,101,2.10
62,certain,1483,1.90,8,172,2.07
63,separation,942,1.21,5,74,2.05
64,central,971,1.24,5,100,2.01
65,upon,1688,2.16,8,137,1.89
66,found,3897,4.99,18,187,1.85
67,great,1523,1.95,7,178,1.84
68,might,1114,1.43,5,172,1.81
69,total,1138,1.46,5,143,1.78
70,already,1181,1.51,5,175,1.73
71,new,1201,1.54,5,158,1.70
72,find,1226,1.57,5,161,1.67
73,method,2376,3.04,9,171,1.56
74,set,1597,2.05,6,153,1.55
75,far,1615,2.07,6,177,1.54
76,appears,1352,1.73,5,166,1.53
77,observation,2459,3.15,9,113,1.52
78,may,7101,9.09,25,188,1.46
79,must,2290,2.93,8,181,1.45
80,scale,1432,1.83,5,97,1.45
81,theory,1731,2.22,6,120,1.44
82,described,1774,2.27,6,160,1.40
83,certain,1483,1.90,5,172,1.40
84,latter,1499,1.92,5,168,1.38
85,far,1615,2.07,5,177,1.27
86,whole,1618,2.07,5,184,1.27
87,found,3897,4.99,12,187,1.27
88,figure,1699,2.18,5,117,1.20
89,large,3078,3.94,9,182,1.19
90,specie,1732,2.22,5,2,1.17
91,specie,1732,2.22,5,2,1.17
92,shown,2844,3.64,8,185,1.14
93,also,4294,5.50,12,187,1.13
94,line,6089,7.80,17,162,1.12
95,difference,2515,3.22,7,171,1.12
96,much,2281,2.92,6,183,1.04
97,show,3458,4.43,9,181,1.02
98,made,3076,3.94,8,185,1.02
99,give,2838,3.63,7,180,0.95
100,right,2067,2.65,5,147,0.92
101,number,3349,4.29,8,177,0.90
102,condition,2607,3.34,6,147,0.85
103,present,3058,3.92,7,188,0.84
104,series,4443,5.69,10,172,0.81
105,specimen,2242,2.87,5,66,0.80
106,curve,3777,4.84,8,118,0.73
107,method,2376,3.04,5,171,0.72
108,result,4407,5.64,9,171,0.67
109,value,7835,10.03,16,155,0.67
110,would,3996,5.12,8,189,0.64
111,case,6034,7.73,12,185,0.64
112,condition,2607,3.34,5,147,0.58
113,curve,3777,4.84,7,118,0.53
114,pressure,2740,3.51,5,98,0.51
115,case,6034,7.73,11,185,0.51
116,form,5504,7.05,10,186,0.50
117,experiment,3913,5.01,7,92,0.48
118,line,6089,7.80,10,162,0.36
119,also,4294,5.50,7,187,0.35
120,first,4660,5.97,7,189,0.23
121,small,4001,5.12,6,186,0.23
122,point,4024,5.15,6,181,0.22
123,given,3686,4.72,5,186,0.08
124,experiment,3913,5.01,5,92,-0.00
125,small,4001,5.12,5,186,-0.04
126,may,7101,9.09,8,188,-0.18
127,series,4443,5.69,5,172,-0.19
128,value,7835,10.03,5,155,-1.00
129,fig,9984,12.79,6,27,-1.09
