No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,12,0.01,6,12,8.70
2,interpretation,127,0.15,10,45,6.04
3,aware,91,0.11,7,43,6.00
4,consistent,70,0.08,5,37,5.90
5,confirmed,136,0.16,9,64,5.79
6,certainty,106,0.13,7,58,5.78
7,attention,355,0.43,22,119,5.69
8,explain,196,0.24,12,74,5.67
9,accounted,107,0.13,6,53,5.55
10,relating,113,0.14,6,40,5.47
11,curious,202,0.24,10,66,5.37
12,arises,162,0.19,8,60,5.36
13,mind,199,0.24,9,73,5.24
14,tends,117,0.14,5,61,5.16
15,interesting,353,0.42,15,132,5.15
16,detailed,146,0.18,6,63,5.10
17,supported,144,0.17,5,66,4.86
18,mention,167,0.20,5,62,4.64
19,teleostei,169,0.20,5,8,4.62
20,explained,272,0.33,8,87,4.62
21,remarkable,616,0.74,18,146,4.61
22,express,215,0.26,6,76,4.54
23,owing,431,0.52,12,134,4.54
24,established,180,0.22,5,68,4.53
25,discovered,180,0.22,5,83,4.53
26,due,1858,2.23,51,181,4.52
27,additional,309,0.37,8,106,4.43
28,proved,430,0.52,11,122,4.41
29,important,727,0.87,17,150,4.29
30,indicated,376,0.45,8,131,4.15
31,occurrence,258,0.31,5,59,4.01
32,experimental,442,0.53,8,71,3.92
33,account,782,0.94,14,179,3.90
34,statement,287,0.34,5,72,3.86
35,evident,361,0.43,6,107,3.79
36,explanation,423,0.51,7,116,3.79
37,polyp,381,0.46,6,3,3.71
38,mere,327,0.39,5,84,3.67
39,existence,343,0.41,5,99,3.60
40,known,836,1.00,12,185,3.58
41,already,1354,1.62,17,180,3.39
42,main,577,0.69,7,91,3.34
43,think,527,0.63,6,112,3.25
44,think,527,0.63,6,112,3.25
45,matter,1440,1.73,16,133,3.21
46,brought,564,0.68,6,148,3.15
47,pointed,473,0.57,5,134,3.14
48,noticed,475,0.57,5,122,3.13
49,merely,514,0.62,5,124,3.02
50,evidence,552,0.66,5,118,2.92
51,observed,1739,2.09,15,185,2.85
52,following,1996,2.39,17,229,2.83
53,doubt,597,0.72,5,133,2.80
54,doubt,597,0.72,5,133,2.80
55,shown,2299,2.76,19,206,2.78
56,observed,1739,2.09,14,185,2.75
57,question,808,0.97,6,140,2.63
58,whilst,970,1.16,7,91,2.59
59,appears,1299,1.56,9,182,2.53
60,seems,729,0.87,5,168,2.52
61,alone,736,0.88,5,113,2.50
62,new,1064,1.28,7,191,2.46
63,able,768,0.92,5,153,2.44
64,considerable,1093,1.31,7,168,2.42
65,great,2415,2.90,15,204,2.37
66,certain,1311,1.57,8,187,2.35
67,far,1769,2.12,10,205,2.24
68,almost,1437,1.72,8,197,2.21
69,regard,936,1.12,5,144,2.16
70,however,2826,3.39,15,111,2.15
71,every,942,1.13,5,167,2.15
72,although,1143,1.37,6,169,2.13
73,together,988,1.18,5,177,2.08
74,latter,1800,2.16,9,192,2.06
75,single,1046,1.25,5,180,1.99
76,becomes,1260,1.51,6,165,1.99
77,case,5254,6.30,25,206,1.99
78,function,1733,2.08,8,91,1.94
79,even,1602,1.92,7,200,1.87
80,many,1380,1.66,6,206,1.86
81,view,2580,3.09,11,167,1.83
82,nerve,1420,1.70,6,38,1.82
83,another,1690,2.03,7,202,1.79
84,function,1733,2.08,7,91,1.75
85,similar,2005,2.40,8,225,1.73
86,tt,1607,1.93,6,223,1.64
87,difference,2724,3.27,10,194,1.61
88,described,1764,2.12,6,194,1.50
89,find,1844,2.21,6,173,1.44
90,first,4509,5.41,14,238,1.37
91,taken,2195,2.63,6,206,1.19
92,much,3738,4.48,10,231,1.16
93,value,3785,4.54,10,143,1.14
94,may,6444,7.73,17,250,1.14
95,change,2669,3.20,7,160,1.13
96,point,4388,5.26,11,199,1.06
97,given,2800,3.36,7,219,1.06
98,upon,2833,3.40,7,203,1.04
99,would,4053,4.86,10,229,1.04
100,must,2072,2.49,5,217,1.01
101,less,2952,3.54,7,215,0.98
102,obtained,2162,2.59,5,224,0.95
103,point,4388,5.26,10,199,0.93
104,nearly,2379,2.85,5,211,0.81
105,thus,2930,3.51,6,211,0.77
106,show,3001,3.60,6,196,0.74
107,show,3001,3.60,6,196,0.74
108,experiment,5009,6.01,10,85,0.74
109,made,3342,4.01,6,226,0.58
110,however,2826,3.39,5,111,0.56
111,equation,3983,4.78,7,66,0.55
112,therefore,2931,3.52,5,202,0.51
113,number,3119,3.74,5,214,0.42
114,mean,3272,3.92,5,119,0.35
115,case,5254,6.30,8,206,0.34
116,found,3975,4.77,6,244,0.33
117,seen,3356,4.02,5,209,0.31
118,seen,3356,4.02,5,209,0.31
119,also,4667,5.60,6,250,0.10
120,experiment,5009,6.01,6,85,-0.00
121,time,4648,5.57,5,214,-0.16
122,also,4667,5.60,5,250,-0.16
123,tube,4667,5.60,5,108,-0.16
124,line,4708,5.65,5,193,-0.18
125,may,6444,7.73,6,250,-0.37
126,form,5503,6.60,5,227,-0.40
127,fig,12862,15.43,8,32,-0.95
