No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,familiar,68,0.08,8,35,6.56
2,spite,151,0.19,15,75,6.31
3,curious,143,0.18,13,66,6.19
4,significant,95,0.12,8,34,6.08
5,relating,142,0.18,11,51,5.95
6,arrange,81,0.10,6,47,5.89
7,notwithstanding,94,0.12,6,45,5.68
8,establish,95,0.12,6,56,5.66
9,attention,580,0.72,31,159,5.42
10,explain,226,0.28,12,103,5.41
11,accounted,142,0.18,7,76,5.30
12,anatomical,184,0.23,9,37,5.29
13,justified,139,0.17,6,69,5.11
14,established,326,0.41,14,97,5.10
15,matter,1800,2.25,70,174,4.96
16,proved,501,0.63,17,163,4.76
17,interesting,502,0.63,17,157,4.76
18,came,215,0.27,7,97,4.70
19,complicated,157,0.20,5,70,4.67
20,striking,387,0.48,12,116,4.63
21,demonstrated,194,0.24,6,61,4.63
22,significance,163,0.20,5,50,4.62
23,explanation,577,0.72,17,159,4.56
24,owing,876,1.09,25,184,4.51
25,mere,259,0.32,7,103,4.44
26,express,334,0.42,9,110,4.43
27,mention,223,0.28,6,69,4.43
28,fundamental,274,0.34,7,68,4.35
29,due,3046,3.80,76,236,4.32
30,remarkable,482,0.60,12,134,4.32
31,important,971,1.21,24,210,4.31
32,explained,369,0.46,9,110,4.29
33,interpretation,216,0.27,5,71,4.21
34,summary,220,0.27,5,76,4.19
35,accordance,222,0.28,5,88,4.17
36,confirmed,222,0.28,5,98,4.17
37,confirmed,222,0.28,5,98,4.17
38,lie,1256,1.57,27,150,4.11
39,arises,241,0.30,5,82,4.05
40,consequence,447,0.56,9,114,4.01
41,supported,300,0.37,6,98,4.00
42,suggested,425,0.53,8,155,3.91
43,previously,769,0.96,13,181,3.76
44,noted,615,0.77,10,120,3.70
45,chief,378,0.47,6,135,3.67
46,detailed,322,0.40,5,114,3.64
47,established,326,0.41,5,97,3.62
48,drawn,919,1.15,14,191,3.61
49,led,481,0.60,7,172,3.54
50,already,1828,2.28,26,232,3.51
51,brought,679,0.85,9,176,3.41
52,view,1907,2.38,25,188,3.39
53,evident,688,0.86,9,142,3.39
54,account,1315,1.64,17,217,3.37
55,consideration,723,0.90,9,139,3.32
56,known,1425,1.78,17,224,3.26
57,believe,431,0.54,5,106,3.22
58,seem,809,1.01,9,168,3.16
59,experimental,823,1.03,9,117,3.13
60,note,655,0.82,7,139,3.10
61,agreement,477,0.60,5,104,3.07
62,clearly,773,0.97,8,186,3.05
63,bearing,589,0.74,6,127,3.03
64,stated,797,1.00,8,168,3.01
65,shown,3247,4.05,32,259,2.98
66,main,729,0.91,7,141,2.94
67,always,1475,1.84,14,228,2.93
68,beyond,634,0.79,6,179,2.92
69,represent,639,0.80,6,166,2.91
70,remains,961,1.20,9,185,2.91
71,doubt,855,1.07,8,160,2.91
72,importance,561,0.70,5,145,2.84
73,support,574,0.72,5,120,2.80
74,never,581,0.73,5,168,2.78
75,obvious,582,0.73,5,143,2.78
76,bearing,589,0.74,5,127,2.77
77,indicated,832,1.04,7,176,2.75
78,certain,2183,2.73,18,236,2.72
79,noticed,611,0.76,5,165,2.71
80,mentioned,654,0.82,5,148,2.61
81,observed,2894,3.61,22,221,2.61
82,consists,703,0.88,5,165,2.51
83,often,1005,1.26,7,161,2.48
84,consideration,723,0.90,5,139,2.47
85,evidence,1597,1.99,11,174,2.46
86,shall,1045,1.30,7,169,2.42
87,many,1850,2.31,12,227,2.38
88,easily,779,0.97,5,206,2.36
89,following,2746,3.43,17,251,2.31
90,new,1315,1.64,8,196,2.28
91,definite,856,1.07,5,182,2.23
92,appear,1733,2.16,10,222,2.21
93,seems,1239,1.55,7,196,2.18
94,taking,904,1.13,5,205,2.15
95,clear,947,1.18,5,183,2.08
96,observed,2894,3.61,15,221,2.05
97,connected,1189,1.48,6,202,2.01
98,although,1601,2.00,8,200,2.00
99,every,1029,1.29,5,213,1.96
100,upon,3845,4.80,18,198,1.91
101,bundle,1504,1.88,7,42,1.90
102,considerable,1296,1.62,6,218,1.89
103,appears,1981,2.47,9,231,1.86
104,distribution,1104,1.38,5,121,1.86
105,yet,1115,1.39,5,202,1.84
106,since,2055,2.57,9,222,1.81
107,might,1625,2.03,7,237,1.79
108,far,2381,2.97,10,249,1.75
109,light,2419,3.02,10,187,1.73
110,certain,2183,2.73,9,236,1.72
111,last,1459,1.82,6,239,1.72
112,conclusion,1274,1.59,5,179,1.65
113,quite,1533,1.91,6,216,1.65
114,electric,1547,1.93,6,80,1.63
115,find,2098,2.62,8,217,1.61
116,almost,1585,1.98,6,213,1.60
117,use,1332,1.66,5,214,1.59
118,may,10626,13.27,39,268,1.56
119,theory,2241,2.80,8,127,1.52
120,state,1461,1.82,5,201,1.45
121,follows,1462,1.83,5,220,1.45
122,follows,1462,1.83,5,220,1.45
123,great,2349,2.93,8,240,1.45
124,specie,1472,1.84,5,3,1.44
125,theory,2241,2.80,7,127,1.32
126,case,8994,11.23,28,254,1.32
127,regard,1634,2.04,5,185,1.29
128,described,2625,3.28,8,224,1.29
129,well,2650,3.31,8,251,1.27
130,would,5305,6.62,16,257,1.27
131,still,2024,2.53,6,236,1.25
132,though,2052,2.56,6,203,1.23
133,normal,2402,3.00,7,169,1.22
134,another,2074,2.59,6,240,1.21
135,septum,1746,2.18,5,28,1.20
136,character,1767,2.21,5,141,1.18
137,general,2491,3.11,7,238,1.17
138,must,3583,4.47,10,245,1.16
139,present,3645,4.55,10,241,1.14
140,group,2199,2.75,6,128,1.13
141,group,2199,2.75,6,128,1.13
142,whole,2573,3.21,7,239,1.12
143,body,2640,3.30,7,133,1.09
144,similar,2648,3.31,7,253,1.08
145,period,1913,2.39,5,145,1.07
146,point,6179,7.72,16,254,1.05
147,increase,2319,2.90,6,203,1.05
148,also,6231,7.78,16,267,1.04
149,however,3906,4.88,10,127,1.04
150,much,3522,4.40,9,252,1.03
151,without,2022,2.53,5,238,0.99
152,still,2024,2.53,5,236,0.98
153,shown,3247,4.05,8,259,0.98
154,taken,3313,4.14,8,257,0.95
155,general,2491,3.11,6,238,0.95
156,gas,2547,3.18,6,111,0.92
157,possible,2152,2.69,5,248,0.90
158,however,3906,4.88,9,127,0.88
