No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,adduced,39,0.04,7,19,7.28
2,curious,175,0.20,18,69,6.48
3,interesting,255,0.29,20,106,6.09
4,establish,94,0.11,5,54,5.53
5,stated,445,0.51,22,125,5.42
6,singular,107,0.12,5,54,5.34
7,supported,115,0.13,5,58,5.24
8,statement,164,0.19,6,42,4.99
9,accordance,151,0.17,5,68,4.84
10,proved,280,0.32,9,99,4.80
11,prove,262,0.30,8,101,4.73
12,noticed,241,0.28,7,73,4.65
13,important,422,0.49,12,136,4.62
14,ascertained,278,0.32,7,99,4.45
15,remarkable,377,0.43,9,134,4.37
16,ascertained,278,0.32,6,99,4.23
17,fully,259,0.30,5,120,4.07
18,prove,262,0.30,5,101,4.05
19,principal,321,0.37,6,114,4.02
20,preceding,655,0.76,11,154,3.86
21,class,434,0.50,7,83,3.81
22,connected,750,0.86,12,130,3.79
23,known,616,0.71,9,148,3.66
24,remarkable,377,0.43,5,134,3.52
25,various,456,0.53,6,151,3.51
26,appears,1162,1.34,14,202,3.39
27,induction,457,0.53,5,18,3.25
28,general,1275,1.47,13,180,3.14
29,already,698,0.80,7,169,3.12
30,appears,1162,1.34,10,202,2.90
31,appear,821,0.95,7,173,2.89
32,new,825,0.95,7,172,2.88
33,observed,1316,1.52,10,194,2.72
34,many,1151,1.33,8,194,2.59
35,observed,1316,1.52,9,194,2.57
36,whole,1512,1.74,9,215,2.37
37,subject,861,0.99,5,176,2.33
38,theory,1074,1.24,6,108,2.28
39,series,1101,1.27,6,151,2.24
40,following,1378,1.59,7,229,2.14
41,might,1056,1.22,5,199,2.04
42,many,1151,1.33,5,194,1.91
43,nerve,1172,1.35,5,14,1.89
44,however,1198,1.38,5,113,1.86
45,however,1198,1.38,5,113,1.86
46,may,5276,6.08,22,260,1.85
47,would,2408,2.78,10,233,1.85
48,state,2003,2.31,7,189,1.60
49,case,2468,2.85,8,197,1.49
50,first,2832,3.27,7,235,1.10
51,observation,2705,3.12,6,115,0.94
52,point,2897,3.34,6,196,0.84
53,observation,2705,3.12,5,115,0.68
54,experiment,3303,3.81,5,115,0.39
55,experiment,3303,3.81,5,115,0.39
