No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,19,0.02,6,15,8.01
2,reveals,23,0.03,6,18,7.74
3,spite,148,0.18,20,75,6.79
4,supported,217,0.27,19,97,6.16
5,matter,530,0.65,44,143,6.09
6,owing,665,0.81,45,154,5.79
7,curious,110,0.13,7,57,5.70
8,attention,360,0.44,22,126,5.64
9,establish,91,0.11,5,50,5.49
10,explain,184,0.22,10,82,5.47
11,concerning,111,0.14,6,57,5.47
12,remarkable,375,0.46,19,122,5.37
13,complicated,102,0.12,5,56,5.33
14,brought,472,0.58,16,137,4.79
15,arises,234,0.29,7,78,4.61
16,express,202,0.25,6,103,4.60
17,due,2388,2.92,68,197,4.54
18,important,842,1.03,23,177,4.48
19,bearing,272,0.33,7,81,4.40
20,beyond,448,0.55,11,131,4.33
21,explained,326,0.40,8,119,4.33
22,striking,247,0.30,6,94,4.31
23,extremely,336,0.41,7,117,4.09
24,support,402,0.49,8,112,4.02
25,experimental,712,0.87,14,112,4.01
26,actual,838,1.02,16,160,3.97
27,indicated,689,0.84,13,157,3.95
28,established,323,0.39,6,86,3.93
29,view,1714,2.10,31,176,3.89
30,expected,400,0.49,7,113,3.84
31,account,1085,1.33,18,178,3.76
32,consideration,577,0.71,9,112,3.67
33,interesting,500,0.61,7,149,3.52
34,lie,1234,1.51,17,136,3.49
35,support,402,0.49,5,112,3.35
36,proved,452,0.55,5,129,3.18
37,agreement,554,0.68,6,126,3.15
38,explanation,475,0.58,5,133,3.11
39,seem,669,0.82,7,144,3.10
40,known,1165,1.42,12,179,3.07
41,drawn,715,0.87,7,155,3.00
42,following,1853,2.27,17,205,2.91
43,remains,571,0.70,5,140,2.84
44,clear,813,0.99,6,153,2.59
45,clear,813,0.99,6,153,2.59
46,important,842,1.03,6,177,2.54
47,already,1361,1.66,9,195,2.44
48,primary,758,0.93,5,80,2.43
49,although,969,1.18,6,165,2.34
50,trace,808,0.99,5,107,2.34
51,however,2940,3.59,18,68,2.32
52,shown,3071,3.75,18,206,2.26
53,together,880,1.08,5,178,2.22
54,negative,1119,1.37,6,111,2.13
55,new,1319,1.61,7,165,2.12
56,hydrogen,969,1.18,5,44,2.08
57,upon,2144,2.62,11,164,2.07
58,possible,1963,2.40,10,201,2.06
59,individual,1058,1.29,5,116,1.95
60,lateral,1077,1.32,5,67,1.93
61,seems,1091,1.33,5,165,1.91
62,observed,2202,2.69,10,174,1.89
63,many,1554,1.90,7,193,1.88
64,point,4505,5.51,20,206,1.86
65,branch,1367,1.67,6,65,1.84
66,appears,1390,1.70,6,187,1.82
67,necessary,1169,1.43,5,187,1.81
68,observed,2202,2.69,9,174,1.74
69,must,2304,2.82,9,204,1.68
70,appear,1316,1.61,5,188,1.64
71,method,2588,3.16,9,191,1.51
72,high,1438,1.76,5,168,1.51
73,great,1743,2.13,6,202,1.49
74,certain,1458,1.78,5,194,1.49
75,whole,1794,2.19,6,199,1.45
76,set,1514,1.85,5,166,1.43
77,may,7110,8.69,23,212,1.40
78,spectrum,1591,1.95,5,36,1.36
79,latter,1671,2.04,5,183,1.29
80,figure,2008,2.45,6,121,1.29
81,also,4742,5.80,14,213,1.27
82,line,5904,7.22,16,180,1.15
83,small,4227,5.17,11,210,1.09
84,series,4320,5.28,11,191,1.06
85,would,4045,4.95,10,211,1.02
86,described,2031,2.48,5,180,1.01
87,found,4490,5.49,11,212,1.00
88,much,2569,3.14,6,201,0.93
89,order,2569,3.14,6,193,0.93
90,obtained,3014,3.68,7,202,0.93
91,observation,3023,3.70,7,115,0.92
92,shown,3071,3.75,7,206,0.90
93,first,4926,6.02,11,213,0.87
94,made,3692,4.51,8,214,0.83
95,number,4160,5.09,9,203,0.82
96,specimen,2397,2.93,5,70,0.77
97,point,4505,5.51,9,206,0.71
98,number,4160,5.09,8,203,0.65
99,also,4742,5.80,9,213,0.63
100,case,6881,8.41,13,208,0.63
101,show,3717,4.54,7,203,0.62
102,difference,3201,3.91,6,195,0.62
103,difference,3201,3.91,6,195,0.62
104,water,2670,3.26,5,126,0.62
105,give,2867,3.50,5,202,0.51
106,large,3074,3.76,5,203,0.41
107,present,3074,3.76,5,206,0.41
108,present,3074,3.76,5,206,0.41
109,given,3754,4.59,6,210,0.39
110,value,8299,10.15,13,169,0.36
111,found,4490,5.49,7,212,0.35
112,line,5904,7.22,9,180,0.32
113,seen,3292,4.02,5,207,0.31
114,pressure,4759,5.82,7,113,0.27
115,mean,4580,5.60,6,130,0.10
116,curve,4083,4.99,5,127,0.00
117,case,6881,8.41,8,208,-0.07
118,series,4320,5.28,5,191,-0.08
119,result,5130,6.27,5,185,-0.33
120,form,5149,6.29,5,204,-0.33
121,may,7110,8.69,5,212,-0.80
122,fig,10275,12.56,7,23,-0.84
