No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,fiction,122,0.05,25,29,9.02
2,finder,28,0.01,5,10,8.82
3,trier,44,0.02,6,14,8.43
4,stylized,69,0.03,7,48,8.01
5,arithmetical,73,0.03,6,24,7.70
6,obscures,69,0.03,5,66,7.52
7,undermined,89,0.04,6,63,7.42
8,overlook,86,0.03,5,60,7.20
9,spite,576,0.23,29,379,7.00
10,contradicts,105,0.04,5,90,6.92
11,exacerbated,304,0.12,14,254,6.87
12,despite,7181,2.83,313,3404,6.79
13,compounded,143,0.06,6,119,6.73
14,notwithstanding,254,0.10,10,141,6.64
15,fallacy,160,0.06,6,44,6.57
16,reflects,2217,0.87,79,1429,6.50
17,complicated,1629,0.64,56,979,6.45
18,underscore,251,0.10,8,112,6.34
19,underline,202,0.08,6,98,6.23
20,justified,486,0.19,14,307,6.19
21,virtue,439,0.17,12,254,6.11
22,ignores,199,0.08,5,174,5.99
23,myth,211,0.08,5,85,5.91
24,due,19986,7.88,405,4522,5.68
25,motivated,1489,0.59,30,895,5.67
26,explained,4226,1.67,85,2143,5.67
27,attributable,553,0.22,11,350,5.66
28,emphasize,1238,0.49,22,904,5.49
29,exploiting,820,0.32,14,547,5.44
30,translates,358,0.14,6,292,5.41
31,lie,2889,1.14,48,775,5.40
32,lsw,307,0.12,5,7,5.37
33,relies,1468,0.58,23,1052,5.31
34,refers,1687,0.67,26,1069,5.29
35,reflecting,1433,0.57,22,969,5.28
36,remarkable,1511,0.60,23,951,5.27
37,attributed,2154,0.85,32,1268,5.24
38,chaperone,761,0.30,11,87,5.20
39,exploit,1401,0.55,20,697,5.18
40,arises,1827,0.72,26,1143,5.17
41,derives,357,0.14,5,295,5.15
42,aware,913,0.36,11,619,4.93
43,emphasizes,516,0.20,6,418,4.88
44,evidenced,618,0.24,7,477,4.84
45,relates,1080,0.43,12,821,4.82
46,reflected,2082,0.82,23,1264,4.81
47,mere,663,0.26,7,403,4.74
48,owing,7696,3.04,81,2591,4.74
49,highlight,4308,1.70,44,1690,4.69
50,sight,496,0.20,5,214,4.68
51,matter,8168,3.22,80,1871,4.63
52,account,10789,4.26,102,3331,4.58
53,accounting,1518,0.60,14,939,4.55
54,arithmetic,759,0.30,7,155,4.55
55,aside,544,0.21,5,357,4.54
56,come,6405,2.53,58,1971,4.52
57,reflect,4230,1.67,38,2154,4.51
58,semigroup,785,0.31,7,28,4.50
59,spite,576,0.23,5,379,4.46
60,confirms,600,0.24,5,493,4.40
61,stem,6282,2.48,48,883,4.28
62,sheet,2760,1.09,21,325,4.27
63,highlighted,1966,0.78,14,1187,4.17
64,virtually,717,0.28,5,531,4.14
65,besides,1166,0.46,8,665,4.12
66,trivial,876,0.35,6,375,4.12
67,striking,1176,0.46,8,798,4.11
68,supported,7900,3.12,52,4046,4.06
69,mention,787,0.31,5,511,4.01
70,shall,1339,0.53,8,522,3.92
71,advantage,5700,2.25,34,1944,3.92
72,accordance,866,0.34,5,588,3.87
73,follows,6793,2.68,39,1756,3.86
74,axiom,879,0.35,5,46,3.85
75,exploited,916,0.36,5,560,3.79
76,telomerase,934,0.37,5,48,3.76
77,unable,1132,0.45,6,826,3.75
78,imply,1515,0.60,8,1040,3.74
79,facilitated,957,0.38,5,738,3.73
80,arise,3298,1.30,17,1723,3.71
81,something,1750,0.69,9,822,3.70
82,consistent,10434,4.12,52,3438,3.66
83,obvious,2231,0.88,11,1373,3.64
84,highlighting,1017,0.40,5,801,3.64
85,none,1632,0.64,8,1077,3.64
86,cosmology,1023,0.40,5,84,3.63
87,subduction,1248,0.49,6,67,3.61
88,except,2916,1.15,14,1658,3.61
89,quite,3574,1.41,17,1959,3.59
90,implies,3427,1.35,16,1655,3.57
91,apart,1768,0.70,8,1023,3.52
92,easy,2017,0.80,9,1215,3.50
93,proof,5411,2.13,24,632,3.49
94,tation,1171,0.46,5,682,3.44
95,illustrates,1654,0.65,7,1108,3.42
96,many,30423,12.00,127,5622,3.40
97,contrary,1209,0.48,5,601,3.39
98,considering,4886,1.93,20,2488,3.38
99,related,16147,6.37,66,4721,3.37
100,evident,1991,0.79,8,1170,3.35
101,proposition,1568,0.62,6,240,3.28
102,speaker,1592,0.63,6,127,3.26
103,reflection,2402,0.95,9,602,3.25
104,believe,1654,0.65,6,1001,3.20
105,infinite,1665,0.66,6,623,3.19
106,neither,1956,0.77,7,1340,3.18
