No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,26,0.03,5,22,7.32
2,penetration,51,0.06,9,7,7.20
3,curious,141,0.17,15,64,6.47
4,certainty,85,0.10,7,45,6.10
5,supported,105,0.13,5,52,5.31
6,mention,145,0.17,6,65,5.10
7,interesting,258,0.31,9,117,4.86
8,established,236,0.28,8,84,4.82
9,stated,451,0.54,15,143,4.79
10,proved,377,0.45,12,120,4.73
11,remarkable,606,0.73,19,147,4.70
12,accordance,197,0.24,6,99,4.66
13,explanation,300,0.36,9,111,4.64
14,important,503,0.60,15,158,4.63
15,ascertained,235,0.28,6,98,4.41
16,express,275,0.33,7,80,4.40
17,ascertained,235,0.28,5,98,4.15
18,already,871,1.05,18,179,4.10
19,pointed,245,0.29,5,92,4.08
20,additional,262,0.32,5,103,3.99
21,attention,315,0.38,6,127,3.99
22,think,462,0.56,7,100,3.66
23,existence,433,0.52,6,126,3.53
24,proved,377,0.45,5,120,3.46
25,mentioned,465,0.56,6,111,3.42
26,known,795,0.96,10,163,3.39
27,principal,519,0.62,5,112,3.00
28,connected,537,0.65,5,151,2.95
29,new,1206,1.45,11,175,2.92
30,drawn,553,0.67,5,140,2.91
31,many,1084,1.30,9,195,2.79
32,regard,727,0.87,6,140,2.78
33,observed,1742,2.09,14,206,2.74
34,chemical,655,0.79,5,80,2.67
35,known,795,0.96,6,163,2.65
36,spermatozoon,663,0.80,5,6,2.65
37,shown,1138,1.37,8,190,2.55
38,due,725,0.87,5,152,2.52
39,regard,727,0.87,5,140,2.52
40,appear,1046,1.26,7,180,2.48
41,animal,1090,1.31,7,77,2.42
42,general,1583,1.90,10,209,2.39
43,described,1269,1.53,8,177,2.39
44,however,1920,2.31,12,163,2.38
45,always,972,1.17,6,194,2.36
46,well,1138,1.37,7,219,2.35
47,almost,901,1.08,5,180,2.21
48,many,1084,1.30,6,195,2.20
49,since,935,1.12,5,179,2.15
50,become,938,1.13,5,170,2.15
51,shown,1138,1.37,6,190,2.13
52,observed,1742,2.09,9,206,2.10
53,system,1369,1.65,7,121,2.09
54,latter,1550,1.86,7,194,1.91
55,long,1337,1.61,6,187,1.90
56,following,2261,2.72,10,238,1.88
57,similar,1443,1.74,6,218,1.79
58,appears,1326,1.59,5,207,1.65
59,also,2920,3.51,11,249,1.65
60,substance,2284,2.75,8,129,1.54
61,first,3845,4.62,13,252,1.49
62,great,1779,2.14,6,222,1.49
63,nearly,1736,2.09,5,213,1.26
64,made,2944,3.54,8,236,1.18
65,may,7024,8.45,19,255,1.17
66,function,1899,2.28,5,96,1.13
67,thus,2288,2.75,6,232,1.12
68,found,2930,3.52,7,240,0.99
69,would,3028,3.64,7,234,0.94
70,equation,3074,3.70,7,83,0.92
71,value,2803,3.37,6,137,0.83
72,observation,2933,3.53,6,111,0.77
73,case,3458,4.16,7,214,0.75
74,cell,2575,3.10,5,43,0.69
75,number,2970,3.57,5,214,0.49
76,would,3028,3.64,5,234,0.46
77,experiment,4366,5.25,7,106,0.41
78,time,3886,4.67,6,218,0.36
79,result,3275,3.94,5,191,0.34
80,acid,5138,6.18,6,85,-0.04
81,may,7024,8.45,6,255,-0.49
