No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,23,0.02,8,21,8.42
2,accounted,59,0.06,6,35,6.65
3,anatomical,68,0.07,6,20,6.44
4,certainty,108,0.11,8,44,6.19
5,curious,123,0.12,9,52,6.17
6,interesting,282,0.29,16,121,5.80
7,explain,122,0.12,6,66,5.60
8,attention,280,0.28,13,110,5.51
9,established,169,0.17,6,75,5.13
10,supported,149,0.15,5,62,5.05
11,explanation,276,0.28,9,107,5.00
12,important,500,0.51,14,135,4.78
13,explained,218,0.22,6,88,4.76
14,arises,243,0.25,6,60,4.60
15,recorded,204,0.21,5,67,4.59
16,account,670,0.68,16,172,4.56
17,remarkable,546,0.55,13,133,4.55
18,evident,324,0.33,7,100,4.41
19,owing,279,0.28,5,93,4.14
20,probable,435,0.44,7,122,3.99
21,due,763,0.78,12,151,3.95
22,noticed,321,0.33,5,90,3.94
23,scroll,391,0.40,5,10,3.65
24,important,500,0.51,6,135,3.56
25,mentioned,425,0.43,5,106,3.53
26,known,823,0.84,9,161,3.43
27,expression,674,0.68,7,84,3.35
28,yet,802,0.81,8,158,3.30
29,new,1066,1.08,10,171,3.21
30,known,823,0.84,7,161,3.07
31,conic,588,0.60,5,14,3.07
32,considered,616,0.63,5,153,3.00
33,observed,1486,1.51,12,192,2.99
34,already,930,0.94,7,183,2.89
35,theory,797,0.81,5,108,2.63
36,shown,1292,1.31,7,190,2.41
37,must,1733,1.76,9,213,2.35
38,following,2350,2.39,12,224,2.33
39,could,999,1.01,5,178,2.30
40,observation,2209,2.24,11,108,2.29
41,certain,1014,1.03,5,183,2.28
42,appears,1075,1.09,5,196,2.19
43,find,1173,1.19,5,171,2.07
44,upon,2942,2.99,11,206,1.88
45,curve,2601,2.64,9,99,1.77
46,well,1565,1.59,5,209,1.65
47,present,2021,2.05,6,212,1.55
48,show,1716,1.74,5,177,1.52
49,may,6328,6.43,18,235,1.49
50,case,3584,3.64,10,203,1.46
51,upon,2942,2.99,8,206,1.42
52,specimen,1851,1.88,5,76,1.41
53,point,5185,5.27,14,196,1.41
54,made,2646,2.69,7,232,1.38
55,first,3789,3.85,10,238,1.38
56,case,3584,3.64,9,203,1.31
57,great,2021,2.05,5,201,1.28
58,obtained,2113,2.15,5,209,1.22
59,value,2753,2.80,6,156,1.10
60,given,2771,2.82,6,228,1.09
61,would,2402,2.44,5,219,1.03
62,also,3366,3.42,7,233,1.03
63,thus,2522,2.56,5,224,0.96
64,surface,5073,5.15,10,163,0.96
65,fibre,2637,2.68,5,20,0.90
66,found,3400,3.45,6,218,0.80
67,may,6328,6.43,11,235,0.77
68,plane,3004,3.05,5,105,0.71
69,line,6766,6.87,10,176,0.54
70,equation,4206,4.27,6,86,0.49
71,equation,4206,4.27,5,86,0.23
72,point,5185,5.27,5,196,-0.08
73,fig,10076,10.24,5,26,-1.03
