No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,20,0.02,6,19,7.94
2,curious,129,0.16,14,64,6.48
3,certainty,65,0.08,7,40,6.47
4,detailed,87,0.11,6,39,5.82
5,establish,97,0.12,6,60,5.67
6,explain,104,0.13,5,49,5.30
7,additional,198,0.24,9,89,5.22
8,proved,256,0.31,11,96,5.14
9,stated,375,0.46,16,124,5.13
10,important,410,0.50,16,125,5.00
11,mention,129,0.16,5,55,4.99
12,interesting,238,0.29,9,109,4.96
13,remarkable,498,0.61,17,129,4.81
14,ascertained,225,0.27,7,97,4.67
15,explanation,260,0.32,8,92,4.66
16,discovered,187,0.23,5,73,4.46
17,ascertained,225,0.27,6,97,4.45
18,sufficiently,231,0.28,5,107,4.15
19,induced,377,0.46,7,81,3.93
20,attention,285,0.35,5,115,3.85
21,brought,286,0.35,5,118,3.84
22,new,827,1.01,13,137,3.69
23,already,790,0.96,12,150,3.64
24,existence,339,0.41,5,98,3.60
25,connected,433,0.53,6,122,3.51
26,mentioned,384,0.47,5,101,3.42
27,known,512,0.62,6,131,3.27
28,described,1048,1.28,10,155,2.97
29,chemical,555,0.68,5,72,2.89
30,whilst,557,0.68,5,95,2.88
31,general,1282,1.56,11,172,2.82
32,appear,860,1.05,7,157,2.74
33,contraction,627,0.76,5,43,2.71
34,following,1549,1.89,12,199,2.67
35,shown,817,1.00,6,168,2.59
36,appears,1106,1.35,8,180,2.57
37,certain,865,1.05,6,164,2.51
38,many,880,1.07,6,168,2.48
39,far,910,1.11,6,176,2.44
40,observed,1720,2.10,11,173,2.39
41,shown,817,1.00,5,168,2.33
42,similar,1174,1.43,6,189,2.07
43,latter,1218,1.48,6,172,2.02
44,well,1029,1.25,5,185,2.00
45,however,1457,1.78,7,145,1.98
46,without,1091,1.33,5,195,1.91
47,point,2470,3.01,9,177,1.58
48,thus,1702,2.07,6,195,1.53
49,may,5409,6.59,19,221,1.53
50,observed,1720,2.10,6,173,1.52
51,however,1457,1.78,5,145,1.49
52,number,1786,2.18,6,167,1.46
53,also,2420,2.95,8,219,1.44
54,substance,1536,1.87,5,102,1.42
55,current,1538,1.87,5,67,1.42
56,found,2252,2.74,7,206,1.35
57,great,1687,2.06,5,200,1.28
58,first,2879,3.51,7,213,1.00
59,would,2529,3.08,5,204,0.70
60,observation,3238,3.95,6,101,0.60
61,result,2746,3.35,5,159,0.58
62,experiment,3388,4.13,6,105,0.54
63,first,2879,3.51,5,213,0.51
64,acid,3837,4.68,5,83,0.10
