No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,48,0.05,9,23,7.58
2,emerges,43,0.04,5,23,6.89
3,spite,140,0.14,16,69,6.86
4,curious,73,0.07,8,40,6.80
5,supported,276,0.27,19,85,6.13
6,complicated,191,0.19,12,85,6.00
7,emphasized,94,0.09,5,48,5.76
8,owing,662,0.65,35,140,5.75
9,attention,263,0.26,13,117,5.65
10,remarkable,217,0.21,9,78,5.40
11,regarding,187,0.18,7,71,5.25
12,confirmed,209,0.21,7,87,5.09
13,due,1979,1.94,65,191,5.06
14,striking,275,0.27,9,85,5.06
15,explanation,371,0.36,9,115,4.63
16,arising,219,0.21,5,82,4.54
17,apart,410,0.40,9,110,4.48
18,view,1726,1.69,37,180,4.45
19,matter,423,0.42,9,115,4.44
20,interesting,482,0.47,10,129,4.40
21,significant,300,0.29,6,81,4.35
22,mere,278,0.27,5,50,4.20
23,arises,344,0.34,6,89,4.15
24,account,1364,1.34,23,189,4.10
25,established,327,0.32,5,86,3.96
26,important,703,0.69,10,155,3.86
27,experimental,815,0.80,9,120,3.49
28,following,1345,1.32,13,194,3.30
29,expected,520,0.51,5,128,3.29
30,mentioned,533,0.52,5,131,3.26
31,lie,1803,1.77,16,141,3.18
32,remains,843,0.83,7,148,3.08
33,chromosome,649,0.64,5,6,2.97
34,already,1169,1.15,9,174,2.97
35,almost,1210,1.19,9,163,2.92
36,seems,1109,1.09,8,145,2.88
37,observed,1777,1.74,12,162,2.78
38,far,1275,1.25,8,177,2.68
39,together,979,0.96,6,168,2.64
40,known,1470,1.44,9,185,2.64
41,make,995,0.98,6,171,2.62
42,many,1678,1.65,10,174,2.60
43,observed,1777,1.74,9,162,2.37
44,appears,1395,1.37,7,180,2.35
45,upon,1007,0.99,5,145,2.34
46,shown,3279,3.22,16,196,2.31
47,although,1356,1.33,6,159,2.17
48,must,2392,2.35,10,192,2.09
49,however,2686,2.64,10,60,1.92
50,whole,1660,1.63,6,177,1.88
51,made,2888,2.83,10,199,1.82
52,known,1470,1.44,5,185,1.79
53,probably,1497,1.47,5,159,1.77
54,evidence,1559,1.53,5,144,1.71
55,certain,1566,1.54,5,187,1.70
56,certain,1566,1.54,5,187,1.70
57,solution,2261,2.22,7,114,1.66
58,measurement,1686,1.65,5,80,1.60
59,would,2744,2.69,8,194,1.57
60,taken,1728,1.70,5,197,1.56
61,show,3804,3.73,10,189,1.42
62,may,7261,7.13,19,198,1.41
63,found,4262,4.18,11,198,1.39
64,must,2392,2.35,6,192,1.35
65,first,4846,4.76,12,201,1.34
66,give,2453,2.41,6,185,1.32
67,case,3695,3.63,9,177,1.31
68,possible,2167,2.13,5,195,1.23
69,see,2249,2.21,5,169,1.18
70,large,3213,3.15,7,196,1.15
71,structure,2763,2.71,6,142,1.15
72,point,4221,4.14,9,184,1.12
73,sulcus,2944,2.89,6,9,1.05
74,function,2604,2.56,5,119,0.97
75,obtained,2754,2.70,5,189,0.89
76,also,4519,4.43,8,200,0.85
77,case,3695,3.63,6,177,0.73
78,type,3224,3.16,5,175,0.66
79,condition,3356,3.29,5,157,0.60
80,result,4074,4.00,6,180,0.59
81,surface,4339,4.26,6,156,0.49
82,given,3797,3.73,5,197,0.42
83,first,4846,4.76,6,201,0.34
84,small,4065,3.99,5,195,0.33
85,region,4129,4.05,5,152,0.30
86,value,7309,7.17,7,160,-0.04
87,value,7309,7.17,7,160,-0.04
88,form,5245,5.15,5,197,-0.04
89,cell,6696,6.57,5,73,-0.39
90,fig,10036,9.85,7,17,-0.49
