No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,20,0.02,5,14,7.65
2,emphasise,44,0.05,9,30,7.36
3,reveals,32,0.04,6,18,7.24
4,notwithstanding,38,0.05,5,27,6.73
5,spite,150,0.19,16,76,6.43
6,supported,173,0.21,15,79,6.13
7,owing,650,0.81,47,151,5.86
8,matter,633,0.79,42,143,5.74
9,establish,85,0.11,5,52,5.57
10,attention,357,0.44,20,122,5.50
11,curious,126,0.16,7,60,5.48
12,explain,178,0.22,8,80,5.18
13,striking,257,0.32,11,96,5.11
14,significant,124,0.15,5,44,5.02
15,remarkable,376,0.47,15,122,5.01
16,brought,384,0.48,13,129,4.77
17,due,2318,2.88,73,189,4.67
18,important,958,1.19,29,177,4.61
19,accordance,178,0.22,5,82,4.50
20,express,215,0.27,6,101,4.49
21,established,293,0.36,8,94,4.46
22,beyond,476,0.59,12,135,4.34
23,explained,330,0.41,8,113,4.29
24,led,260,0.32,6,121,4.22
25,experimental,774,0.96,17,104,4.15
26,actual,885,1.10,18,167,4.03
27,account,1102,1.37,21,173,3.94
28,bearing,321,0.40,6,93,3.91
29,view,1556,1.93,27,164,3.81
30,indicated,734,0.91,11,147,3.59
31,lie,1255,1.56,18,136,3.53
32,consideration,576,0.71,8,112,3.48
33,obvious,365,0.45,5,115,3.46
34,seem,678,0.84,9,140,3.42
35,known,1229,1.53,16,171,3.39
36,interesting,492,0.61,6,140,3.30
37,alone,411,0.51,5,108,3.29
38,expected,467,0.58,5,116,3.11
39,multiple,473,0.59,5,39,3.09
40,shown,2923,3.63,30,198,3.05
41,remains,637,0.79,6,147,2.92
42,following,1706,2.12,16,198,2.92
43,connected,566,0.70,5,135,2.83
44,drawn,689,0.85,6,150,2.81
45,new,1315,1.63,11,166,2.75
46,important,958,1.19,7,177,2.56
47,although,1096,1.36,7,152,2.36
48,follows,978,1.21,6,175,2.31
49,main,850,1.05,5,137,2.25
50,somewhat,854,1.06,5,153,2.24
51,separation,885,1.10,5,77,2.19
52,already,1242,1.54,7,186,2.18
53,clear,889,1.10,5,158,2.18
54,clearly,896,1.11,5,143,2.17
55,individual,1095,1.36,6,113,2.14
56,observed,2422,3.01,13,164,2.11
57,many,1522,1.89,8,188,2.08
58,point,4519,5.61,23,195,2.04
59,observed,2422,3.01,12,164,2.00
60,however,2905,3.60,14,76,1.96
61,central,1059,1.31,5,103,1.93
62,upon,1912,2.37,9,156,1.92
63,new,1315,1.63,6,166,1.88
64,certain,1540,1.91,7,184,1.87
65,seems,1107,1.37,5,163,1.86
66,necessary,1143,1.42,5,181,1.82
67,appear,1330,1.65,5,182,1.60
68,method,2399,2.98,9,185,1.60
69,appears,1356,1.68,5,181,1.57
70,found,4086,5.07,15,202,1.56
71,theory,1910,2.37,7,129,1.56
72,far,1681,2.09,6,191,1.52
73,whole,1712,2.12,6,195,1.50
74,set,1734,2.15,6,164,1.48
75,evidence,1449,1.80,5,156,1.48
76,may,7437,9.23,25,203,1.44
77,observation,2703,3.35,9,112,1.42
78,latter,1571,1.95,5,180,1.36
79,normal,1903,2.36,6,147,1.35
80,described,1926,2.39,6,171,1.33
81,possible,1957,2.43,6,191,1.30
82,great,1636,2.03,5,194,1.30
83,far,1681,2.09,5,191,1.26
84,whole,1712,2.12,5,195,1.23
85,much,2448,3.04,7,195,1.20
86,limit,1766,2.19,5,110,1.19
87,must,2484,3.08,7,194,1.18
88,specimen,2132,2.65,6,67,1.18
89,would,4115,5.11,11,203,1.11
90,series,4949,6.14,13,182,1.08
91,also,4686,5.81,12,204,1.05
92,figure,1954,2.42,5,119,1.04
93,line,6264,7.77,16,171,1.04
94,show,3558,4.42,9,194,1.03
95,case,6386,7.92,16,200,1.01
96,large,3196,3.97,8,197,1.01
97,present,3245,4.03,8,200,0.99
98,found,4086,5.07,10,202,0.98
99,made,3309,4.11,8,200,0.96
100,shown,2923,3.63,7,198,0.95
101,specimen,2132,2.65,5,67,0.92
102,general,2295,2.85,5,191,0.81
103,form,5599,6.95,12,199,0.79
104,difference,2838,3.52,6,186,0.77
105,give,2881,3.57,6,194,0.75
106,result,4857,6.03,10,183,0.73
107,right,2436,3.02,5,160,0.73
108,number,3669,4.55,7,193,0.62
109,obtained,2713,3.37,5,189,0.57
110,first,4905,6.09,9,205,0.56
111,order,2768,3.43,5,187,0.54
112,point,4519,5.61,8,195,0.51
113,difference,2838,3.52,5,186,0.51
114,condition,2866,3.56,5,154,0.49
115,case,6386,7.92,11,200,0.47
116,curve,3637,4.51,6,117,0.41
117,line,6264,7.77,10,171,0.36
118,also,4686,5.81,7,204,0.27
119,value,8405,10.43,12,169,0.20
120,curve,3637,4.51,5,117,0.15
121,number,3669,4.55,5,193,0.14
122,pressure,3687,4.58,5,101,0.13
123,may,7437,9.23,10,203,0.12
124,given,3873,4.81,5,201,0.06
125,result,4857,6.03,6,183,-0.01
126,small,4079,5.06,5,199,-0.02
127,small,4079,5.06,5,199,-0.02
128,series,4949,6.14,6,182,-0.03
129,mean,4352,5.40,5,116,-0.11
130,experiment,4515,5.60,5,100,-0.16
131,experiment,4515,5.60,5,100,-0.16
132,fig,9960,12.36,7,25,-0.82
133,value,8405,10.43,5,169,-1.06
