No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,18,0.02,7,16,8.45
2,accounted,71,0.08,7,43,6.47
3,anatomical,74,0.08,6,22,6.19
4,certainty,118,0.13,8,48,5.93
5,demonstrated,126,0.14,6,40,5.42
6,explained,200,0.22,9,86,5.34
7,interesting,299,0.33,13,122,5.29
8,attention,357,0.40,15,117,5.24
9,established,182,0.20,6,79,4.89
10,accordance,160,0.18,5,80,4.81
11,account,713,0.79,22,163,4.79
12,bearing,198,0.22,6,79,4.77
13,remarkable,557,0.62,16,126,4.69
14,important,546,0.61,15,135,4.63
15,established,182,0.20,5,79,4.63
16,additional,226,0.25,6,99,4.58
17,owing,311,0.35,8,98,4.53
18,arises,235,0.26,6,60,4.52
19,due,952,1.06,19,156,4.16
20,recorded,251,0.28,5,69,4.16
21,explanation,317,0.35,6,110,4.09
22,done,276,0.31,5,110,4.02
23,alone,346,0.39,6,98,3.96
24,stated,406,0.45,6,127,3.73
25,known,837,0.93,12,156,3.69
26,think,390,0.43,5,86,3.53
27,connexion,571,0.64,7,126,3.46
28,new,907,1.01,11,170,3.45
29,mentioned,461,0.51,5,114,3.28
30,mentioned,461,0.51,5,114,3.28
31,often,463,0.52,5,112,3.28
32,expression,617,0.69,6,74,3.13
33,observed,1440,1.60,13,190,3.02
34,already,1053,1.17,9,183,2.94
35,known,837,0.93,7,156,2.91
36,drawn,606,0.67,5,144,2.89
37,conic,613,0.68,5,13,2.87
38,theory,760,0.85,5,93,2.56
39,following,2039,2.27,12,223,2.40
40,observed,1440,1.60,8,190,2.32
41,matter,934,1.04,5,118,2.27
42,appear,954,1.06,5,172,2.24
43,certain,972,1.08,5,186,2.21
44,certain,972,1.08,5,186,2.21
45,appears,1190,1.32,6,196,2.18
46,shown,1404,1.56,7,194,2.16
47,upon,2867,3.19,14,198,2.13
48,another,1273,1.42,6,177,2.08
49,case,3698,4.12,15,203,1.87
50,point,4717,5.25,19,194,1.86
51,far,1254,1.40,5,186,1.84
52,must,1756,1.95,7,213,1.84
53,equation,3101,3.45,12,80,1.80
54,animal,1331,1.48,5,52,1.76
55,light,1357,1.51,5,148,1.73
56,value,2763,3.08,10,152,1.70
57,however,1972,2.19,7,63,1.67
58,obtained,1979,2.20,7,208,1.67
59,given,2900,3.23,10,226,1.63
60,relation,1463,1.63,5,152,1.62
61,show,1836,2.04,6,176,1.55
62,first,4001,4.45,13,235,1.55
63,upon,2867,3.19,9,198,1.50
64,curve,2243,2.50,7,102,1.49
65,found,3308,3.68,10,217,1.44
66,may,5979,6.65,16,234,1.27
67,observation,2255,2.51,6,116,1.26
68,nearly,1971,2.19,5,193,1.19
69,specimen,2104,2.34,5,77,1.09
70,thus,2567,2.86,6,225,1.07
71,value,2763,3.08,6,152,0.96
72,present,2380,2.65,5,206,0.92
73,result,2982,3.32,6,175,0.85
74,form,5017,5.58,9,215,0.69
75,also,3537,3.94,6,229,0.61
76,made,2960,3.29,5,232,0.60
77,case,3698,4.12,6,203,0.54
78,equation,3101,3.45,5,80,0.53
79,water,3133,3.49,5,114,0.52
80,found,3308,3.68,5,217,0.44
81,surface,5306,5.91,8,169,0.44
82,may,5979,6.65,8,234,0.27
83,point,4717,5.25,6,194,0.19
84,line,5736,6.38,6,176,-0.09
