No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,trier,18,0.01,6,3,9.64
2,fiction,38,0.02,8,12,8.98
3,stylized,40,0.02,8,23,8.90
4,compounded,91,0.04,8,76,7.72
5,spite,351,0.15,19,220,7.02
6,despite,3533,1.47,186,1663,6.98
7,hampered,115,0.05,6,98,6.97
8,notwithstanding,149,0.06,7,85,6.81
9,reflects,1186,0.49,42,773,6.41
10,derives,203,0.08,7,161,6.37
11,complicated,849,0.35,28,530,6.30
12,justified,234,0.10,6,146,5.94
13,attributable,285,0.12,7,208,5.88
14,explained,1876,0.78,46,1007,5.88
15,exploit,715,0.30,17,374,5.83
16,relies,654,0.27,15,490,5.78
17,virtue,219,0.09,5,145,5.77
18,refers,754,0.31,15,494,5.58
19,reflecting,762,0.32,15,516,5.56
20,due,8985,3.75,171,2244,5.51
21,motivated,565,0.24,10,379,5.41
22,lie,1410,0.59,24,399,5.35
23,highlight,1833,0.76,31,744,5.34
24,arises,923,0.39,15,613,5.28
25,reflected,987,0.41,16,643,5.28
26,highlighted,956,0.40,15,586,5.23
27,emphasize,614,0.26,9,451,5.13
28,attributed,1088,0.45,15,615,5.05
29,reflect,2044,0.85,28,1048,5.04
30,relates,514,0.21,7,393,5.03
31,aware,474,0.20,6,329,4.92
32,exploiting,407,0.17,5,292,4.88
33,virtually,432,0.18,5,317,4.79
34,highlighting,437,0.18,5,351,4.78
35,remarkable,900,0.38,10,539,4.73
36,emphasized,451,0.19,5,329,4.73
37,matter,3487,1.46,37,921,4.67
38,owing,4130,1.72,43,1468,4.64
39,chaperone,903,0.38,9,64,4.58
40,striking,812,0.34,8,505,4.56
41,account,5577,2.33,54,1723,4.54
42,sheet,2025,0.85,18,213,4.41
43,exploited,572,0.24,5,341,4.39
44,surprising,829,0.35,7,545,4.34
45,shall,738,0.31,6,296,4.28
46,follows,2622,1.09,19,800,4.12
47,obvious,1273,0.53,9,779,4.08
48,supported,3702,1.54,26,1964,4.07
49,opinion,961,0.40,6,326,3.90
50,come,3231,1.35,20,1023,3.89
51,device,2928,1.22,17,327,3.80
52,together,4827,2.01,28,1748,3.80
53,telomerase,889,0.37,5,45,3.75
54,advantage,3023,1.26,17,1024,3.75
55,consistent,4987,2.08,28,1673,3.75
56,evident,1086,0.45,6,646,3.73
57,apart,929,0.39,5,547,3.69
58,arise,1687,0.70,9,917,3.68
