No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,27,0.03,8,23,8.17
2,curious,130,0.13,12,57,6.48
3,accounted,68,0.07,6,42,6.42
4,anatomical,81,0.08,7,27,6.39
5,certainty,116,0.12,8,48,6.06
6,interesting,330,0.34,17,135,5.64
7,attention,305,0.31,14,117,5.48
8,explain,145,0.15,6,71,5.33
9,demonstrated,125,0.13,5,41,5.28
10,arises,164,0.17,6,64,5.15
11,explanation,321,0.33,10,118,4.92
12,express,281,0.29,8,93,4.79
13,supported,176,0.18,5,70,4.78
14,established,187,0.19,5,82,4.70
15,important,533,0.55,14,153,4.67
16,account,767,0.79,17,185,4.43
17,recorded,239,0.25,5,75,4.34
18,remarkable,578,0.60,12,146,4.33
19,evident,396,0.41,8,116,4.29
20,probable,431,0.44,8,128,4.17
21,owing,291,0.30,5,100,4.06
22,noticed,325,0.34,5,97,3.90
23,alone,362,0.37,5,111,3.74
24,doubt,442,0.46,6,125,3.72
25,scroll,390,0.40,5,10,3.64
26,due,906,0.93,11,169,3.56
27,evidence,443,0.46,5,103,3.45
28,mentioned,498,0.51,5,118,3.28
29,yet,836,0.86,8,172,3.21
30,known,897,0.93,8,180,3.11
31,already,1030,1.06,9,204,3.08
32,expression,803,0.83,7,98,3.08
33,considered,706,0.73,6,171,3.04
34,observed,1672,1.72,14,212,3.02
35,new,1142,1.18,9,185,2.93
36,known,897,0.93,7,180,2.92
37,conic,663,0.68,5,16,2.87
38,drawn,762,0.79,5,153,2.67
39,follows,802,0.83,5,169,2.60
40,question,865,0.89,5,157,2.49
41,theory,1094,1.13,6,114,2.41
42,observed,1672,1.72,9,212,2.38
43,observation,2315,2.39,12,113,2.33
44,certain,1167,1.20,6,198,2.32
45,following,2542,2.62,13,247,2.31
46,shown,1374,1.42,7,210,2.30
47,could,1228,1.27,6,199,2.24
48,must,2056,2.12,10,233,2.24
49,function,1296,1.34,6,101,2.17
50,every,1111,1.15,5,194,2.13
51,certain,1167,1.20,5,198,2.05
52,upon,3113,3.21,13,219,2.02
53,coefficient,1250,1.29,5,71,1.96
54,find,1358,1.40,5,192,1.84
55,may,7193,7.42,25,257,1.75
56,relation,1453,1.50,5,165,1.74
57,specimen,1751,1.81,6,85,1.73
58,curve,2664,2.75,9,102,1.71
59,show,1868,1.93,6,199,1.64
60,well,1706,1.76,5,228,1.51
61,present,2127,2.19,6,232,1.45
62,made,2866,2.96,8,253,1.44
63,point,5394,5.56,15,213,1.43
64,case,4151,4.28,11,224,1.36
65,value,3047,3.14,8,168,1.35
66,great,2322,2.40,6,219,1.32
67,first,4279,4.41,11,263,1.32
68,give,1960,2.02,5,222,1.31
69,nearly,1991,2.05,5,203,1.28
70,however,2057,2.12,5,83,1.24
71,given,3022,3.12,7,249,1.17
72,much,2607,2.69,6,211,1.16
73,obtained,2281,2.35,5,224,1.09
74,great,2322,2.40,5,219,1.06
75,thus,2850,2.94,6,246,1.03
76,value,3047,3.14,6,168,0.93
77,case,4151,4.28,8,224,0.90
78,also,3734,3.85,7,257,0.86
79,plane,3221,3.32,6,115,0.85
80,surface,5447,5.62,10,174,0.83
81,may,7193,7.42,13,257,0.81
82,equation,4750,4.90,8,97,0.71
83,would,3041,3.14,5,239,0.67
84,found,3738,3.86,6,242,0.64
85,fibre,3534,3.65,5,26,0.46
86,line,7367,7.60,10,193,0.40
87,time,3708,3.82,5,218,0.39
88,equation,4750,4.90,6,97,0.29
89,point,5394,5.56,6,213,0.11
90,acid,5015,5.17,5,82,-0.05
91,form,5989,6.18,5,239,-0.31
92,line,7367,7.60,5,193,-0.60
93,fig,10417,10.74,5,28,-1.10
