No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,651,0.15,13,123,5.40
2,many,843,0.20,12,152,4.92
3,these,3077,0.73,33,182,4.51
4,some,2282,0.54,15,189,3.80
5,other,2806,0.66,14,191,3.40
6,have,5616,1.32,23,197,3.12
7,which,12122,2.86,36,202,2.65
8,are,5564,1.31,13,197,2.31
9,that,12971,3.06,29,201,2.24
10,from,8113,1.91,16,203,2.06
11,i,8191,1.93,16,203,2.05
12,by,11433,2.70,12,213,1.15
13,the,99194,23.40,98,219,1.07
14,in,24703,5.83,23,214,0.98
15,to,25956,6.12,24,210,0.97
16,and,28724,6.77,26,216,0.94
17,of,66830,15.76,52,220,0.72
18,the,99194,23.40,22,219,-1.09
