No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,872,0.18,11,147,4.94
2,these,2758,0.57,34,240,4.91
3,have,5335,1.10,19,258,3.11
4,which,11049,2.27,38,261,3.06
5,i,7764,1.60,14,264,2.13
6,that,11994,2.47,19,258,1.95
7,from,7378,1.52,11,265,1.86
8,it,11808,2.43,12,260,1.31
9,the,98395,20.23,81,277,1.00
10,of,63678,13.09,52,275,0.99
11,in,24862,5.11,17,274,0.73
12,and,26656,5.48,11,275,0.01
13,to,24729,5.08,10,271,-0.02
14,the,98395,20.23,28,277,-0.53
