No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,many,625,0.11,10,198,5.51
2,new,814,0.14,9,143,4.98
3,these,2755,0.48,29,262,4.91
4,have,4990,0.88,18,280,3.36
5,which,10296,1.81,30,283,3.05
6,or,4753,0.83,9,279,2.43
7,that,11207,1.97,17,278,2.11
8,from,7346,1.29,11,286,2.09
9,i,7142,1.25,10,284,2.00
10,the,100036,17.55,73,299,1.06
11,of,62890,11.03,40,296,0.86
12,in,24382,4.28,14,295,0.71
13,to,24188,4.24,10,288,0.24
14,and,26481,4.65,9,298,-0.05
15,the,100036,17.55,21,299,-0.74
