No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,many,679,0.13,10,188,5.31
2,following,1086,0.20,12,226,4.90
3,these,3491,0.65,31,274,4.58
4,some,2000,0.37,13,263,4.13
5,have,5490,1.02,22,293,3.44
6,i,8913,1.65,27,294,3.03
7,from,9506,1.76,22,308,2.64
8,which,11531,2.14,26,297,2.61
9,or,6100,1.13,12,285,2.41
10,are,5985,1.11,10,299,2.17
11,that,13266,2.46,15,298,1.61
12,be,11890,2.20,11,301,1.32
13,the,129921,24.06,114,320,1.24
14,of,76816,14.22,56,320,0.98
15,in,31200,5.78,20,319,0.79
16,to,30909,5.72,19,317,0.73
17,and,35216,6.52,13,319,-0.00
18,the,129921,24.06,34,320,-0.50
19,of,76816,14.22,10,320,-1.51
