No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,10179,1.50,83,252,4.79
2,which,24849,3.66,57,267,2.96
3,have,12703,1.87,24,258,2.68
4,with,25223,3.72,27,264,1.86
5,as,28185,4.15,24,265,1.53
6,the,328774,48.44,257,268,1.41
7,to,66880,9.85,45,268,1.19
8,in,83395,12.29,36,268,0.55
9,of,182714,26.92,76,268,0.50
10,and,85256,12.56,24,267,-0.07
11,of,182714,26.92,37,268,-0.54
12,the,328774,48.44,56,268,-0.79
