No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,22,0.00,8,20,10.02
2,curious,134,0.02,9,73,7.58
3,respecting,179,0.03,9,93,7.16
4,many,644,0.11,11,197,5.61
5,new,636,0.11,9,134,5.33
6,these,2794,0.49,29,253,4.89
7,some,1692,0.30,12,248,4.34
8,have,5053,0.89,16,273,3.17
9,which,9897,1.74,29,276,3.06
10,we,3545,0.62,8,195,2.69
11,or,4586,0.80,10,270,2.64
12,i,7157,1.26,15,274,2.58
13,from,7630,1.34,12,280,2.16
14,that,11397,2.00,16,272,2.00
15,the,104036,18.24,78,293,1.10
16,to,24375,4.27,15,281,0.81
17,of,62299,10.93,36,291,0.72
18,in,25147,4.41,11,288,0.32
19,and,26591,4.66,9,292,-0.05
20,the,104036,18.24,21,293,-0.80
21,of,62299,10.93,10,291,-1.13
