No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,5014,1.10,38,191,4.12
2,some,2229,0.49,11,189,3.50
3,i,8459,1.85,26,197,2.81
4,which,14359,3.14,37,203,2.56
5,are,8089,1.77,15,204,2.08
6,have,6245,1.36,11,197,2.01
7,from,11141,2.43,14,201,1.52
8,in,39443,8.62,41,210,1.25
9,the,149593,32.69,149,210,1.19
10,with,12126,2.65,11,208,1.05
11,it,12991,2.84,11,204,0.95
12,and,38157,8.34,31,210,0.89
13,that,14254,3.12,11,199,0.82
14,of,88046,19.24,66,210,0.78
15,to,32915,7.19,20,209,0.48
16,to,32915,7.19,16,209,0.15
17,and,38157,8.34,16,210,-0.06
18,of,88046,19.24,23,210,-0.74
19,the,149593,32.69,23,210,-1.51
