No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,141,0.04,12,72,7.26
2,general,821,0.23,8,167,4.13
3,this,7480,2.08,31,275,2.90
4,that,11545,3.21,46,273,2.84
5,in,26300,7.31,79,290,2.43
6,is,12198,3.39,27,284,1.99
7,i,7418,2.06,15,274,1.86
8,is,12198,3.39,23,284,1.76
9,a,21667,6.03,40,294,1.73
10,which,10089,2.81,17,276,1.60
11,from,7951,2.21,11,282,1.31
12,as,8331,2.32,10,275,1.11
13,the,106788,29.70,118,295,0.99
14,be,10135,2.82,9,280,0.68
15,a,21667,6.03,18,294,0.58
16,by,11241,3.13,9,290,0.53
17,in,26300,7.31,21,290,0.52
18,of,63951,17.78,43,293,0.27
19,the,106788,29.70,64,295,0.11
20,and,27164,7.55,11,294,-0.46
21,and,27164,7.55,11,294,-0.46
22,to,25349,7.05,9,283,-0.65
23,of,63951,17.78,22,293,-0.69
