No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,24788,10.93,631,175,4.85
2,in,68143,30.04,515,175,3.10
3,from,18569,8.19,77,175,2.23
4,there,5711,2.52,20,171,1.99
5,this,16679,7.35,53,175,1.85
6,by,24252,10.69,72,175,1.75
7,the,240496,106.01,628,175,1.57
8,it,18125,7.99,43,175,1.43
9,was,11456,5.05,24,172,1.25
10,is,46082,20.31,83,175,1.03
11,for,22086,9.74,36,174,0.89
12,to,52046,22.94,81,175,0.82
13,the,240496,106.01,351,175,0.73
14,this,16679,7.35,23,175,0.65
15,are,20793,9.17,25,175,0.45
16,with,19411,8.56,23,175,0.43
17,be,23718,10.46,26,175,0.31
18,is,46082,20.31,49,175,0.27
19,in,68143,30.04,67,175,0.16
20,and,70210,30.95,65,175,0.07
21,a,64668,28.51,58,175,0.02
22,of,138833,61.20,86,175,-0.51
23,a,64668,28.51,27,175,-1.08
